scenario_id,design,method,seed,equal_budget_replications,policy_evaluation_budget,selected_idx,selected_alpha_on,selected_alpha_off,visited_policies,holdout_objective,exhaustive_holdout_objective,regret_vs_exhaustive,exact_match
R08,lhs,GP_BO,4,521,26,0,3.952109770314976,3.952109770314976,26,1.7316696625204528,1.7316696625204528,0.0,1
R12,lhs,diffusion_topk,0,896,44,3,4.9526027077849415,1.6508675692616472,44,1.36665434443418,1.36665434443418,0.0,1
R12,lhs,high_fidelity_local_search,0,896,44,3,4.9526027077849415,1.6508675692616472,44,1.36665434443418,1.36665434443418,0.0,1
R12,lhs,MIGR_H,0,896,44,0,1.6508675692616472,1.6508675692616472,32,1.351102660155764,1.36665434443418,0.0,0
R12,lhs,exhaustive,0,896,44,3,4.9526027077849415,1.6508675692616472,190,1.36665434443418,1.36665434443418,0.0,1
R12,lhs,random_RS,0,896,44,0,1.6508675692616472,1.6508675692616472,44,1.351102660155764,1.36665434443418,0.0,0
R12,lhs,GP_BO,0,896,44,3,4.9526027077849415,1.6508675692616472,44,1.36665434443418,1.36665434443418,0.0,1
R12,lhs,random_RS,1,896,44,0,1.6508675692616472,1.6508675692616472,44,1.351102660155764,1.36665434443418,0.0,0
R12,lhs,GP_BO,1,896,44,3,4.9526027077849415,1.6508675692616472,44,1.36665434443418,1.36665434443418,0.0,1
R12,lhs,random_RS,2,896,44,4,4.9526027077849415,3.301735138523294,44,1.3714717201457252,1.36665434443418,0.0035249408390382276,0
R12,lhs,GP_BO,2,896,44,3,4.9526027077849415,1.6508675692616472,44,1.36665434443418,1.36665434443418,0.0,1
R12,lhs,random_RS,3,896,44,6,6.603470277046588,1.6508675692616472,44,1.3838206515827338,1.36665434443418,0.012560825799489835,0
R12,lhs,GP_BO,3,896,44,3,4.9526027077849415,1.6508675692616472,44,1.36665434443418,1.36665434443418,0.0,1
R12,lhs,random_RS,4,896,44,2,3.301735138523294,3.301735138523294,44,1.365472470892694,1.36665434443418,0.0,0
R12,lhs,GP_BO,4,896,44,3,4.9526027077849415,1.6508675692616472,44,1.36665434443418,1.36665434443418,0.0,1
R13,lhs,diffusion_topk,0,638,31,1,7.251141962371165,3.625570981185583,31,0.7968892438127718,0.7968892438127718,0.0,1
R13,lhs,high_fidelity_local_search,0,638,31,13,18.12785490592791,14.50228392474233,31,0.8251129193476598,0.7968892438127718,0.03541731269937826,0
R13,lhs,MIGR_H,0,638,31,1,7.251141962371165,3.625570981185583,35,0.7968892438127718,0.7968892438127718,0.0,1
R13,lhs,exhaustive,0,638,31,1,7.251141962371165,3.625570981185583,190,0.7968892438127718,0.7968892438127718,0.0,1
R13,lhs,random_RS,0,638,31,0,3.625570981185583,3.625570981185583,31,0.7832856453653961,0.7968892438127718,0.0,0
R13,lhs,GP_BO,0,638,31,1,7.251141962371165,3.625570981185583,31,0.7968892438127718,0.7968892438127718,0.0,1
R13,lhs,random_RS,1,638,31,6,14.50228392474233,3.625570981185583,31,0.7966969422252773,0.7968892438127718,0.0,0
R13,lhs,GP_BO,1,638,31,1,7.251141962371165,3.625570981185583,31,0.7968892438127718,0.7968892438127718,0.0,1
R13,lhs,random_RS,2,638,31,4,10.876712943556749,7.251141962371165,31,0.8009174915068747,0.7968892438127718,0.005054965574424742,0
R13,lhs,GP_BO,2,638,31,1,7.251141962371165,3.625570981185583,31,0.7968892438127718,0.7968892438127718,0.0,1
R13,lhs,random_RS,3,638,31,6,14.50228392474233,3.625570981185583,31,0.7966969422252773,0.7968892438127718,0.0,0
R13,lhs,GP_BO,3,638,31,1,7.251141962371165,3.625570981185583,31,0.7968892438127718,0.7968892438127718,0.0,1
R13,lhs,random_RS,4,638,31,2,7.251141962371165,7.251141962371165,31,0.7958777165920111,0.7968892438127718,0.0,0
R13,lhs,GP_BO,4,638,31,1,7.251141962371165,3.625570981185583,31,0.7968892438127718,0.7968892438127718,0.0,1
R17,lhs,diffusion_topk,0,896,44,0,2.011589865948815,2.011589865948815,44,0.7985620478110408,0.7985620478110408,0.0,1
R17,lhs,high_fidelity_local_search,0,896,44,3,6.034769597846445,2.011589865948815,44,0.8078658984654957,0.7985620478110408,0.011650754853624667,0
R17,lhs,MIGR_H,0,896,44,3,6.034769597846445,2.011589865948815,32,0.8078658984654957,0.7985620478110408,0.011650754853624667,0
R17,lhs,exhaustive,0,896,44,0,2.011589865948815,2.011589865948815,190,0.7985620478110408,0.7985620478110408,0.0,1
R17,lhs,random_RS,0,896,44,0,2.011589865948815,2.011589865948815,44,0.7985620478110408,0.7985620478110408,0.0,1
R17,lhs,GP_BO,0,896,44,0,2.011589865948815,2.011589865948815,44,0.7985620478110408,0.7985620478110408,0.0,1
R17,lhs,random_RS,1,896,44,0,2.011589865948815,2.011589865948815,44,0.7985620478110408,0.7985620478110408,0.0,1
R17,lhs,GP_BO,1,896,44,0,2.011589865948815,2.011589865948815,44,0.7985620478110408,0.7985620478110408,0.0,1
R17,lhs,random_RS,2,896,44,4,6.034769597846445,4.02317973189763,44,0.8169439682087715,0.7985620478110408,0.023018775370201774,0
R17,lhs,GP_BO,2,896,44,0,2.011589865948815,2.011589865948815,44,0.7985620478110408,0.7985620478110408,0.0,1
R17,lhs,random_RS,3,896,44,8,8.04635946379526,6.034769597846445,44,0.840435618532442,0.7985620478110408,0.052436214363282004,0
R17,lhs,GP_BO,3,896,44,0,2.011589865948815,2.011589865948815,44,0.7985620478110408,0.7985620478110408,0.0,1
R17,lhs,random_RS,4,896,44,2,4.02317973189763,4.02317973189763,44,0.8138597112593365,0.7985620478110408,0.019156511995816198,0
R17,lhs,GP_BO,4,896,44,0,2.011589865948815,2.011589865948815,44,0.7985620478110408,0.7985620478110408,0.0,1
R18,lhs,diffusion_topk,0,515,25,1,7.654591196947717,3.827295598473859,25,1.9865239529904613,1.9865239529904613,0.0,1
R18,lhs,high_fidelity_local_search,0,515,25,38,34.44566038626473,11.481886795421577,25,2.023438458608452,1.9865239529904613,0.018582461873878135,0
R18,lhs,MIGR_H,0,515,25,1,7.654591196947717,3.827295598473859,37,1.9865239529904613,1.9865239529904613,0.0,1
R18,lhs,exhaustive,0,515,25,1,7.654591196947717,3.827295598473859,190,1.9865239529904613,1.9865239529904613,0.0,1
R18,lhs,random_RS,0,515,25,0,3.827295598473859,3.827295598473859,25,1.980189361830618,1.9865239529904613,0.0,0
R18,lhs,GP_BO,0,515,25,1,7.654591196947717,3.827295598473859,25,1.9865239529904613,1.9865239529904613,0.0,1
R18,lhs,random_RS,1,515,25,6,15.309182393895432,3.827295598473859,25,1.98580599279887,1.9865239529904613,0.0,0
R18,lhs,GP_BO,1,515,25,1,7.654591196947717,3.827295598473859,25,1.9865239529904613,1.9865239529904613,0.0,1
R18,lhs,random_RS,2,515,25,4,11.481886795421577,7.654591196947717,25,2.000801146410859,1.9865239529904613,0.007187023040374258,0
R18,lhs,GP_BO,2,515,25,1,7.654591196947717,3.827295598473859,25,1.9865239529904613,1.9865239529904613,0.0,1
R18,lhs,random_RS,3,515,25,6,15.309182393895432,3.827295598473859,25,1.98580599279887,1.9865239529904613,0.0,0
R18,lhs,GP_BO,3,515,25,1,7.654591196947717,3.827295598473859,25,1.9865239529904613,1.9865239529904613,0.0,1
R18,lhs,random_RS,4,515,25,2,7.654591196947717,7.654591196947717,25,1.987180286235472,1.9865239529904613,0.00033039281707258574,0
R18,lhs,GP_BO,4,515,25,1,7.654591196947717,3.827295598473859,25,1.9865239529904613,1.9865239529904613,0.0,1
R20,lhs,diffusion_topk,0,896,44,0,3.116994806255219,3.116994806255219,44,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,high_fidelity_local_search,0,896,44,3,9.350984418765655,3.116994806255219,44,1.5310365659118663,1.4742590486500935,0.03851257844661778,0
R20,lhs,MIGR_H,0,896,44,0,3.116994806255219,3.116994806255219,32,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,exhaustive,0,896,44,0,3.116994806255219,3.116994806255219,190,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,random_RS,0,896,44,0,3.116994806255219,3.116994806255219,44,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,GP_BO,0,896,44,0,3.116994806255219,3.116994806255219,44,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,random_RS,1,896,44,0,3.116994806255219,3.116994806255219,44,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,GP_BO,1,896,44,0,3.116994806255219,3.116994806255219,44,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,random_RS,2,896,44,4,9.350984418765655,6.233989612510438,44,1.5816506451468006,1.4742590486500935,0.07284445470763116,0
R20,lhs,GP_BO,2,896,44,0,3.116994806255219,3.116994806255219,44,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,random_RS,3,896,44,6,12.467979225020876,3.116994806255219,44,1.5659009860167277,1.4742590486500935,0.06216135315604553,0
R20,lhs,GP_BO,3,896,44,0,3.116994806255219,3.116994806255219,44,1.4742590486500935,1.4742590486500935,0.0,1
R20,lhs,random_RS,4,896,44,2,6.233989612510438,6.233989612510438,44,1.5219904838636746,1.4742590486500935,0.032376559097457444,0
R20,lhs,GP_BO,4,896,44,0,3.116994806255219,3.116994806255219,44,1.4742590486500935,1.4742590486500935,0.0,1
R22,lhs,diffusion_topk,0,583,29,0,1.5944637439382392,1.5944637439382392,29,1.33762369144162,1.33762369144162,0.0,1
R22,lhs,high_fidelity_local_search,0,583,29,16,9.566782463629435,3.1889274878764784,29,1.4637002669673105,1.33762369144162,0.09425414362227082,0
R22,lhs,MIGR_H,0,583,29,3,4.783391231814718,1.5944637439382392,35,1.3704240996667354,1.33762369144162,0.024521401972003715,0
R22,lhs,exhaustive,0,583,29,0,1.5944637439382392,1.5944637439382392,190,1.33762369144162,1.33762369144162,0.0,1
R22,lhs,random_RS,0,583,29,0,1.5944637439382392,1.5944637439382392,29,1.33762369144162,1.33762369144162,0.0,1
R22,lhs,GP_BO,0,583,29,0,1.5944637439382392,1.5944637439382392,29,1.33762369144162,1.33762369144162,0.0,1
R22,lhs,random_RS,1,583,29,6,6.377854975752957,1.5944637439382392,29,1.3660680652068764,1.33762369144162,0.021264854941826426,0
R22,lhs,GP_BO,1,583,29,0,1.5944637439382392,1.5944637439382392,29,1.33762369144162,1.33762369144162,0.0,1
R22,lhs,random_RS,2,583,29,4,4.783391231814718,3.1889274878764784,29,1.4057827861943253,1.33762369144162,0.05095535851286176,0
R22,lhs,GP_BO,2,583,29,0,1.5944637439382392,1.5944637439382392,29,1.33762369144162,1.33762369144162,0.0,1
R22,lhs,random_RS,3,583,29,6,6.377854975752957,1.5944637439382392,29,1.3660680652068764,1.33762369144162,0.021264854941826426,0
R22,lhs,GP_BO,3,583,29,0,1.5944637439382392,1.5944637439382392,29,1.33762369144162,1.33762369144162,0.0,1
R22,lhs,random_RS,4,583,29,2,3.1889274878764784,3.1889274878764784,29,1.3949819729678972,1.33762369144162,0.04288073087615507,0
R22,lhs,GP_BO,4,583,29,0,1.5944637439382392,1.5944637439382392,29,1.33762369144162,1.33762369144162,0.0,1
R23,lhs,diffusion_topk,0,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,high_fidelity_local_search,0,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,MIGR_H,0,896,44,0,2.7273053602342148,2.7273053602342148,32,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,exhaustive,0,896,44,0,2.7273053602342148,2.7273053602342148,190,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,random_RS,0,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,GP_BO,0,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,random_RS,1,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,GP_BO,1,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,random_RS,2,896,44,4,8.181916080702644,5.454610720468429,44,0.3604092018719724,0.3262272621786774,0.10477953149903589,0
R23,lhs,GP_BO,2,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,random_RS,3,896,44,6,10.909221440936856,2.7273053602342148,44,0.3694872106561052,0.3262272621786774,0.13260678518564128,0
R23,lhs,GP_BO,3,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R23,lhs,random_RS,4,896,44,2,5.454610720468429,5.454610720468429,44,0.3642980925698274,0.3262272621786774,0.11670033380073026,0
R23,lhs,GP_BO,4,896,44,0,2.7273053602342148,2.7273053602342148,44,0.3262272621786774,0.3262272621786774,0.0,1
R24,lhs,diffusion_topk,0,579,28,0,3.2113378711648,3.2113378711648,28,0.8334905066721984,0.8334905066721984,0.0,1
R24,lhs,high_fidelity_local_search,0,579,28,16,19.268027226988792,6.422675742329599,28,0.8902590233447102,0.8334905066721984,0.06810937403374431,0
R24,lhs,MIGR_H,0,579,28,0,3.2113378711648,3.2113378711648,36,0.8334905066721984,0.8334905066721984,0.0,1
R24,lhs,exhaustive,0,579,28,0,3.2113378711648,3.2113378711648,190,0.8334905066721984,0.8334905066721984,0.0,1
R24,lhs,random_RS,0,579,28,0,3.2113378711648,3.2113378711648,28,0.8334905066721984,0.8334905066721984,0.0,1
R24,lhs,GP_BO,0,579,28,0,3.2113378711648,3.2113378711648,28,0.8334905066721984,0.8334905066721984,0.0,1
R24,lhs,random_RS,1,579,28,6,12.845351484659195,3.2113378711648,28,0.8566955132392767,0.8334905066721984,0.027840756890833554,0
R24,lhs,GP_BO,1,579,28,0,3.2113378711648,3.2113378711648,28,0.8334905066721984,0.8334905066721984,0.0,1
R24,lhs,random_RS,2,579,28,4,9.634013613494396,6.422675742329599,28,0.8577100498556003,0.8334905066721984,0.029057971254047125,0
R24,lhs,GP_BO,2,579,28,0,3.2113378711648,3.2113378711648,28,0.8334905066721984,0.8334905066721984,0.0,1
R24,lhs,random_RS,3,579,28,6,12.845351484659195,3.2113378711648,28,0.8566955132392767,0.8334905066721984,0.027840756890833554,0
R24,lhs,GP_BO,3,579,28,0,3.2113378711648,3.2113378711648,28,0.8334905066721984,0.8334905066721984,0.0,1
R24,lhs,random_RS,4,579,28,2,6.422675742329599,6.422675742329599,28,0.844419107821226,0.8334905066721984,0.013111848379246976,0
R24,lhs,GP_BO,4,579,28,0,3.2113378711648,3.2113378711648,28,0.8334905066721984,0.8334905066721984,0.0,1
V01,fresh_lhs,diffusion_topk,0,1288,64,42,24.80875825937755,19.29570086840476,64,0.6193371157285907,0.599869059078085,0.032453843644520454,0
V01,fresh_lhs,high_fidelity_local_search,0,1288,64,161,49.6175165187551,24.80875825937755,64,0.6023202858572467,0.599869059078085,0.0040862697318127346,0
V01,fresh_lhs,MIGR_H,0,1288,64,102,38.59140173680952,33.07834434583674,46,0.5960479895285069,0.599869059078085,0.0,0
V01,fresh_lhs,exhaustive,0,1288,64,164,49.6175165187551,33.07834434583674,190,0.599869059078085,0.599869059078085,0.0,1
V01,fresh_lhs,random_RS,0,1288,64,164,49.6175165187551,33.07834434583674,64,0.599869059078085,0.599869059078085,0.0,1
V01,fresh_lhs,GP_BO,0,1288,64,150,46.86098782326871,41.34793043229592,64,0.597943085669232,0.599869059078085,0.0,0
V01,fresh_lhs,random_RS,1,1288,64,164,49.6175165187551,33.07834434583674,64,0.599869059078085,0.599869059078085,0.0,1
V01,fresh_lhs,GP_BO,1,1288,64,99,38.59140173680952,24.80875825937755,64,0.5910606373590752,0.599869059078085,0.0,0
V01,fresh_lhs,random_RS,2,1288,64,184,52.3740452142415,38.59140173680952,64,0.6051364062993303,0.599869059078085,0.00878082831833419,0
V01,fresh_lhs,GP_BO,2,1288,64,99,38.59140173680952,24.80875825937755,64,0.5910606373590752,0.599869059078085,0.0,0
V01,fresh_lhs,random_RS,3,1288,64,140,46.86098782326871,13.782643477431971,64,0.6051176589421673,0.599869059078085,0.008749575902695652,0
V01,fresh_lhs,GP_BO,3,1288,64,99,38.59140173680952,24.80875825937755,64,0.5910606373590752,0.599869059078085,0.0,0
V01,fresh_lhs,random_RS,4,1288,64,164,49.6175165187551,33.07834434583674,64,0.599869059078085,0.599869059078085,0.0,1
V01,fresh_lhs,GP_BO,4,1288,64,150,46.86098782326871,41.34793043229592,64,0.597943085669232,0.599869059078085,0.0,0
V02,fresh_lhs,diffusion_topk,0,496,24,0,2.1221059486531253,2.1221059486531253,24,1.3367852065116483,1.3367852065116483,0.0,1
V02,fresh_lhs,high_fidelity_local_search,0,496,24,18,12.73263569191875,8.4884237946125,24,1.6023171437992534,1.3367852065116483,0.19863470660369795,0
V02,fresh_lhs,MIGR_H,0,496,24,0,2.1221059486531253,2.1221059486531253,32,1.3367852065116483,1.3367852065116483,0.0,1
V02,fresh_lhs,exhaustive,0,496,24,0,2.1221059486531253,2.1221059486531253,190,1.3367852065116483,1.3367852065116483,0.0,1
V02,fresh_lhs,random_RS,0,496,24,0,2.1221059486531253,2.1221059486531253,24,1.3367852065116483,1.3367852065116483,0.0,1
V02,fresh_lhs,GP_BO,0,496,24,0,2.1221059486531253,2.1221059486531253,24,1.3367852065116483,1.3367852065116483,0.0,1
V02,fresh_lhs,random_RS,1,496,24,6,8.4884237946125,2.1221059486531253,24,1.427046868381015,1.3367852065116483,0.06752143981672651,0
V02,fresh_lhs,GP_BO,1,496,24,0,2.1221059486531253,2.1221059486531253,24,1.3367852065116483,1.3367852065116483,0.0,1
V02,fresh_lhs,random_RS,2,496,24,4,6.366317845959375,4.244211897306251,24,1.4379291702346904,1.3367852065116483,0.07566209083580301,0
V02,fresh_lhs,GP_BO,2,496,24,0,2.1221059486531253,2.1221059486531253,24,1.3367852065116483,1.3367852065116483,0.0,1
V02,fresh_lhs,random_RS,3,496,24,6,8.4884237946125,2.1221059486531253,24,1.427046868381015,1.3367852065116483,0.06752143981672651,0
V02,fresh_lhs,GP_BO,3,496,24,0,2.1221059486531253,2.1221059486531253,24,1.3367852065116483,1.3367852065116483,0.0,1
V02,fresh_lhs,random_RS,4,496,24,2,4.244211897306251,4.244211897306251,24,1.4023112443133472,1.3367852065116483,0.04901762637895251,0
V02,fresh_lhs,GP_BO,4,496,24,0,2.1221059486531253,2.1221059486531253,24,1.3367852065116483,1.3367852065116483,0.0,1
V03,fresh_lhs,diffusion_topk,0,529,26,0,2.9794386783181643,2.9794386783181643,26,0.8174518308153209,0.8174518308153209,0.0,1
V03,fresh_lhs,high_fidelity_local_search,0,529,26,13,14.89719339159082,11.917754713272656,26,0.9074287886616405,0.8174518308153209,0.11007004260615226,0
V03,fresh_lhs,MIGR_H,0,529,26,0,2.9794386783181643,2.9794386783181643,33,0.8174518308153209,0.8174518308153209,0.0,1
V03,fresh_lhs,exhaustive,0,529,26,0,2.9794386783181643,2.9794386783181643,190,0.8174518308153209,0.8174518308153209,0.0,1
V03,fresh_lhs,random_RS,0,529,26,0,2.9794386783181643,2.9794386783181643,26,0.8174518308153209,0.8174518308153209,0.0,1
V03,fresh_lhs,GP_BO,0,529,26,0,2.9794386783181643,2.9794386783181643,26,0.8174518308153209,0.8174518308153209,0.0,1
V03,fresh_lhs,random_RS,1,529,26,6,11.917754713272656,2.9794386783181643,26,0.8443105177677793,0.8174518308153209,0.032856598933382705,0
V03,fresh_lhs,GP_BO,1,529,26,0,2.9794386783181643,2.9794386783181643,26,0.8174518308153209,0.8174518308153209,0.0,1
V03,fresh_lhs,random_RS,2,529,26,4,8.938316034954493,5.958877356636329,26,0.8457142961045337,0.8174518308153209,0.034573860163753065,0
V03,fresh_lhs,GP_BO,2,529,26,0,2.9794386783181643,2.9794386783181643,26,0.8174518308153209,0.8174518308153209,0.0,1
V03,fresh_lhs,random_RS,3,529,26,6,11.917754713272656,2.9794386783181643,26,0.8443105177677793,0.8174518308153209,0.032856598933382705,0
V03,fresh_lhs,GP_BO,3,529,26,0,2.9794386783181643,2.9794386783181643,26,0.8174518308153209,0.8174518308153209,0.0,1
V03,fresh_lhs,random_RS,4,529,26,2,5.958877356636329,5.958877356636329,26,0.8285911026299868,0.8174518308153209,0.013626823495588311,0
V03,fresh_lhs,GP_BO,4,529,26,0,2.9794386783181643,2.9794386783181643,26,0.8174518308153209,0.8174518308153209,0.0,1
V04,fresh_lhs,diffusion_topk,0,1092,54,3,4.889791579328957,1.629930526442986,54,1.0980722439867323,1.0980722439867323,0.0,1
V04,fresh_lhs,high_fidelity_local_search,0,1092,54,3,4.889791579328957,1.629930526442986,54,1.0980722439867323,1.0980722439867323,0.0,1
V04,fresh_lhs,MIGR_H,0,1092,54,1,3.259861052885972,1.629930526442986,39,1.0803571694650222,1.0980722439867323,0.0,0
V04,fresh_lhs,exhaustive,0,1092,54,3,4.889791579328957,1.629930526442986,190,1.0980722439867323,1.0980722439867323,0.0,1
V04,fresh_lhs,random_RS,0,1092,54,0,1.629930526442986,1.629930526442986,54,1.059930243118916,1.0980722439867323,0.0,0
V04,fresh_lhs,GP_BO,0,1092,54,3,4.889791579328957,1.629930526442986,54,1.0980722439867323,1.0980722439867323,0.0,1
V04,fresh_lhs,random_RS,1,1092,54,0,1.629930526442986,1.629930526442986,54,1.059930243118916,1.0980722439867323,0.0,0
V04,fresh_lhs,GP_BO,1,1092,54,3,4.889791579328957,1.629930526442986,54,1.0980722439867323,1.0980722439867323,0.0,1
V04,fresh_lhs,random_RS,2,1092,54,3,4.889791579328957,1.629930526442986,54,1.0980722439867323,1.0980722439867323,0.0,1
V04,fresh_lhs,GP_BO,2,1092,54,3,4.889791579328957,1.629930526442986,54,1.0980722439867323,1.0980722439867323,0.0,1
V04,fresh_lhs,random_RS,3,1092,54,6,6.519722105771943,1.629930526442986,54,1.1059165009056586,1.0980722439867323,0.007143661960206234,0
V04,fresh_lhs,GP_BO,3,1092,54,3,4.889791579328957,1.629930526442986,54,1.0980722439867323,1.0980722439867323,0.0,1
V04,fresh_lhs,random_RS,4,1092,54,2,3.259861052885972,3.259861052885972,54,1.0868601308679748,1.0980722439867323,0.0,0
V04,fresh_lhs,GP_BO,4,1092,54,3,4.889791579328957,1.629930526442986,54,1.0980722439867323,1.0980722439867323,0.0,1
V05,fresh_lhs,diffusion_topk,0,721,36,1,6.843055594026144,3.421527797013072,36,0.5619898955880516,0.5619898955880516,0.0,1
V05,fresh_lhs,high_fidelity_local_search,0,721,36,1,6.843055594026144,3.421527797013072,36,0.5619898955880516,0.5619898955880516,0.0,1
V05,fresh_lhs,MIGR_H,0,721,36,1,6.843055594026144,3.421527797013072,35,0.5619898955880516,0.5619898955880516,0.0,1
V05,fresh_lhs,exhaustive,0,721,36,1,6.843055594026144,3.421527797013072,190,0.5619898955880516,0.5619898955880516,0.0,1
V05,fresh_lhs,random_RS,0,721,36,0,3.421527797013072,3.421527797013072,36,0.5579405204388352,0.5619898955880516,0.0,0
V05,fresh_lhs,GP_BO,0,721,36,1,6.843055594026144,3.421527797013072,36,0.5619898955880516,0.5619898955880516,0.0,1
V05,fresh_lhs,random_RS,1,721,36,0,3.421527797013072,3.421527797013072,36,0.5579405204388352,0.5619898955880516,0.0,0
V05,fresh_lhs,GP_BO,1,721,36,1,6.843055594026144,3.421527797013072,36,0.5619898955880516,0.5619898955880516,0.0,1
V05,fresh_lhs,random_RS,2,721,36,4,10.264583391039215,6.843055594026144,36,0.5604059078718499,0.5619898955880516,0.0,0
V05,fresh_lhs,GP_BO,2,721,36,1,6.843055594026144,3.421527797013072,36,0.5619898955880516,0.5619898955880516,0.0,1
V05,fresh_lhs,random_RS,3,721,36,9,13.686111188052289,13.686111188052289,36,0.5580083046741114,0.5619898955880516,0.0,0
V05,fresh_lhs,GP_BO,3,721,36,1,6.843055594026144,3.421527797013072,36,0.5619898955880516,0.5619898955880516,0.0,1
V05,fresh_lhs,random_RS,4,721,36,30,27.37222237610457,10.264583391039215,36,0.5643658287776344,0.5619898955880516,0.004227715139071551,0
V05,fresh_lhs,GP_BO,4,721,36,1,6.843055594026144,3.421527797013072,36,0.5619898955880516,0.5619898955880516,0.0,1
V06,fresh_lhs,diffusion_topk,0,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,high_fidelity_local_search,0,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,MIGR_H,0,1036,51,1,4.286632525161223,2.1433162625806115,37,1.800456124082865,1.848394845906408,0.0,0
V06,fresh_lhs,exhaustive,0,1036,51,2,4.286632525161223,4.286632525161223,190,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,random_RS,0,1036,51,6,8.573265050322446,2.1433162625806115,51,1.8198897616316807,1.848394845906408,0.0,0
V06,fresh_lhs,GP_BO,0,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,random_RS,1,1036,51,6,8.573265050322446,2.1433162625806115,51,1.8198897616316807,1.848394845906408,0.0,0
V06,fresh_lhs,GP_BO,1,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,random_RS,2,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,GP_BO,2,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,random_RS,3,1036,51,1,4.286632525161223,2.1433162625806115,51,1.800456124082865,1.848394845906408,0.0,0
V06,fresh_lhs,GP_BO,3,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,random_RS,4,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V06,fresh_lhs,GP_BO,4,1036,51,2,4.286632525161223,4.286632525161223,51,1.848394845906408,1.848394845906408,0.0,1
V07,fresh_lhs,diffusion_topk,0,497,24,0,3.87146085717108,3.87146085717108,24,2.618495524956885,2.618495524956885,0.0,1
V07,fresh_lhs,high_fidelity_local_search,0,497,24,18,23.228765143026475,15.485843428684316,24,2.75771514616176,2.618495524956885,0.05316779038878351,0
V07,fresh_lhs,MIGR_H,0,497,24,1,7.742921714342159,3.87146085717108,34,2.6170657888868414,2.618495524956885,0.0,0
V07,fresh_lhs,exhaustive,0,497,24,0,3.87146085717108,3.87146085717108,190,2.618495524956885,2.618495524956885,0.0,1
V07,fresh_lhs,random_RS,0,497,24,0,3.87146085717108,3.87146085717108,24,2.618495524956885,2.618495524956885,0.0,1
V07,fresh_lhs,GP_BO,0,497,24,0,3.87146085717108,3.87146085717108,24,2.618495524956885,2.618495524956885,0.0,1
V07,fresh_lhs,random_RS,1,497,24,6,15.485843428684316,3.87146085717108,24,2.6581879781711035,2.618495524956885,0.015158495722413816,0
V07,fresh_lhs,GP_BO,1,497,24,0,3.87146085717108,3.87146085717108,24,2.618495524956885,2.618495524956885,0.0,1
V07,fresh_lhs,random_RS,2,497,24,4,11.614382571513238,7.742921714342159,24,2.665886982040461,2.618495524956885,0.01809873518281319,0
V07,fresh_lhs,GP_BO,2,497,24,0,3.87146085717108,3.87146085717108,24,2.618495524956885,2.618495524956885,0.0,1
V07,fresh_lhs,random_RS,3,497,24,6,15.485843428684316,3.87146085717108,24,2.6581879781711035,2.618495524956885,0.015158495722413816,0
V07,fresh_lhs,GP_BO,3,497,24,0,3.87146085717108,3.87146085717108,24,2.618495524956885,2.618495524956885,0.0,1
