scenario_id,seed,selected_idx,reference_idx,regret,exact,training_replications,shortlist_size
F10,20261001,2,1,0.0046117149410866,0,400,10
F10,20261002,0,1,0.0,0,400,10
F10,20261003,0,1,0.0,0,400,10
F10,20261004,3,1,0.02097477451829228,0,400,10
F10,20261005,2,1,0.0046117149410866,0,400,10
F12,20261001,10,3,0.0,0,400,10
F12,20261002,2,3,0.0,0,400,10
F12,20261003,4,3,0.0,0,400,10
F12,20261004,29,3,0.010706312047316244,0,400,10
F12,20261005,13,3,0.024507395721363574,0,400,10
F27,20261001,4,0,0.031745633480106984,0,400,10
F27,20261002,31,0,0.06681226057568392,0,400,10
F27,20261003,0,0,0.0,1,400,10
F27,20261004,36,0,0.0317036710485264,0,400,10
F27,20261005,15,0,0.015229108367892775,0,400,10
F28,20261001,1,0,0.03852401834806671,0,400,10
F28,20261002,0,0,0.0,1,400,10
F28,20261003,0,0,0.0,1,400,10
F28,20261004,0,0,0.0,1,400,10
F28,20261005,0,0,0.0,1,400,10
F31,20261001,0,0,0.0,1,400,10
F31,20261002,0,0,0.0,1,400,10
F31,20261003,0,0,0.0,1,400,10
F31,20261004,0,0,0.0,1,400,10
F31,20261005,0,0,0.0,1,400,10
F36,20261001,15,0,0.005301983055025915,0,400,10
F36,20261002,1,0,0.0,0,400,10
F36,20261003,6,0,0.0012950632803025457,0,400,10
F36,20261004,15,0,0.005301983055025915,0,400,10
F36,20261005,0,0,0.0,1,400,10
