scenario_id,policy_idx,alpha_on,alpha_off,train_score,train_score_se,train_op_cost,train_W,train_B_H,train_B_L,train_cloud_fraction,diffusion_score,diffusion_W,diffusion_B_H,diffusion_B_L,diffusion_cloud_fraction,rho,qH,tau
BG03,106,30.0,4.0,2.860052335572853,0.33147289487749093,0.402749385324147,0.2084477782899672,0.0663926836686562,0.04923738513129716,0.3714822185806519,3.248539406470626,0.22713340640708587,0.07672088616005386,0.041384194028216775,0.3784250875068701,0.7,0.5,0.5
BG03,107,30.0,6.0,3.225100004117426,0.33191433767819944,0.399104459091474,0.22622590514603455,0.07184939647532239,0.053031365541276854,0.36517057331956876,3.3012920398470524,0.22933398669523614,0.07794447303294576,0.04204433083898695,0.3696682901954794,0.7,0.5,0.5
BG03,108,30.0,8.0,3.084296427870889,0.3976654256424053,0.3760756572392699,0.21566697303954796,0.07106234839506938,0.04141046529479838,0.3437256112833376,3.337271509685125,0.23086792796994118,0.0787593609342326,0.04248403565878305,0.3646732737780045,0.7,0.5,0.5
BG03,109,30.0,10.0,3.088039500732871,0.26004890269881425,0.38236454383644186,0.2270678947451343,0.06783705805680315,0.052731738606888325,0.34830435962467177,3.373539785241672,0.23243905763314693,0.07955974033302511,0.042916081796434004,0.36068690994544483,0.7,0.5,0.5
BG03,110,30.0,12.0,3.538016283922991,0.4509757755078915,0.33877691994735043,0.23360896126103928,0.07774975540485768,0.05925031119977272,0.30373557575819454,3.4166768669566947,0.2343143910914372,0.08048889648356256,0.04341809564169259,0.3570848841148515,0.7,0.5,0.5
BG03,111,30.0,14.0,3.5979388983321665,0.3078805503419811,0.3528928276460605,0.2349977238337928,0.0815622240347055,0.05102924838645634,0.31764316907099155,3.47086489215755,0.23664665604685178,0.08163231105818111,0.04403703986048228,0.35375234084146695,0.7,0.5,0.5
BG03,112,30.0,16.0,3.5812734525153673,0.2556046653581673,0.36147803883028695,0.22802413446559,0.08004115177237903,0.05081341826508844,0.3272744186604485,3.5397536101201656,0.23954479938926979,0.08306244066878508,0.04481403289993004,0.35069985677252125,0.7,0.5,0.5
BG03,113,30.0,18.0,3.6434760373857817,0.44463249552459316,0.34978398780160097,0.23800708472052412,0.08051133161528119,0.05348203024588912,0.31408292509352237,3.6269264806710453,0.24308836412633378,0.08485028944699441,0.045791906259746905,0.3479487537023751,0.7,0.5,0.5
BG03,114,30.0,20.0,3.5022541740604543,0.5012766986598869,0.31365164125716366,0.2219384055029128,0.07497010744405926,0.061379581823584155,0.28036088043172674,3.7359316868196553,0.24732531562397544,0.0870669275560245,0.04701843615800019,0.3454865116748338,0.7,0.5,0.5
BG03,115,30.0,22.0,4.321215187502156,0.41074522219571546,0.2921698845556609,0.24138816142074138,0.09043737118165675,0.07115569842697173,0.25596166034254964,3.8700843623673356,0.2522632744232804,0.08978002975961578,0.048548575549787275,0.34324338322305414,0.7,0.5,0.5
BG03,116,30.0,24.0,3.621924269723893,0.45865996380899005,0.3220074687668073,0.22911536236680122,0.08014267279000796,0.05898869819910794,0.28764016441178714,4.0409623613763825,0.2578569064752959,0.09304555974825988,0.050446395016505594,0.3410779376619828,0.7,0.5,0.5
BG03,117,30.0,26.0,4.070782908827201,0.5172552365652324,0.301253926367246,0.24106875763215949,0.08658231125629262,0.06844020446041786,0.2650936127224221,4.278746199864615,0.2639927369007469,0.09689300811611533,0.052786303088979136,0.3387708217441542,0.7,0.5,0.5
BG03,118,30.0,28.0,4.108904168216975,0.3915436072014124,0.2890877487317857,0.23600576938933773,0.0876971629654899,0.06831178449658154,0.2536868833233851,4.554739295020909,0.27047319608002357,0.10130196808002719,0.055651925152886327,0.33603140854981967,0.7,0.5,0.5
BG03,119,30.0,30.0,4.302950284621642,0.6340321302526227,0.2894586471369149,0.24397019843204185,0.08926705534766456,0.07528121937491666,0.2528631173721087,4.8650777292575595,0.2770038541803948,0.10616842965392459,0.05912894885419692,0.3325266913503323,0.7,0.5,0.5
BG03,120,32.0,2.0,3.0936339531659214,0.42581891325494065,0.42071331420271063,0.20334934226987103,0.06942950763626292,0.050919927506233455,0.39021091286223,3.2853447236908147,0.22616734797005802,0.07701617464817952,0.042670624761421624,0.40061088908633036,0.7,0.5,0.5
BG03,121,32.0,4.0,2.9278022000890576,0.3306978033316301,0.4039570094203291,0.20649094138885285,0.06680935033532286,0.05183156924938396,0.37298336821200123,3.4403303137057084,0.23241198893948187,0.08064380587284183,0.04468078030372732,0.3732782217226951,0.7,0.5,0.5
BG03,122,32.0,6.0,3.1863320601144207,0.40473846527182045,0.38368332776714437,0.22237322513873295,0.07110810014562036,0.053079999607288784,0.35032734399633453,3.4947199271774463,0.2346231409427217,0.08189724359077218,0.04537536776328973,0.3646642764974295,0.7,0.5,0.5
BG03,123,32.0,8.0,3.187106213945775,0.4123896990419128,0.3603548675314779,0.2183778135950276,0.07306873706838177,0.045173920895679696,0.32759819549222374,3.531773861285922,0.23616582869433514,0.08273212326602916,0.045838078084424916,0.3597428236803141,0.7,0.5,0.5
BG03,124,32.0,10.0,3.159099027305384,0.31987616320789974,0.3573472474688981,0.22571732149601073,0.06880984671340214,0.05757385701003779,0.32348964924449647,3.5690866420889336,0.2377479286203838,0.08355239209212381,0.04629286103278135,0.3558048481896856,0.7,0.5,0.5
BG03,125,32.0,12.0,3.4584870450168794,0.4247219402420125,0.3434361794892484,0.23239285090789588,0.07475364721073495,0.062270364679400336,0.308577251853064,3.6134208749976526,0.2396389680353284,0.08450482868356939,0.046821376895319705,0.3522335956138841,0.7,0.5,0.5
BG03,126,32.0,14.0,3.5895433632300047,0.32384569016428116,0.35186817879458254,0.236686646067119,0.07938852906225041,0.05788145587771883,0.3163651818845146,3.669063705710017,0.24199432295166953,0.08567703997795216,0.047473019669538534,0.348912558369659,0.7,0.5,0.5
BG03,127,32.0,16.0,3.994483859962534,0.4243421424248416,0.32917717704148236,0.23718437291003622,0.08527366450315325,0.06291194331471855,0.29359952110497683,3.739756280398717,0.24492618905397803,0.08714338299866806,0.048291027843769034,0.345848202107218,0.7,0.5,0.5
BG03,128,32.0,18.0,3.500590672885441,0.40718558434857444,0.3590756592514741,0.23363857463463214,0.07777082092905918,0.05520072193695297,0.32402987305627934,3.8291817794608822,0.24851826938351956,0.08897693521557601,0.04932043687804784,0.3430572782745541,0.7,0.5,0.5
BG03,129,32.0,20.0,4.137223009420734,0.43846796398062304,0.2952059131639147,0.23230490338340629,0.08718953030758646,0.06910087507984834,0.26036017765640374,3.9532416301628666,0.252823987474472,0.09125130015782429,0.0506115045837232,0.3405229324760176,0.7,0.5,0.5
BG03,130,32.0,22.0,3.8927350961691656,0.50721852290131,0.3002740733004903,0.23694937050586917,0.08176870470085511,0.07004832717229766,0.26473166772460993,4.1231701189128325,0.25785828623515505,0.09403754045855738,0.05222214057518652,0.3381715415459602,0.7,0.5,0.5
BG03,131,32.0,24.0,3.5469393474733564,0.5488394656566021,0.31698052580386005,0.23238614234109944,0.07718226813553403,0.06287337741232062,0.28212260445269516,4.329623555776192,0.26358579949823585,0.09739649121671635,0.054220147715848384,0.3358581706986712,0.7,0.5,0.5
BG03,132,32.0,26.0,3.6917180084351475,0.5392549766444913,0.3019557442858021,0.24506431915909818,0.08121506950972478,0.06126888678469816,0.26519609641193737,4.575793585916789,0.26990662513248664,0.10136497285288071,0.056684957348385516,0.33335980253517017,0.7,0.5,0.5
BG03,133,32.0,28.0,4.256700964212947,0.5385207480054526,0.2831135084579157,0.2465349817181194,0.09003835416815183,0.06788151704293272,0.24613326120019777,4.862712992020294,0.2766412920878706,0.10593375125120182,0.05970743096254412,0.3303806163961408,0.7,0.5,0.5
BG03,134,32.0,30.0,4.373163224395307,0.5277952183564225,0.28312250257671984,0.2490113411914393,0.09068217502522923,0.07378000404611186,0.24577080139800386,5.187567211958932,0.28351824273198495,0.1110154709191452,0.06338439998254276,0.3265779299410198,0.7,0.5,0.5
BG03,135,32.0,32.0,4.917743266964165,0.5880760923361859,0.2626350994038635,0.2527615698836837,0.0990876808457964,0.08293523243426192,0.22472086392131088,5.541358770030227,0.2901708627068343,0.11640384611096684,0.06780090840056639,0.32162266706453146,0.7,0.5,0.5
BG03,136,34.0,2.0,3.1995364148105083,0.35146022637807817,0.42910149777927903,0.219606559035442,0.07292322335507441,0.04821913394781932,0.3961605139239626,3.471613204915288,0.23113707276434112,0.08084244171887361,0.04621649777908035,0.39482055805695593,0.7,0.5,0.5
BG03,137,34.0,4.0,3.132531029692066,0.3477715778115982,0.39594926466895003,0.21721035548936796,0.07196355844165869,0.05262136401171683,0.36336771134554496,3.631735258779761,0.23742171286040742,0.08456589627145228,0.04834542260557346,0.3678271882780862,0.7,0.5,0.5
BG03,138,34.0,6.0,3.05873786251396,0.4275724231913679,0.3833343884641927,0.21814039119080011,0.06871540198119226,0.052552460903763566,0.35061332978557286,3.687820525761963,0.2396461988439955,0.08585102588952186,0.04908023763571063,0.35932230145927085,0.7,0.5,0.5
BG03,139,34.0,8.0,3.621462117416679,0.41993549059135826,0.3328162288492473,0.22897524132981653,0.0804778767951215,0.05492178329919221,0.2984699426497748,3.725981938489572,0.24119907186958867,0.08670691816408645,0.049569687836784934,0.3544561695048112,0.7,0.5,0.5
BG03,140,34.0,10.0,3.3160485334416605,0.3476586159647177,0.3217361256965621,0.22808911384569797,0.07268112350026912,0.06128564068531985,0.28752275861970744,3.7653798395039186,0.2427930470505191,0.08754785669743662,0.05005075849561999,0.35055287766210996,0.7,0.5,0.5
BG03,141,34.0,12.0,3.7388958181635963,0.486511460286794,0.3174194412758931,0.23476245227013215,0.08023093251594203,0.0616977275532442,0.28220507343537327,3.822114095359473,0.2447002437564615,0.08852425903599469,0.050609782346287796,0.3470004600705139,0.7,0.5,0.5
BG03,142,34.0,14.0,3.9344762727385034,0.40231884449098526,0.3271198737333947,0.2386212645359682,0.08473218256367587,0.06270695407062361,0.2913266840529995,3.893012795246564,0.2470784640731417,0.08972585270445682,0.051298918963370306,0.34368001114534574,0.7,0.5,0.5
BG03,143,34.0,16.0,4.33430982456619,0.5391410877625613,0.3049439753675907,0.24026596993360905,0.08958443914577403,0.07253066531368918,0.2689040798775494,3.9828145410873033,0.2500426835018525,0.09122878530020886,0.05216376097270781,0.34059365409742626,0.7,0.5,0.5
BG03,144,34.0,18.0,4.070130667914706,0.5596311685006427,0.32242521944594343,0.24080493126607827,0.08430952725548314,0.07096908803584347,0.2863044797560316,4.096238051978138,0.25368000019728926,0.09310796432880315,0.053251720663448465,0.3377534222394182,0.7,0.5,0.5
BG03,145,34.0,20.0,4.294499119535034,0.5356090798755863,0.2744740743234306,0.23845476394628662,0.09044663111220552,0.07230533815199798,0.2387058597314876,4.238111359543116,0.25804812450325787,0.09543907262126321,0.054615628413233266,0.33513794153980214,0.7,0.5,0.5
BG03,146,34.0,22.0,4.400464028619925,0.5580499890847924,0.2704099496833493,0.24782480918940766,0.09088093983013501,0.07616002670823084,0.23323622830493818,4.4132583480030325,0.2631675720767891,0.0982957576266698,0.05631629120723566,0.33266950671331114,0.7,0.5,0.5
BG03,147,34.0,24.0,3.836980258190057,0.515016342591429,0.29670681234955043,0.23752089131029522,0.08209019238822525,0.06683550463153776,0.2610786786530061,4.626166528171178,0.26901038522609255,0.1017423499483141,0.05842489348259789,0.3301996033196018,0.7,0.5,0.5
BG03,148,34.0,26.0,4.256252054432812,0.546294926284848,0.2677636501525022,0.24552126492100693,0.08973471310098613,0.07260614612848286,0.23093546041435117,4.880360053864865,0.27548659851522656,0.10582071305681576,0.061024970892739255,0.3275019933920089,0.7,0.5,0.5
BG03,149,34.0,28.0,4.639264220567937,0.5546534948234031,0.2582369804733918,0.26112295225751997,0.09654738124146305,0.07417776565643806,0.21906853763476378,5.177350623923775,0.2824299208128317,0.1105291323499709,0.0642126028377704,0.3242774615478976,0.7,0.5,0.5
BG03,150,34.0,30.0,4.638779670365509,0.6921288592088104,0.2650827680362984,0.2438935829889172,0.09431222722431813,0.07866656593489364,0.22849873058796077,5.515020397144097,0.289585589342748,0.11579142292211013,0.06809164824175713,0.3201784478020355,0.7,0.5,0.5
BG03,151,34.0,32.0,4.372543506696893,0.5522207810316941,0.27423648478327695,0.24515334850954695,0.09114915051107612,0.07297776777633912,0.23746348250684493,5.885359177469431,0.2966065354269525,0.12141710952133433,0.07275729753629505,0.314866770362771,0.7,0.5,0.5
BG03,152,34.0,34.0,4.9871984955068696,0.6189474550275564,0.24795343845584597,0.25066760554977147,0.10134965078962495,0.07834017965844299,0.21035329762338026,6.271822282361144,0.3030700171460094,0.12706296055161703,0.07825452961048839,0.3081231599986225,0.7,0.5,0.5
BG03,153,36.0,2.0,3.4492299205672743,0.35061168982963037,0.4167553547355162,0.2242151658609136,0.07511312822064792,0.057318792783668804,0.38312307985637917,3.6919749559446267,0.2364765907584007,0.08512484203387538,0.050616550940126695,0.38793034683456395,0.7,0.5,0.5
BG03,154,36.0,4.0,3.098698647805042,0.3653841118172963,0.3934551937247561,0.21895122868072123,0.07058683336831954,0.05524669285695133,0.3606125094226478,3.9034854325902795,0.24281073416325877,0.08895822803725228,0.05289622412682393,0.3612279380666976,0.7,0.5,0.5
BG03,155,36.0,6.0,2.920565830559435,0.4216618884364558,0.387123097537825,0.2175003613625628,0.06678854089407829,0.04999904418553928,0.3544980433334406,3.9772026911816307,0.2450517210068466,0.09027972139641838,0.05368213088193145,0.3528162455710556,0.7,0.5,0.5
BG03,156,36.0,8.0,3.9614374519901983,0.46944725027202555,0.3186079158527764,0.2332626120956124,0.08515679546116757,0.0614627695416771,0.28361852403843457,4.027074898799584,0.24661669808598505,0.09115954984182072,0.05420544142288401,0.34799607353797035,0.7,0.5,0.5
BG03,157,36.0,10.0,3.59871917997852,0.4662308553869512,0.3061155484514057,0.2308188519958526,0.07627900709815272,0.06716015753767399,0.27149272065202784,4.076938824837438,0.24822422404844433,0.0920238453163178,0.054719687931648095,0.3441191667813189,0.7,0.5,0.5
BG03,158,36.0,12.0,3.8874756960567765,0.5709552682399905,0.30516051756398405,0.23904021264469977,0.08021770500271451,0.0701218688650271,0.269304485667279,4.135798076264317,0.2501492976721968,0.09302714205988734,0.05531710558603976,0.3405764668983259,0.7,0.5,0.5
BG03,159,36.0,14.0,4.089882618172299,0.4195528285686053,0.3009690027249923,0.24062542456237937,0.08579025008993559,0.06993198070026467,0.26487518904063534,4.209268986085711,0.2525521990395212,0.094261488355875,0.05605330530769141,0.33724563228220455,0.7,0.5,0.5
BG03,160,36.0,16.0,5.0230849430807645,0.5651801821727706,0.2734753809895482,0.2466224215067484,0.09906255230173215,0.0854430103970117,0.23648201776353595,4.3022366064781,0.2555505833887967,0.0958049004088014,0.056976769474037535,0.33412360904896055,0.7,0.5,0.5
BG03,161,36.0,18.0,4.328091528332949,0.6793726605115401,0.2898948029945212,0.24339934095892993,0.08727970390350476,0.07765361656109687,0.2533849018506818,4.419561744642099,0.2592346751573632,0.09773408525289784,0.05813776844336986,0.3312169118562057,0.7,0.5,0.5
BG03,162,36.0,20.0,4.346893060426267,0.6064489345405429,0.27031157242031895,0.2399018657009362,0.09006124218685214,0.07609663260509868,0.23432629256517853,4.5662227478319775,0.26366597225623795,0.1001266247569942,0.05959213805279363,0.328498853087959,0.7,0.5,0.5
BG03,163,36.0,22.0,4.703980350739805,0.6244058050361466,0.2532634436151022,0.2517898273687684,0.09471027318359787,0.08314057425381514,0.21549496950978697,4.747212725466526,0.26886973402300346,0.10305833685786933,0.06140392587643294,0.3258869049409504,0.7,0.5,0.5
BG03,164,36.0,24.0,4.433940318298658,0.6500908446681674,0.2742646244594761,0.24055251161738633,0.09099348319572165,0.0772550871591821,0.23818174771686815,4.9672222155960615,0.2748241150481409,0.10659626228547073,0.06364785298619066,0.32322842434149046,0.7,0.5,0.5
BG03,165,36.0,26.0,4.517986945663058,0.627624983457598,0.2552010792264687,0.24604621537887594,0.09177033717866162,0.08123195904210807,0.2182941469196373,5.230034710803707,0.2814471539469922,0.11078594434417413,0.06641132605784658,0.32029389934601993,0.7,0.5,0.5
BG03,166,36.0,28.0,4.591043682418732,0.6285953906884172,0.252611498052392,0.25537817000286084,0.09350530771423284,0.08158179885736862,0.2143047725519629,5.537509966249316,0.28858300467676173,0.11563096285771121,0.06979462965720706,0.31678177951810094,0.7,0.5,0.5
BG03,167,36.0,30.0,4.875476517776665,0.6388448268958039,0.26266667328665916,0.25414863484320177,0.09660770111023098,0.08661573487532405,0.22454437806017882,5.888009033229203,0.2959901133970298,0.12106290276531904,0.07390612014747612,0.31234297500417363,0.7,0.5,0.5
BG03,168,36.0,32.0,4.660689899168417,0.6131526388544403,0.2682925405883541,0.24512050055413828,0.09625422272458938,0.07600262756825914,0.23152446550523334,6.274173636411002,0.3033368669118579,0.12690239724425215,0.07884576738097143,0.30663789654218776,0.7,0.5,0.5
BG03,169,36.0,34.0,4.89642368611274,0.681858518066436,0.23583105011810132,0.250161464244564,0.09887874550123754,0.07992063469266658,0.19830683048141673,6.680285644531033,0.31021556425959834,0.13282062602559025,0.08466389085912616,0.2994441914300572,0.7,0.5,0.5
BG03,170,36.0,36.0,5.575206216704245,0.7930167259166438,0.2055945213731222,0.2648419550840941,0.10769665740317835,0.09561589741412745,0.16586822811050805,7.080395748050977,0.3161932819616222,0.13833381326448593,0.09127211214754315,0.29083384958157366,0.7,0.5,0.5
