scenario_id,rho,qH,tau,method,init_seed,selected_idx,selected_alpha_on,selected_alpha_off,exhaustive_train_idx,evaluated_policies,holdout_op_cost,holdout_B_H,holdout_B_L,holdout_cloud_fraction,holdout_excess,viol_H,viol_L,upper_H,upper_L,certified,cert_mean_B_H,cert_mean_B_L,cert_mean_W,cert_mean_cloud
BG05,0.7,0.8,0.5,DR-BGS,3,10,10.0,2.0,10,20,0.6109880801443849,0.23030650585834095,0.08438413472120807,0.568796149491848,0.0,150,103,1.0,0.7598480539030887,0,0.23195352276724454,0.08462131367197864,0.28418221074158645,0.5745099956743528
BG05,0.7,0.8,0.5,DR-BGS,4,10,10.0,2.0,10,20,0.6109880801443849,0.23030650585834095,0.08438413472120807,0.568796149491848,0.0,150,103,1.0,0.7598480539030887,0,0.23195352276724454,0.08462131367197864,0.28418221074158645,0.5745099956743528
BG05,0.7,0.8,0.5,Guarded-GP,0,10,10.0,2.0,10,20,0.6109880801443849,0.23030650585834095,0.08438413472120807,0.568796149491848,0.0,150,103,1.0,0.7598480539030887,0,0.23195352276724454,0.08462131367197864,0.28418221074158645,0.5745099956743528
BG05,0.7,0.8,0.5,Guarded-GP,1,10,10.0,2.0,10,20,0.6109880801443849,0.23030650585834095,0.08438413472120807,0.568796149491848,0.0,150,103,1.0,0.7598480539030887,0,0.23195352276724454,0.08462131367197864,0.28418221074158645,0.5745099956743528
BG05,0.7,0.8,0.5,Guarded-GP,2,10,10.0,2.0,10,20,0.6109880801443849,0.23030650585834095,0.08438413472120807,0.568796149491848,0.0,150,103,1.0,0.7598480539030887,0,0.23195352276724454,0.08462131367197864,0.28418221074158645,0.5745099956743528
BG05,0.7,0.8,0.5,Guarded-GP,3,10,10.0,2.0,10,20,0.6109880801443849,0.23030650585834095,0.08438413472120807,0.568796149491848,0.0,150,103,1.0,0.7598480539030887,0,0.23195352276724454,0.08462131367197864,0.28418221074158645,0.5745099956743528
BG05,0.7,0.8,0.5,Guarded-GP,4,10,10.0,2.0,10,20,0.6109880801443849,0.23030650585834095,0.08438413472120807,0.568796149491848,0.0,150,103,1.0,0.7598480539030887,0,0.23195352276724454,0.08462131367197864,0.28418221074158645,0.5745099956743528
BG06,0.7,0.8,2.0,DR-BGS,0,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG06,0.7,0.8,2.0,DR-BGS,1,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG06,0.7,0.8,2.0,DR-BGS,2,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG06,0.7,0.8,2.0,DR-BGS,3,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG06,0.7,0.8,2.0,DR-BGS,4,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG06,0.7,0.8,2.0,Guarded-GP,0,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG06,0.7,0.8,2.0,Guarded-GP,1,66,24.0,2.0,21,20,0.40860523284815486,0.23577869295158435,0.1411413640845519,0.3667669812137089,0.0,150,144,1.0,0.985181478885102,0,0.2509021914099647,0.17073494747120005,0.2931657745101771,0.3424529607154483
BG06,0.7,0.8,2.0,Guarded-GP,2,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG06,0.7,0.8,2.0,Guarded-GP,3,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG06,0.7,0.8,2.0,Guarded-GP,4,21,14.0,2.0,21,20,0.4306906305626646,0.23419500709588054,0.1316054360825958,0.3888171817239565,0.0,150,143,1.0,0.9810344303654225,0,0.25032836841009576,0.1684639483301192,0.29280541341765787,0.3481391569636913
BG07,0.9,0.2,0.5,DR-BGS,0,14,10.0,10.0,14,20,0.5957635453921207,0.13115636653713428,0.10952795523517087,0.5587148907172192,0.0,148,138,0.9983811729701603,0.9579797352998276,0,0.1598454391666495,0.1315197795170585,0.2558240936581757,0.4787322730439222
BG07,0.9,0.2,0.5,DR-BGS,1,14,10.0,10.0,14,20,0.5957635453921207,0.13115636653713428,0.10952795523517087,0.5587148907172192,0.0,148,138,0.9983811729701603,0.9579797352998276,0,0.1598454391666495,0.1315197795170585,0.2558240936581757,0.4787322730439222
BG07,0.9,0.2,0.5,DR-BGS,2,14,10.0,10.0,14,20,0.5957635453921207,0.13115636653713428,0.10952795523517087,0.5587148907172192,0.0,148,138,0.9983811729701603,0.9579797352998276,0,0.1598454391666495,0.1315197795170585,0.2558240936581757,0.4787322730439222
BG07,0.9,0.2,0.5,DR-BGS,3,14,10.0,10.0,14,20,0.5957635453921207,0.13115636653713428,0.10952795523517087,0.5587148907172192,0.0,148,138,0.9983811729701603,0.9579797352998276,0,0.1598454391666495,0.1315197795170585,0.2558240936581757,0.4787322730439222
BG07,0.9,0.2,0.5,DR-BGS,4,14,10.0,10.0,14,20,0.5957635453921207,0.13115636653713428,0.10952795523517087,0.5587148907172192,0.0,148,138,0.9983811729701603,0.9579797352998276,0,0.1598454391666495,0.1315197795170585,0.2558240936581757,0.4787322730439222
BG07,0.9,0.2,0.5,Guarded-GP,0,2,4.0,4.0,14,20,0.5596388052994612,0.15615719746695994,0.13733306436927145,0.5211913074263269,0.0,143,127,0.9810344303654225,0.9002480485844134,0,0.13985361564396281,0.11077761695842019,0.2430164931945895,0.5434996548395901
BG07,0.9,0.2,0.5,Guarded-GP,1,14,10.0,10.0,14,20,0.5957635453921207,0.13115636653713428,0.10952795523517087,0.5587148907172192,0.0,148,138,0.9983811729701603,0.9579797352998276,0,0.1598454391666495,0.1315197795170585,0.2558240936581757,0.4787322730439222
BG07,0.9,0.2,0.5,Guarded-GP,2,2,4.0,4.0,14,20,0.5596388052994612,0.15615719746695994,0.13733306436927145,0.5211913074263269,0.0,143,127,0.9810344303654225,0.9002480485844134,0,0.13985361564396281,0.11077761695842019,0.2430164931945895,0.5434996548395901
BG07,0.9,0.2,0.5,Guarded-GP,3,2,4.0,4.0,14,20,0.5596388052994612,0.15615719746695994,0.13733306436927145,0.5211913074263269,0.0,143,127,0.9810344303654225,0.9002480485844134,0,0.13985361564396281,0.11077761695842019,0.2430164931945895,0.5434996548395901
BG07,0.9,0.2,0.5,Guarded-GP,4,2,4.0,4.0,14,20,0.5596388052994612,0.15615719746695994,0.13733306436927145,0.5211913074263269,0.0,143,127,0.9810344303654225,0.9002480485844134,0,0.13985361564396281,0.11077761695842019,0.2430164931945895,0.5434996548395901
BG08,0.9,0.2,2.0,DR-BGS,0,1,4.0,2.0,23,20,0.34010190576648225,0.20622267610044495,0.21874588986252247,0.29293314045017227,0.0,149,144,0.99983122885689,0.985181478885102,0,0.21008881998605763,0.19964959044182337,0.29654870039418757,0.33753371174466423
BG08,0.9,0.2,2.0,DR-BGS,1,1,4.0,2.0,23,20,0.34010190576648225,0.20622267610044495,0.21874588986252247,0.29293314045017227,0.0,149,144,0.99983122885689,0.985181478885102,0,0.21008881998605763,0.19964959044182337,0.29654870039418757,0.33753371174466423
BG08,0.9,0.2,2.0,DR-BGS,2,1,4.0,2.0,23,20,0.34010190576648225,0.20622267610044495,0.21874588986252247,0.29293314045017227,0.0,149,144,0.99983122885689,0.985181478885102,0,0.21008881998605763,0.19964959044182337,0.29654870039418757,0.33753371174466423
BG08,0.9,0.2,2.0,DR-BGS,3,1,4.0,2.0,23,20,0.34010190576648225,0.20622267610044495,0.21874588986252247,0.29293314045017227,0.0,149,144,0.99983122885689,0.985181478885102,0,0.21008881998605763,0.19964959044182337,0.29654870039418757,0.33753371174466423
BG08,0.9,0.2,2.0,DR-BGS,4,1,4.0,2.0,23,20,0.34010190576648225,0.20622267610044495,0.21874588986252247,0.29293314045017227,0.0,149,144,0.99983122885689,0.985181478885102,0,0.21008881998605763,0.19964959044182337,0.29654870039418757,0.33753371174466423
BG08,0.9,0.2,2.0,Guarded-GP,0,1,4.0,2.0,23,20,0.34010190576648225,0.20622267610044495,0.21874588986252247,0.29293314045017227,0.0,149,144,0.99983122885689,0.985181478885102,0,0.21008881998605763,0.19964959044182337,0.29654870039418757,0.33753371174466423
BG08,0.9,0.2,2.0,Guarded-GP,1,0,2.0,2.0,23,20,0.34336628552409926,0.20086540053472773,0.21578566880366662,0.2957947235482906,0.0,150,147,1.0,0.9958563747187794,0,0.21089519013458077,0.20286695596331336,0.2964073714554578,0.33298612708326014
BG08,0.9,0.2,2.0,Guarded-GP,2,1,4.0,2.0,23,20,0.34010190576648225,0.20622267610044495,0.21874588986252247,0.29293314045017227,0.0,149,144,0.99983122885689,0.985181478885102,0,0.21008881998605763,0.19964959044182337,0.29654870039418757,0.33753371174466423
BG08,0.9,0.2,2.0,Guarded-GP,3,0,2.0,2.0,23,20,0.34336628552409926,0.20086540053472773,0.21578566880366662,0.2957947235482906,0.0,150,147,1.0,0.9958563747187794,0,0.21089519013458077,0.20286695596331336,0.2964073714554578,0.33298612708326014
BG08,0.9,0.2,2.0,Guarded-GP,4,0,2.0,2.0,23,20,0.34336628552409926,0.20086540053472773,0.21578566880366662,0.2957947235482906,0.0,150,147,1.0,0.9958563747187794,0,0.21089519013458077,0.20286695596331336,0.2964073714554578,0.33298612708326014
BG09,0.9,0.5,0.5,DR-BGS,0,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,DR-BGS,1,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,DR-BGS,2,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,DR-BGS,3,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,DR-BGS,4,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,Guarded-GP,0,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,Guarded-GP,1,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,Guarded-GP,2,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,Guarded-GP,3,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG09,0.9,0.5,0.5,Guarded-GP,4,1,4.0,2.0,1,20,0.6793565834746171,0.17248642479342682,0.0910818548595886,0.6387790411265997,0.0,150,93,1.0,0.6979228157457065,0,0.18834307861255722,0.07641206171026727,0.2748773224077584,0.6594411404739328
BG10,0.9,0.5,2.0,DR-BGS,0,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG10,0.9,0.5,2.0,DR-BGS,1,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG10,0.9,0.5,2.0,DR-BGS,2,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG10,0.9,0.5,2.0,DR-BGS,3,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG10,0.9,0.5,2.0,DR-BGS,4,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG10,0.9,0.5,2.0,Guarded-GP,0,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG10,0.9,0.5,2.0,Guarded-GP,1,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG10,0.9,0.5,2.0,Guarded-GP,2,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG10,0.9,0.5,2.0,Guarded-GP,3,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
