scenario_id,rho,qH,tau,method,init_seed,selected_idx,selected_alpha_on,selected_alpha_off,exhaustive_train_idx,evaluated_policies,holdout_op_cost,holdout_B_H,holdout_B_L,holdout_cloud_fraction,holdout_excess,viol_H,viol_L,upper_H,upper_L,certified,cert_mean_B_H,cert_mean_B_L,cert_mean_W,cert_mean_cloud
BG10,0.9,0.5,2.0,Guarded-GP,4,3,6.0,2.0,3,20,0.4571882472273156,0.23032006694189314,0.17294305985136132,0.41056038124411975,0.0,150,139,1.0,0.9628253852180945,0,0.23458514361918006,0.17306109116925314,0.3055936062291524,0.4053263931380515
BG11,0.9,0.8,0.5,DR-BGS,0,6,8.0,2.0,6,20,0.7398474802452029,0.26405515063533885,0.07351766314358123,0.691236594985089,0.0,150,82,1.0,0.6280257890489989,0,0.2790328134164434,0.06662733008437124,0.33172508012981355,0.7155052019960766
BG11,0.9,0.8,0.5,DR-BGS,1,6,8.0,2.0,6,20,0.7398474802452029,0.26405515063533885,0.07351766314358123,0.691236594985089,0.0,150,82,1.0,0.6280257890489989,0,0.2790328134164434,0.06662733008437124,0.33172508012981355,0.7155052019960766
BG11,0.9,0.8,0.5,DR-BGS,2,6,8.0,2.0,6,20,0.7398474802452029,0.26405515063533885,0.07351766314358123,0.691236594985089,0.0,150,82,1.0,0.6280257890489989,0,0.2790328134164434,0.06662733008437124,0.33172508012981355,0.7155052019960766
BG11,0.9,0.8,0.5,DR-BGS,3,6,8.0,2.0,6,20,0.7398474802452029,0.26405515063533885,0.07351766314358123,0.691236594985089,0.0,150,82,1.0,0.6280257890489989,0,0.2790328134164434,0.06662733008437124,0.33172508012981355,0.7155052019960766
BG11,0.9,0.8,0.5,DR-BGS,4,6,8.0,2.0,6,20,0.7398474802452029,0.26405515063533885,0.07351766314358123,0.691236594985089,0.0,150,82,1.0,0.6280257890489989,0,0.2790328134164434,0.06662733008437124,0.33172508012981355,0.7155052019960766
BG11,0.9,0.8,0.5,Guarded-GP,0,15,12.0,2.0,6,20,0.7461241220225455,0.2633414609419229,0.06681386501806788,0.6973158943933099,0.008483696903667815,150,82,1.0,0.6280257890489989,0,0.27977772278157065,0.06936583177038903,0.3318137312571505,0.7083415296612913
BG11,0.9,0.8,0.5,Guarded-GP,1,21,14.0,2.0,6,20,0.7398104489704516,0.2642801089825784,0.0712815590105585,0.6909776966155039,0.0,150,84,1.0,0.6408652578000311,0,0.2799554433736386,0.06969660645719572,0.33192138529524645,0.7085313284067605
BG11,0.9,0.8,0.5,Guarded-GP,2,15,12.0,2.0,6,20,0.7461241220225455,0.2633414609419229,0.06681386501806788,0.6973158943933099,0.008483696903667815,150,82,1.0,0.6280257890489989,0,0.27977772278157065,0.06936583177038903,0.3318137312571505,0.7083415296612913
BG11,0.9,0.8,0.5,Guarded-GP,3,21,14.0,2.0,6,20,0.7398104489704516,0.2642801089825784,0.0712815590105585,0.6909776966155039,0.0,150,84,1.0,0.6408652578000311,0,0.2799554433736386,0.06969660645719572,0.33192138529524645,0.7085313284067605
BG11,0.9,0.8,0.5,Guarded-GP,4,21,14.0,2.0,6,20,0.7398104489704516,0.2642801089825784,0.0712815590105585,0.6909776966155039,0.0,150,84,1.0,0.6408652578000311,0,0.2799554433736386,0.06969660645719572,0.33192138529524645,0.7085313284067605
BG12,0.9,0.8,2.0,DR-BGS,0,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
BG12,0.9,0.8,2.0,DR-BGS,1,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
BG12,0.9,0.8,2.0,DR-BGS,2,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
BG12,0.9,0.8,2.0,DR-BGS,3,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
BG12,0.9,0.8,2.0,DR-BGS,4,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
BG12,0.9,0.8,2.0,Guarded-GP,0,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
BG12,0.9,0.8,2.0,Guarded-GP,1,39,18.0,8.0,9,20,0.469537132325905,0.2861730799464705,0.1534817947496254,0.41789082129392874,0.008587443231679683,150,137,1.0,0.9530447797605528,0,0.29416255594834506,0.16892574474573033,0.343026294259305,0.43242881388952675
BG12,0.9,0.8,2.0,Guarded-GP,2,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
BG12,0.9,0.8,2.0,Guarded-GP,3,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
BG12,0.9,0.8,2.0,Guarded-GP,4,0,2.0,2.0,9,20,0.5353173354131838,0.28042424548875805,0.1332734934625861,0.483499858934306,0.14988635716083232,150,118,1.0,0.8492697634871661,0,0.2883869716844441,0.13651146209030324,0.34009809753195674,0.5149327939330771
