scenario_id,design,K,mu_max,rho,arrival_scv,mean_jump_fraction,tau,qH,beta,jump_cv,cloud_cost_multiplier,deactivation_mean,lambda_H,lambda_L,mean_H,mean_L,cv_H,cv_L,cW,cB,cL,cC,policy_count,diffusion_best_idx,exhaustive_train_idx,holdout_oracle_idx,single_train_idx,selection_idx,final_idx,selection_candidate_count,certified,fallback,certificate_stage_reps,certificate_ambiguous_count,certificate_simulation_count,algorithm_simulation_count,exhaustive_simulation_count,work_reduction,holdout_regret_vs_exhaustive,holdout_regret_vs_oracle,hysteresis_gain_vs_best_single,adaptive_gain_vs_best_single,exhaustive_holdout_objective,adaptive_holdout_objective,single_holdout_objective,selected_alpha_on,selected_alpha_off,exhaustive_alpha_on,exhaustive_alpha_off,pareto_count,distinct_weight_optima,robust_idx,robust_max_additive_regret,equal_weight_idx,elapsed_seconds
T41,frozen_fresh59,63.81267954815053,191.43803864445158,0.7494595048804701,1.0,0.080747851969091,0.9287415421473694,0.4900687552183319,1.020526109445209,0.8694476482664522,0.27791425645056894,0.5080897212553196,11.865816355270356,16.704410184847017,5.925647322190864,4.3798262816193345,0.8694476482664522,0.8694476482664522,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,33,0,1,20,2,660,954,3830,0.7509138381201044,0.0,0.0,-0.005812790356370358,-0.005812790356370358,0.8187531565602311,0.8187531565602311,0.8140214206961297,3.1906339774075265,3.1906339774075265,3.1906339774075265,3.1906339774075265,118,9,112,0.39639975843864855,2,23.603449821472168
T42,frozen_fresh59,74.36458651517587,223.09375954552763,0.5717500676265876,1.0,0.07578942692632717,3.9728271619553865,0.25250217983704776,0.6196848769107488,1.2235107101161586,1.247795277758535,0.256903435108784,4.96919623520307,19.90260212033849,6.481456804938225,4.790641986258688,1.2235107101161586,1.2235107101161586,1.0,10.0,2.5,0.25,190,8,8,39,10,41,41,54,1,0,20,0,851,1313,3830,0.6571801566579634,0.0,0.019171270298692356,-0.0058813842592970265,-0.0034477304088142654,0.25299176738506934,0.25237967295875635,0.25151252557612985,33.46406393182914,22.30937595455276,14.872917303035173,11.15468797727638,82,6,68,0.40071105575083016,0,19.82883358001709
T43,frozen_fresh59,67.17548719558053,201.5264615867416,0.6316132878827899,4.0,0.07153591989271976,0.25178063735311507,0.21448056016853834,1.1368425854086626,1.3791861311079596,0.9630128518769755,1.6721232632028509,4.940130727568987,24.47858774585755,5.526279311394091,4.08464123016085,1.3791861311079596,1.3791861311079596,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,32,0,1,20,1,640,926,3830,0.75822454308094,0.0,0.0,0.020426047834975716,0.020426047834975716,0.4438692010629495,0.4438692010629495,0.45312474885834136,3.3587743597790265,3.3587743597790265,3.3587743597790265,3.3587743597790265,114,10,52,0.4413460179796787,0,19.480422258377075
T44,frozen_fresh59,54.735516181540845,164.20654854462254,0.7084067591590707,4.0,0.08274117922965887,0.4639524676575966,0.5837683170153105,0.8304326286650413,0.9177606066287118,3.526272387811147,0.9328167046683274,13.038418756356378,12.577619555102645,5.208213327795479,3.84954898141405,0.9177606066287118,0.9177606066287118,1.0,10.0,2.5,0.25,190,0,0,1,0,0,0,32,1,0,15,0,259,545,3830,0.8577023498694517,0.0,0.00470840522547196,-0.0020787925241242938,-0.0020787925241242938,1.317367804468513,1.317367804468513,1.314634951160089,2.7367758090770424,2.7367758090770424,2.7367758090770424,2.7367758090770424,139,5,71,0.4921063409183115,0,20.91905450820923
T45,frozen_fresh59,77.31265606379219,231.93796819137657,0.5857743169842726,1.0,0.06307377131027041,0.3695891132223296,0.3709425440111024,1.363847836332543,0.826361610951541,1.0175793209211959,1.5069300211481633,8.986934733365795,20.619312012378312,5.607860906150801,4.144940669763636,0.826361610951541,0.826361610951541,1.0,10.0,2.5,0.25,190,0,5,5,2,5,6,34,0,1,20,13,680,982,3830,0.743603133159269,0.03202245717028111,0.03202245717028111,0.026460525059040185,-0.0047146010808346685,0.2965739696171603,0.3060709968570461,0.3046347654625366,15.462531212758439,3.8656328031896097,11.596898409568828,11.596898409568828,76,9,27,0.26928990531372277,18,21.486103057861328
T46,frozen_fresh59,60.35229917292766,181.056897518783,0.6589630158094343,1.0,0.05648660399699686,1.6014576355035552,0.5505228276814484,0.6018322698647305,1.4221149055313158,2.3231619475566094,1.2830152386898295,16.753838369252623,18.506553374148456,3.9204608872428626,2.897731960136029,1.4221149055313158,1.4221149055313158,1.0,10.0,2.5,0.25,190,32,184,186,18,183,183,56,1,0,15,0,449,927,3830,0.7579634464751959,0.0030005583085630032,0.012258735713811808,0.0007981858615052311,-0.0021999774438392554,0.3787422300520756,0.379878668197262,0.3790447782349401,57.334684214281275,39.22899446240297,57.334684214281275,42.24660942104936,111,6,50,0.4497453361640584,1,26.71483564376831
T47,frozen_fresh59,38.660842644634414,115.98252793390324,0.8895073411789653,1.0,0.0521451391607779,0.49127006013649255,0.710955390977017,0.7125896833436757,1.8584007331010026,0.6738647501860175,1.8040696880065459,31.63745001152268,17.40215003458041,2.3183712727440073,1.7135787668107882,1.8584007331010026,1.8584007331010026,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,34,1,0,6,0,192,494,3830,0.8710182767624021,0.0,0.0,0.0021935226396975656,0.0021935226396975656,0.5518571340460674,0.5518571340460674,0.5530703062842464,1.9330421322317208,1.9330421322317208,1.9330421322317208,1.9330421322317208,126,6,77,0.46364068577725503,0,35.58537197113037
T48,frozen_fresh59,79.65786372293968,238.97359116881904,0.7939365020025039,1.0,0.07973649445168832,0.41471556861175934,0.23615285139627232,1.228236856300898,1.9498920343777912,0.7735420261373835,0.8786419774186567,6.134020729308665,26.843393755775423,7.304384630094152,5.398892987460894,1.9498920343777912,1.9498920343777912,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,33,1,0,15,0,259,553,3830,0.8556135770234987,0.0,0.0,0.0011112819274775748,0.0011112819274775748,0.6390184570783348,0.6390184570783348,0.6397293767732194,3.9828931861469843,3.9828931861469843,3.9828931861469843,3.9828931861469843,107,8,62,0.4098837486162499,0,21.400444507598877
T49,frozen_fresh59,52.12824502878726,156.3847350863618,0.6781922007327439,1.0,0.0673112907544033,2.206350394205084,0.31677205971594513,1.0381969687644952,1.7752754978858318,0.2947628299985929,1.4563795715056702,8.325976011310097,24.295890397312576,4.035142376296899,2.982496539002056,1.7752754978858318,1.7752754978858318,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,34,0,1,20,1,680,982,3830,0.743603133159269,0.0,0.0,0.03304774472225261,0.03304774472225261,0.6091287659987497,0.6091287659987497,0.6299470968437666,2.6064122514393633,2.6064122514393633,2.6064122514393633,2.6064122514393633,96,9,53,0.4486569445086474,0,18.969558000564575
T50,frozen_fresh59,34.89398713025131,104.68196139075394,0.8959108031287508,4.0,0.0572046499207232,2.6144816327664504,0.6655091372098678,0.9368353246670983,1.7075649305091491,2.39037231788508,1.7047765497669034,27.190104594347858,18.48928126133954,2.295513065842884,1.69668357040561,1.7075649305091491,1.7075649305091491,1.0,10.0,2.5,0.25,190,0,1,1,0,3,3,39,1,0,10,0,282,624,3830,0.8370757180156658,0.0019041502576197227,0.0019041502576197227,0.005295903387502707,0.0034018373256826267,1.4905908809576165,1.4934291899675975,1.4985269348280363,5.234098069537696,1.7446993565125657,3.489398713025131,1.7446993565125657,155,3,177,0.4923193374282609,1,57.02000975608826
