scenario_id,design,K,mu_max,rho,arrival_scv,mean_jump_fraction,tau,qH,beta,jump_cv,cloud_cost_multiplier,deactivation_mean,lambda_H,lambda_L,mean_H,mean_L,cv_H,cv_L,cW,cB,cL,cC,policy_count,diffusion_best_idx,exhaustive_train_idx,holdout_oracle_idx,single_train_idx,selection_idx,final_idx,selection_candidate_count,certified,fallback,certificate_stage_reps,certificate_ambiguous_count,certificate_simulation_count,algorithm_simulation_count,exhaustive_simulation_count,work_reduction,holdout_regret_vs_exhaustive,holdout_regret_vs_oracle,hysteresis_gain_vs_best_single,adaptive_gain_vs_best_single,exhaustive_holdout_objective,adaptive_holdout_objective,single_holdout_objective,selected_alpha_on,selected_alpha_off,exhaustive_alpha_on,exhaustive_alpha_off,pareto_count,distinct_weight_optima,robust_idx,robust_max_additive_regret,equal_weight_idx,elapsed_seconds
T21,frozen_fresh59,50.951869757687575,152.85560927306273,0.5560602935196416,1.0,0.061423166900905844,0.262511616987804,0.7419101340607568,0.9460504532479695,0.6281158898923553,2.94122891619692,0.8447838652820493,17.521222227037498,8.24637274115259,3.59906898004561,2.660181420033712,0.6281158898923553,0.6281158898923553,1.0,10.0,2.5,0.25,190,43,63,64,10,74,64,55,0,1,20,15,1100,1570,3830,0.5900783289817233,0.0,0.0,0.004473331109033794,0.01738604485582808,0.19352125446127968,0.19101114133134933,0.19439082900397403,28.023528366728165,25.475934878843788,28.023528366728165,22.92834139095941,93,9,19,0.2753556092046692,26,21.819007873535156
T22,frozen_fresh59,43.456927889827256,130.37078366948177,0.6117443509835256,4.0,0.07956636213336281,0.2912092448510331,0.30300524115419336,0.7246968179259422,1.9270995444100476,2.852084073879659,0.9704522668582622,6.077346811363524,18.91351755825031,3.9763661109382435,2.939053212432615,1.9270995444100476,1.9270995444100476,1.0,10.0,2.5,0.25,190,9,89,86,9,64,64,52,1,0,15,0,536,982,3830,0.743603133159269,0.0,0.004844527815648552,0.00450404287716376,0.0057795911351614295,0.7914206731129549,0.7904066104704002,0.7950013934765784,23.901310339404986,21.728463944913624,28.247003128387714,26.07415673389635,128,7,52,0.4615923531418503,0,17.630642652511597
T23,frozen_fresh59,44.856787951468604,134.5703638544058,0.8117464486499935,1.0,0.060705759858004874,0.4210682128940236,0.2873132700407602,0.7382599842003459,1.8900360716102895,1.1034822138794498,0.30298463931313535,10.022350739948473,33.63500519832007,3.131525206990794,2.3146055877758047,1.8900360716102895,1.8900360716102895,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,33,1,0,20,0,310,604,3830,0.8422976501305484,0.0,0.0,0.009633355053052142,0.009633355053052142,0.48158530251417975,0.48158530251417975,0.48626971129462604,2.24283939757343,2.24283939757343,2.24283939757343,2.24283939757343,110,10,54,0.37860583573532935,1,31.855188846588135
T24,frozen_fresh59,33.23365350666074,99.7009605199822,0.8851803189580914,4.0,0.07705216250479927,1.8601723673589972,0.7284045801435768,0.8035837057765183,0.9384261171574846,0.8924218138475751,0.6071363136804674,21.829460355910896,11.01213909066088,2.9448336012169274,2.176616140029903,0.9384261171574846,0.9384261171574846,1.0,10.0,2.5,0.25,190,0,0,0,0,1,1,37,1,0,15,0,251,577,3830,0.8493472584856396,0.0037434775709341687,0.0037434775709341687,-0.012947326790936804,-0.0167392723893164,2.0622702528503285,2.0699903152870784,2.035910652317623,3.323365350666074,1.661682675333037,1.661682675333037,1.661682675333037,168,5,159,0.5083526095842926,0,26.91719889640808
T25,frozen_fresh59,32.07534066771152,96.22602200313457,0.6633567677058262,1.0,0.0970579589447235,2.9555504645447894,0.7338734255433383,0.9126222298826389,0.7174943233210497,1.423239863334558,1.0831779263815653,13.084604079781412,6.419579520317812,3.5801421623144796,2.6461920330150503,0.7174943233210497,0.7174943233210497,1.0,10.0,2.5,0.25,190,0,0,3,1,0,0,34,1,0,20,0,363,665,3830,0.8263707571801566,0.0,0.003738959543795145,0.005804069222194963,0.005804069222194963,1.0374169893019618,1.0374169893019618,1.0434733810370185,1.6037670333855762,1.6037670333855762,1.6037670333855762,1.6037670333855762,109,6,44,0.43005848013351883,2,16.49151039123535
T26,frozen_fresh59,36.298531455885644,108.89559436765694,0.8428396498284627,1.0,0.09349880805015665,1.0775319566366617,0.6988315147059594,0.6845356835368681,1.0878761196870081,0.48324513043089,0.803480026486016,16.4336782494289,9.58188021398327,3.9029498388608883,2.8847890113319608,1.0878761196870081,1.0878761196870081,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,35,1,0,10,0,225,535,3830,0.860313315926893,0.0,0.0,-0.010289930226348375,-0.010289930226348375,0.7849414383311336,0.7849414383311336,0.7769467108865205,1.8149265727942823,1.8149265727942823,1.8149265727942823,1.8149265727942823,125,7,73,0.46061708586576433,0,21.82742166519165
T27,frozen_fresh59,56.76359333717045,170.29078001151134,0.848479973272114,1.0,0.05886382649630491,0.4488022335139388,0.5626763742053245,1.0851590716442665,1.736947155400866,0.5984233640154566,0.4093586814228546,21.158028624350315,22.24837903774539,3.842520655931912,2.8401239630801087,1.736947155400866,1.736947155400866,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,34,1,0,15,0,255,557,3830,0.8545691906005222,0.0,0.0,-0.0023178417502810657,-0.0023178417502810657,0.724817874311405,0.724817874311405,0.7231417461807361,2.8381796668585224,2.8381796668585224,2.8381796668585224,2.8381796668585224,126,6,160,0.4513063533826975,0,32.89704704284668
T28,frozen_fresh59,46.57203488414383,139.7161046524315,0.6408457473840506,4.0,0.07509528391873196,1.017408203032131,0.24638691040465718,1.1922662652943232,1.999031010692513,2.0153304545767785,0.42922356365617265,5.4850663978867145,22.698209767870477,4.02194120964255,2.9727391549531896,1.999031010692513,1.999031010692513,1.0,10.0,2.5,0.25,190,0,2,1,0,5,0,37,0,1,20,1,740,1066,3830,0.7216710182767624,0.00011095328171446716,0.0014948264756243057,-0.0038241378015384814,-0.0039355153838917575,1.0171619826060352,1.0172748400660405,1.0132870333579622,2.328601744207192,2.328601744207192,4.657203488414384,4.657203488414384,119,8,73,0.42837664535373604,6,21.665541172027588
T29,frozen_fresh59,33.99948534400623,101.9984560320187,0.7784932562069404,1.0,0.0729898167469062,2.0859069799402423,0.3403838595500705,1.3237045716927127,0.7985605994958475,1.125429077049616,1.8543210543539865,9.470762682473566,24.83054115082685,2.8538586354603583,2.1093737740359173,0.7985605994958475,0.7985605994958475,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,33,0,1,20,1,660,954,3830,0.7509138381201044,0.0,0.0,-0.004074376372115542,-0.004074376372115542,1.9157073368358306,1.9157073368358306,1.907933696861774,1.6999742672003118,1.6999742672003118,1.6999742672003118,1.6999742672003118,94,8,63,0.42241933567659595,0,21.278996467590332
T30,frozen_fresh59,49.11490359271341,147.34471077814024,0.7650760931883922,1.0,0.07805239636198257,0.6548257689400032,0.7990206203104353,1.067233250115724,1.179530941945557,0.5067002526972817,1.2224069441091745,20.43147835324682,6.952999860633904,4.408566310873883,3.258505534124174,1.179530941945557,1.179530941945557,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,34,1,0,6,0,198,500,3830,0.8694516971279374,0.0,0.0,-0.008234270619118847,-0.008234270619118847,1.2084186454995813,1.2084186454995813,1.1985494648555606,2.4557451796356706,2.4557451796356706,2.4557451796356706,2.4557451796356706,139,5,177,0.47815701485042034,0,32.79832124710083
