scenario_id,design,policy_idx,alpha_on,alpha_off,gap_fraction,diffusion_objective,train_objective,train_objective_ci95_hw,holdout_objective,holdout_objective_ci95_hw,holdout_W,holdout_B_H,holdout_B_L,holdout_cloud_fraction,holdout_activation_rate,group
F01,factorial,38,18.0,6.0,0.3,0.0529784193832818,0.0745760845303415,0.0029657439743992,0.0747750327193391,0.0024819619355355,0.0505471310344279,0.0006626989510806,0.0002896649483704,0.0675069992127145,0.1114074074074074,development
F01,factorial,39,18.0,8.0,0.25,0.0528121252143038,0.0732060740856647,0.0025319723946146,0.0750703123528573,0.002314203162897,0.0507320865284791,0.0007058380943996,0.0003402761414777,0.0657166181067495,0.1114444444444444,development
F01,factorial,40,18.0,10.0,0.2,0.0526658470185815,0.0722491603454491,0.0037256615946704,0.0732366516117179,0.0024437278986885,0.0507408150844488,0.0006070318074374,0.000276588124928,0.0629361925622969,0.1123333333333333,development
F01,factorial,41,18.0,12.0,0.15,0.0525553834241465,0.0733106808284177,0.003686480821518,0.0733759089512197,0.0021615153419271,0.0506878713948261,0.0006578415906876,0.0003117421485487,0.0613210651125818,0.1129259259259259,development
F01,factorial,42,18.0,14.0,0.1,0.0525006268076273,0.0715782047313614,0.0029608251097423,0.0730783315976936,0.0021631108249321,0.0509349480172923,0.0006428884193482,0.000303439172895,0.0598236058187255,0.1139259259259259,development
F01,factorial,43,18.0,16.0,0.05,0.0525216745065339,0.0708428608272971,0.0024039853970943,0.0743613345570827,0.0027171805565147,0.051331230842155,0.0007876868508289,0.0003302662330026,0.0573102784965269,0.115037037037037,development
F01,factorial,44,18.0,18.0,0.0,0.0526320388918521,0.0713772453370032,0.0031086096250975,0.0739690872113021,0.0025235802994028,0.0515031180635386,0.000768138380251,0.0003418339961759,0.0557200014192516,0.1178148148148148,development
F01,factorial,45,20.0,2.0,0.45,0.0537721151634597,0.0762573077690151,0.0051159564381301,0.0756640168964335,0.0020654360012186,0.0519767486938554,0.0007286908675182,0.0002736235764129,0.0628652023454532,0.0875185185185185,development
F01,factorial,46,20.0,4.0,0.4,0.0534814414106486,0.0759519428831714,0.0029990367175293,0.0756977278079088,0.0021824955326005,0.0524273505078865,0.000751592103755,0.0003960828223877,0.0590569968260093,0.088,development
F01,factorial,47,20.0,6.0,0.35,0.0533370115084749,0.0736596526639995,0.0037969055343472,0.0744450435118928,0.0022600065880716,0.0521796455108681,0.0007034210501009,0.0002958252713926,0.0579664972861324,0.0882222222222222,development
F01,factorial,48,20.0,8.0,0.3,0.053205311390438,0.0740468404720592,0.0036137284352769,0.0748217625033434,0.0026340305199525,0.0524676392184172,0.0007619153984093,0.0003445880154188,0.055493997049142,0.0885555555555555,development
F01,factorial,49,20.0,10.0,0.25,0.053088785706936,0.0726062471020575,0.0042828430711327,0.0759560403431242,0.0025492722012832,0.0524817622420764,0.0009035610539845,0.0003814763387922,0.0539399068568867,0.0886296296296296,development
F01,factorial,50,20.0,12.0,0.2,0.0530008606334412,0.0727225901116802,0.003758809533382,0.0743904886018899,0.0025303948711337,0.0524658536112549,0.0008003419564753,0.0003496948213307,0.0521879134902187,0.0891851851851851,development
F01,factorial,51,20.0,14.0,0.15,0.0529592062545714,0.0721686046558317,0.0025270862502301,0.0742646284200493,0.0023327513174612,0.0527514256117657,0.0008095334481295,0.0003241558265342,0.0504299150426116,0.0895555555555555,development
F01,factorial,52,20.0,16.0,0.1,0.0529834666150084,0.0735707100997123,0.003719296262171,0.0753165827010928,0.0029919982144226,0.0531508439926095,0.0009096992340085,0.0003766664058817,0.0485083214147719,0.0908518518518518,development
F01,factorial,53,20.0,18.0,0.05,0.0530913142558325,0.0757466842593842,0.0042701903722194,0.0745570810225795,0.0026447313532952,0.0532954298292171,0.0008358860274512,0.0003813981033257,0.0477971826421438,0.0925185185185185,development
F01,factorial,54,20.0,20.0,0.0,0.053291391402926,0.0736675748373857,0.0041826830910985,0.0750328644314445,0.002614902668666,0.0535479757588347,0.0008641119456211,0.0003671658952088,0.047703417913503,0.0953703703703703,development
F01,factorial,55,22.0,2.0,0.5,0.0546813955877568,0.0767724164770679,0.0039234872486375,0.0779122963292523,0.0024445164225444,0.0538436664557724,0.000945318166925,0.0003994163338032,0.054467629478886,0.0712592592592592,development
F01,factorial,56,22.0,4.0,0.45,0.0544490232155586,0.077439372405082,0.0041113801665454,0.0774602476120232,0.0025826895782002,0.0539140699301404,0.0009648384561913,0.000364477330697,0.0519463991729065,0.0712962962962962,development
F01,factorial,57,22.0,6.0,0.4,0.0543319854195296,0.0756776876255745,0.0031893741349838,0.0761219769355575,0.0022635055323639,0.0538984102454182,0.0008554698775313,0.0003546669772436,0.0511288018868681,0.0714814814814814,development
F01,factorial,58,22.0,8.0,0.35,0.0542249537538395,0.0756654320334014,0.0031967748961639,0.076577108990945,0.0022123654430445,0.0540469853433874,0.000936697586835,0.0003879626324112,0.0487729647927145,0.072074074074074,development
F01,factorial,59,22.0,10.0,0.3,0.0541307727318836,0.0769104586108545,0.0034158495034429,0.0771399169034194,0.0023817898305235,0.0542073899749611,0.001006957800223,0.0004514607557143,0.046937188147766,0.0719259259259259,development
F01,factorial,60,22.0,12.0,0.25,0.0540616476019748,0.0745589110881147,0.0033553144708679,0.0758018326522604,0.001829008642759,0.0539954836996309,0.0009136222298378,0.0004217115981396,0.0464633906356052,0.0722592592592592,development
F01,factorial,61,22.0,14.0,0.2,0.0540341859162598,0.0762640288974481,0.0044883514711693,0.0747295868718917,0.0020764596775215,0.0541964960826096,0.0008193993733653,0.0004135677134496,0.0452207110880188,0.0728518518518518,development
