scenario_id,policy_idx,alpha_on,alpha_off,norm_W,norm_BH,norm_BL,norm_cloud
F06,72,24.0,14.0,0.3469787507997774,0.3802133727843245,0.36015518764875654,0.3073486244121471
F06,73,24.0,16.0,0.3081837843327442,0.3456571547361305,0.3275179818640132,0.31314949424233696
F06,74,24.0,18.0,0.41692927577795547,0.4745349680195335,0.40259474571585896,0.2792603514731132
F06,84,26.0,14.0,0.3896111575516632,0.3854254460844566,0.35702778855899514,0.2805596570304506
F06,85,26.0,16.0,0.4061206631476767,0.4207753233932457,0.43838388930243116,0.26569431697551144
F06,86,26.0,18.0,0.4394547619350844,0.44857939134375335,0.40706009352387645,0.23539105304491492
F06,88,26.0,22.0,0.4788951592172454,0.4999846770988521,0.4272743117366128,0.22845891971933355
F06,95,28.0,10.0,0.3805959170231248,0.4081068948029949,0.4166339794564039,0.29331736296670763
F06,97,28.0,14.0,0.4380888980364967,0.4746354204660925,0.4251192142977959,0.24773773389977133
F06,99,28.0,18.0,0.4673752894158288,0.4748612998037952,0.4344239704084175,0.21231275137789035
F06,101,28.0,22.0,0.5356366748730318,0.5277109903768933,0.512738450828285,0.20849135702550037
F06,103,28.0,26.0,0.6104596954197969,0.5441169302532665,0.5427415268963044,0.1802977114954172
F06,104,28.0,28.0,0.604285859796531,0.5676875931149975,0.5782701543173632,0.1650750016935835
F06,109,30.0,10.0,0.4003738786392433,0.44499177615001756,0.4355700194949769,0.27290038151742935
F06,110,30.0,12.0,0.4504234297674852,0.44162967640800616,0.44749502229422616,0.2598043446895995
F06,112,30.0,16.0,0.4571060913540952,0.5171617641068627,0.46719699585172214,0.21009684498216186
F06,113,30.0,18.0,0.5720067592077924,0.5806316905394402,0.5764062070955875,0.17693221844443419
F06,114,30.0,20.0,0.5583557825078236,0.5712804731846697,0.5468012464640887,0.18214088124462943
F06,115,30.0,22.0,0.6452831097189635,0.6447690957410664,0.58512568298236,0.14080917840222698
F06,116,30.0,24.0,0.6267456727740021,0.6194919466981929,0.5657621578302899,0.1659268054558883
F06,119,30.0,30.0,0.7303806377831121,0.7079604726102168,0.6701136139352892,0.11602734577336826
F06,125,32.0,12.0,0.4459798159293116,0.5129188265755618,0.4918154648006851,0.22044859024227337
F06,126,32.0,14.0,0.5396824305620896,0.532643200123223,0.5247796832827989,0.20120865237475483
F06,127,32.0,16.0,0.5620052458403174,0.5578219522795885,0.5352527108728744,0.19055074665233238
F06,129,32.0,20.0,0.5849065566969783,0.6350787282924036,0.568708816391942,0.14413316313064592
F06,141,34.0,12.0,0.5164909779656319,0.5706586076511271,0.5473892950331621,0.1928364890646232
F06,142,34.0,14.0,0.506801414374728,0.5841976407838502,0.510163149650678,0.17385026947670396
F06,144,34.0,18.0,0.6479395715554008,0.6240036548005795,0.6646677639538715,0.13077656903923549
F06,145,34.0,20.0,0.6072880113431631,0.650591850545245,0.5818021628674431,0.12030901825057165
F06,146,34.0,22.0,0.6458773748720117,0.6605660632613095,0.6807813904380606,0.10074713066130915
