scenario_id,seed,selected_idx,exhaustive_idx,holdout_objective,reference_objective,regret,exact
I14,4,1,1,0.8221269523724165,0.8221269523724165,0.0,1
I15,0,1,1,0.738350754369648,0.738350754369648,0.0,1
I15,1,1,1,0.738350754369648,0.738350754369648,0.0,1
I15,2,1,1,0.738350754369648,0.738350754369648,0.0,1
I15,3,1,1,0.738350754369648,0.738350754369648,0.0,1
I15,4,1,1,0.738350754369648,0.738350754369648,0.0,1
I16,0,0,0,1.1603218839539622,1.1603218839539622,0.0,1
I16,1,0,0,1.1603218839539622,1.1603218839539622,0.0,1
I16,2,0,0,1.1603218839539622,1.1603218839539622,0.0,1
I16,3,0,0,1.1603218839539622,1.1603218839539622,0.0,1
I16,4,0,0,1.1603218839539622,1.1603218839539622,0.0,1
I17,0,3,3,1.8376909066415803,1.8376909066415803,0.0,1
I17,1,3,3,1.8376909066415803,1.8376909066415803,0.0,1
I17,2,3,3,1.8376909066415803,1.8376909066415803,0.0,1
I17,3,3,3,1.8376909066415803,1.8376909066415803,0.0,1
I17,4,3,3,1.8376909066415803,1.8376909066415803,0.0,1
I18,0,0,0,1.6161273072274134,1.6161273072274134,0.0,1
I18,1,0,0,1.6161273072274134,1.6161273072274134,0.0,1
I18,2,0,0,1.6161273072274134,1.6161273072274134,0.0,1
I18,3,0,0,1.6161273072274134,1.6161273072274134,0.0,1
I18,4,0,0,1.6161273072274134,1.6161273072274134,0.0,1
I19,0,185,165,0.5968314789039492,0.5978460699471893,0.0,0
I19,1,185,165,0.5968314789039492,0.5978460699471893,0.0,0
I19,2,185,165,0.5968314789039492,0.5978460699471893,0.0,0
I19,3,185,165,0.5968314789039492,0.5978460699471893,0.0,0
I19,4,185,165,0.5968314789039492,0.5978460699471893,0.0,0
I20,0,0,0,0.9470973378965516,0.9470973378965516,0.0,1
I20,1,0,0,0.9470973378965516,0.9470973378965516,0.0,1
I20,2,0,0,0.9470973378965516,0.9470973378965516,0.0,1
I20,3,0,0,0.9470973378965516,0.9470973378965516,0.0,1
I20,4,0,0,0.9470973378965516,0.9470973378965516,0.0,1
I21,0,0,0,0.4896537199964411,0.4896537199964411,0.0,1
I21,1,0,0,0.4896537199964411,0.4896537199964411,0.0,1
I21,2,0,0,0.4896537199964411,0.4896537199964411,0.0,1
I21,3,0,0,0.4896537199964411,0.4896537199964411,0.0,1
I21,4,0,0,0.4896537199964411,0.4896537199964411,0.0,1
I22,0,0,0,0.98528591524969,0.98528591524969,0.0,1
I22,1,0,0,0.98528591524969,0.98528591524969,0.0,1
I22,2,0,0,0.98528591524969,0.98528591524969,0.0,1
I22,3,0,0,0.98528591524969,0.98528591524969,0.0,1
I22,4,0,0,0.98528591524969,0.98528591524969,0.0,1
I23,0,0,0,2.56308587584555,2.56308587584555,0.0,1
I23,1,0,0,2.56308587584555,2.56308587584555,0.0,1
I23,2,0,0,2.56308587584555,2.56308587584555,0.0,1
I23,3,0,0,2.56308587584555,2.56308587584555,0.0,1
I23,4,0,0,2.56308587584555,2.56308587584555,0.0,1
I24,0,1,1,1.357782010989528,1.357782010989528,0.0,1
I24,1,1,1,1.357782010989528,1.357782010989528,0.0,1
I24,2,1,1,1.357782010989528,1.357782010989528,0.0,1
I24,3,1,1,1.357782010989528,1.357782010989528,0.0,1
I24,4,1,1,1.357782010989528,1.357782010989528,0.0,1
I25,0,20,11,0.2372531923461059,0.2461461217618916,0.0,0
I25,1,20,11,0.2372531923461059,0.2461461217618916,0.0,0
