level_count,policy_count,scenarios,mean_candidates,median_candidate_fraction,mean_work_reduction,median_work_reduction,p90_regret,max_regret,exact_match_fraction
19,190,6,49.333333333333336,0.2473684210526315,0.7339130434782609,0.7460869565217392,4.5449568472753e-05,9.0899136945506e-05,0.6666666666666666
31,496,6,80.0,0.16129032258064513,0.8359008707300736,0.8359008707300737,0.00409732796458285,0.0081946559291657,0.8333333333333334
51,1326,6,123.33333333333333,0.0867269984917043,0.9058498619131307,0.9121265377855887,0.0050279281022875,0.010055856204575,0.6666666666666666
