scenario_id,level_count,policy_count,evaluated_policies,evaluated_fraction,work_reduction,selected_idx,exhaustive_idx,exact_match,holdout_regret,elapsed_seconds
V01,19,190,20,0.10526315789473684,0.8869565217391304,109,134,0,0.01451992516029376,2.156395196914673
V01,31,496,20,0.04032258064516129,0.956463496316142,182,289,0,0.031474568674678516,5.524611473083496
V01,51,1326,20,0.015082956259426848,0.9836806427316094,1291,807,0,0.0,14.69847822189331
