scenario_id,level_count,policy_count,evaluated_policies,evaluated_fraction,work_reduction,selected_idx,exhaustive_idx,exact_match,holdout_regret,elapsed_seconds
F01,19,190,20,0.10526315789473684,0.8869565217391304,61,38,0,0.05964024413703905,3.389272928237915
F01,31,496,20,0.04032258064516129,0.956463496316142,102,109,0,0.0010476062658832783,8.673250913619995
F01,51,1326,20,0.015082956259426848,0.9836806427316094,271,287,0,0.0,25.73746347427368
