scenario_id,budget,seed,method,selected_idx,regret_vs_exhaustive_training_workflow,exact_training_policy_recovery
R08,12,3,guarded_GP,0,0.0,1
R08,12,3,residual_GP,0,0.0,1
R08,12,3,DR_BGS,0,0.0,1
R08,12,4,standard_GP,0,0.0,1
R08,12,4,guarded_GP,0,0.0,1
R08,12,4,residual_GP,0,0.0,1
R08,12,4,DR_BGS,0,0.0,1
R08,20,0,standard_GP,0,0.0,1
R08,20,0,guarded_GP,0,0.0,1
R08,20,0,residual_GP,0,0.0,1
R08,20,0,DR_BGS,0,0.0,1
R08,20,1,standard_GP,0,0.0,1
R08,20,1,guarded_GP,0,0.0,1
R08,20,1,residual_GP,0,0.0,1
R08,20,1,DR_BGS,0,0.0,1
R08,20,2,standard_GP,0,0.0,1
R08,20,2,guarded_GP,0,0.0,1
R08,20,2,residual_GP,0,0.0,1
R08,20,2,DR_BGS,0,0.0,1
R08,20,3,standard_GP,0,0.0,1
R08,20,3,guarded_GP,0,0.0,1
R08,20,3,residual_GP,0,0.0,1
R08,20,3,DR_BGS,0,0.0,1
R08,20,4,standard_GP,0,0.0,1
R08,20,4,guarded_GP,0,0.0,1
R08,20,4,residual_GP,0,0.0,1
R08,20,4,DR_BGS,0,0.0,1
R12,12,0,standard_GP,0,0.0,0
R12,12,0,guarded_GP,3,0.0,1
R12,12,0,residual_GP,3,0.0,1
R12,12,0,DR_BGS,3,0.0,1
R12,12,1,standard_GP,3,0.0,1
R12,12,1,guarded_GP,3,0.0,1
R12,12,1,residual_GP,3,0.0,1
R12,12,1,DR_BGS,3,0.0,1
R12,12,2,standard_GP,0,0.0,0
R12,12,2,guarded_GP,3,0.0,1
R12,12,2,residual_GP,3,0.0,1
R12,12,2,DR_BGS,3,0.0,1
R12,12,3,standard_GP,0,0.0,0
R12,12,3,guarded_GP,3,0.0,1
R12,12,3,residual_GP,3,0.0,1
R12,12,3,DR_BGS,3,0.0,1
R12,12,4,standard_GP,3,0.0,1
R12,12,4,guarded_GP,3,0.0,1
R12,12,4,residual_GP,3,0.0,1
R12,12,4,DR_BGS,3,0.0,1
R12,20,0,standard_GP,0,0.0,0
R12,20,0,guarded_GP,3,0.0,1
R12,20,0,residual_GP,3,0.0,1
R12,20,0,DR_BGS,3,0.0,1
R12,20,1,standard_GP,3,0.0,1
R12,20,1,guarded_GP,3,0.0,1
R12,20,1,residual_GP,3,0.0,1
R12,20,1,DR_BGS,3,0.0,1
R12,20,2,standard_GP,3,0.0,1
R12,20,2,guarded_GP,3,0.0,1
R12,20,2,residual_GP,3,0.0,1
R12,20,2,DR_BGS,3,0.0,1
R12,20,3,standard_GP,3,0.0,1
R12,20,3,guarded_GP,3,0.0,1
R12,20,3,residual_GP,3,0.0,1
R12,20,3,DR_BGS,3,0.0,1
R12,20,4,standard_GP,3,0.0,1
R12,20,4,guarded_GP,3,0.0,1
R12,20,4,residual_GP,3,0.0,1
R12,20,4,DR_BGS,3,0.0,1
R13,12,0,standard_GP,6,0.0,0
R13,12,0,guarded_GP,1,0.0,1
R13,12,0,residual_GP,1,0.0,1
R13,12,0,DR_BGS,1,0.0,1
R13,12,1,standard_GP,3,0.0063328892401093625,0
R13,12,1,guarded_GP,1,0.0,1
R13,12,1,residual_GP,1,0.0,1
R13,12,1,DR_BGS,1,0.0,1
R13,12,2,standard_GP,6,0.0,0
R13,12,2,guarded_GP,1,0.0,1
R13,12,2,residual_GP,1,0.0,1
R13,12,2,DR_BGS,1,0.0,1
R13,12,3,standard_GP,3,0.0063328892401093625,0
R13,12,3,guarded_GP,1,0.0,1
R13,12,3,residual_GP,1,0.0,1
R13,12,3,DR_BGS,1,0.0,1
R13,12,4,standard_GP,0,0.0,0
R13,12,4,guarded_GP,1,0.0,1
R13,12,4,residual_GP,1,0.0,1
R13,12,4,DR_BGS,1,0.0,1
R13,20,0,standard_GP,1,0.0,1
R13,20,0,guarded_GP,1,0.0,1
R13,20,0,residual_GP,1,0.0,1
R13,20,0,DR_BGS,1,0.0,1
R13,20,1,standard_GP,1,0.0,1
R13,20,1,guarded_GP,1,0.0,1
R13,20,1,residual_GP,1,0.0,1
R13,20,1,DR_BGS,1,0.0,1
R13,20,2,standard_GP,1,0.0,1
R13,20,2,guarded_GP,1,0.0,1
R13,20,2,residual_GP,1,0.0,1
R13,20,2,DR_BGS,1,0.0,1
R13,20,3,standard_GP,1,0.0,1
R13,20,3,guarded_GP,1,0.0,1
R13,20,3,residual_GP,1,0.0,1
R13,20,3,DR_BGS,1,0.0,1
R13,20,4,standard_GP,1,0.0,1
R13,20,4,guarded_GP,1,0.0,1
R13,20,4,residual_GP,1,0.0,1
R13,20,4,DR_BGS,1,0.0,1
R17,12,0,standard_GP,0,0.0,1
R17,12,0,guarded_GP,0,0.0,1
R17,12,0,residual_GP,0,0.0,1
R17,12,0,DR_BGS,0,0.0,1
R17,12,1,standard_GP,0,0.0,1
R17,12,1,guarded_GP,0,0.0,1
R17,12,1,residual_GP,0,0.0,1
R17,12,1,DR_BGS,0,0.0,1
R17,12,2,standard_GP,0,0.0,1
R17,12,2,guarded_GP,0,0.0,1
R17,12,2,residual_GP,0,0.0,1
R17,12,2,DR_BGS,0,0.0,1
R17,12,3,standard_GP,0,0.0,1
R17,12,3,guarded_GP,0,0.0,1
R17,12,3,residual_GP,0,0.0,1
R17,12,3,DR_BGS,0,0.0,1
R17,12,4,standard_GP,0,0.0,1
R17,12,4,guarded_GP,0,0.0,1
R17,12,4,residual_GP,0,0.0,1
R17,12,4,DR_BGS,0,0.0,1
R17,20,0,standard_GP,0,0.0,1
R17,20,0,guarded_GP,0,0.0,1
R17,20,0,residual_GP,0,0.0,1
R17,20,0,DR_BGS,0,0.0,1
R17,20,1,standard_GP,0,0.0,1
R17,20,1,guarded_GP,0,0.0,1
R17,20,1,residual_GP,0,0.0,1
R17,20,1,DR_BGS,0,0.0,1
R17,20,2,standard_GP,0,0.0,1
R17,20,2,guarded_GP,0,0.0,1
R17,20,2,residual_GP,0,0.0,1
R17,20,2,DR_BGS,0,0.0,1
R17,20,3,standard_GP,0,0.0,1
R17,20,3,guarded_GP,0,0.0,1
R17,20,3,residual_GP,0,0.0,1
R17,20,3,DR_BGS,0,0.0,1
R17,20,4,standard_GP,0,0.0,1
R17,20,4,guarded_GP,0,0.0,1
R17,20,4,residual_GP,0,0.0,1
R17,20,4,DR_BGS,0,0.0,1
R18,12,0,standard_GP,0,0.0,0
R18,12,0,guarded_GP,1,0.0,1
R18,12,0,residual_GP,1,0.0,1
R18,12,0,DR_BGS,1,0.0,1
R18,12,1,standard_GP,0,0.0,0
R18,12,1,guarded_GP,1,0.0,1
R18,12,1,residual_GP,1,0.0,1
R18,12,1,DR_BGS,1,0.0,1
R18,12,2,standard_GP,0,0.0,0
R18,12,2,guarded_GP,1,0.0,1
R18,12,2,residual_GP,1,0.0,1
R18,12,2,DR_BGS,1,0.0,1
R18,12,3,standard_GP,0,0.0,0
R18,12,3,guarded_GP,1,0.0,1
R18,12,3,residual_GP,1,0.0,1
R18,12,3,DR_BGS,1,0.0,1
R18,12,4,standard_GP,0,0.0,0
R18,12,4,guarded_GP,1,0.0,1
R18,12,4,residual_GP,1,0.0,1
R18,12,4,DR_BGS,1,0.0,1
R18,20,0,standard_GP,1,0.0,1
R18,20,0,guarded_GP,1,0.0,1
R18,20,0,residual_GP,1,0.0,1
R18,20,0,DR_BGS,1,0.0,1
R18,20,1,standard_GP,1,0.0,1
R18,20,1,guarded_GP,1,0.0,1
R18,20,1,residual_GP,1,0.0,1
R18,20,1,DR_BGS,1,0.0,1
R18,20,2,standard_GP,1,0.0,1
R18,20,2,guarded_GP,1,0.0,1
R18,20,2,residual_GP,1,0.0,1
R18,20,2,DR_BGS,1,0.0,1
R18,20,3,standard_GP,0,0.0,0
R18,20,3,guarded_GP,1,0.0,1
R18,20,3,residual_GP,1,0.0,1
R18,20,3,DR_BGS,1,0.0,1
R18,20,4,standard_GP,1,0.0,1
R18,20,4,guarded_GP,1,0.0,1
R18,20,4,residual_GP,1,0.0,1
R18,20,4,DR_BGS,1,0.0,1
R20,12,0,standard_GP,0,0.0,1
R20,12,0,guarded_GP,0,0.0,1
R20,12,0,residual_GP,0,0.0,1
R20,12,0,DR_BGS,0,0.0,1
R20,12,1,standard_GP,0,0.0,1
R20,12,1,guarded_GP,0,0.0,1
R20,12,1,residual_GP,0,0.0,1
R20,12,1,DR_BGS,0,0.0,1
R20,12,2,standard_GP,0,0.0,1
R20,12,2,guarded_GP,0,0.0,1
R20,12,2,residual_GP,0,0.0,1
R20,12,2,DR_BGS,0,0.0,1
R20,12,3,standard_GP,0,0.0,1
R20,12,3,guarded_GP,0,0.0,1
R20,12,3,residual_GP,0,0.0,1
R20,12,3,DR_BGS,0,0.0,1
R20,12,4,standard_GP,0,0.0,1
R20,12,4,guarded_GP,0,0.0,1
R20,12,4,residual_GP,0,0.0,1
R20,12,4,DR_BGS,0,0.0,1
R20,20,0,standard_GP,0,0.0,1
R20,20,0,guarded_GP,0,0.0,1
R20,20,0,residual_GP,0,0.0,1
R20,20,0,DR_BGS,0,0.0,1
R20,20,1,standard_GP,0,0.0,1
R20,20,1,guarded_GP,0,0.0,1
R20,20,1,residual_GP,0,0.0,1
R20,20,1,DR_BGS,0,0.0,1
R20,20,2,standard_GP,0,0.0,1
R20,20,2,guarded_GP,0,0.0,1
R20,20,2,residual_GP,0,0.0,1
R20,20,2,DR_BGS,0,0.0,1
R20,20,3,standard_GP,0,0.0,1
R20,20,3,guarded_GP,0,0.0,1
R20,20,3,residual_GP,0,0.0,1
R20,20,3,DR_BGS,0,0.0,1
R20,20,4,standard_GP,0,0.0,1
R20,20,4,guarded_GP,0,0.0,1
R20,20,4,residual_GP,0,0.0,1
R20,20,4,DR_BGS,0,0.0,1
R22,12,0,standard_GP,0,0.0,1
R22,12,0,guarded_GP,0,0.0,1
R22,12,0,residual_GP,0,0.0,1
R22,12,0,DR_BGS,0,0.0,1
R22,12,1,standard_GP,0,0.0,1
R22,12,1,guarded_GP,0,0.0,1
R22,12,1,residual_GP,0,0.0,1
R22,12,1,DR_BGS,0,0.0,1
R22,12,2,standard_GP,0,0.0,1
R22,12,2,guarded_GP,0,0.0,1
R22,12,2,residual_GP,0,0.0,1
R22,12,2,DR_BGS,0,0.0,1
R22,12,3,standard_GP,0,0.0,1
R22,12,3,guarded_GP,0,0.0,1
R22,12,3,residual_GP,0,0.0,1
R22,12,3,DR_BGS,0,0.0,1
R22,12,4,standard_GP,0,0.0,1
R22,12,4,guarded_GP,0,0.0,1
R22,12,4,residual_GP,0,0.0,1
R22,12,4,DR_BGS,0,0.0,1
R22,20,0,standard_GP,0,0.0,1
R22,20,0,guarded_GP,0,0.0,1
R22,20,0,residual_GP,0,0.0,1
R22,20,0,DR_BGS,0,0.0,1
R22,20,1,standard_GP,0,0.0,1
R22,20,1,guarded_GP,0,0.0,1
R22,20,1,residual_GP,0,0.0,1
R22,20,1,DR_BGS,0,0.0,1
R22,20,2,standard_GP,0,0.0,1
R22,20,2,guarded_GP,0,0.0,1
R22,20,2,residual_GP,0,0.0,1
R22,20,2,DR_BGS,0,0.0,1
R22,20,3,standard_GP,0,0.0,1
R22,20,3,guarded_GP,0,0.0,1
R22,20,3,residual_GP,0,0.0,1
R22,20,3,DR_BGS,0,0.0,1
R22,20,4,standard_GP,0,0.0,1
R22,20,4,guarded_GP,0,0.0,1
R22,20,4,residual_GP,0,0.0,1
R22,20,4,DR_BGS,0,0.0,1
R23,12,0,standard_GP,0,0.0,1
R23,12,0,guarded_GP,0,0.0,1
R23,12,0,residual_GP,0,0.0,1
R23,12,0,DR_BGS,0,0.0,1
R23,12,1,standard_GP,0,0.0,1
R23,12,1,guarded_GP,0,0.0,1
R23,12,1,residual_GP,0,0.0,1
R23,12,1,DR_BGS,0,0.0,1
R23,12,2,standard_GP,0,0.0,1
R23,12,2,guarded_GP,0,0.0,1
R23,12,2,residual_GP,0,0.0,1
R23,12,2,DR_BGS,0,0.0,1
R23,12,3,standard_GP,0,0.0,1
R23,12,3,guarded_GP,0,0.0,1
R23,12,3,residual_GP,0,0.0,1
R23,12,3,DR_BGS,0,0.0,1
R23,12,4,standard_GP,0,0.0,1
R23,12,4,guarded_GP,0,0.0,1
R23,12,4,residual_GP,0,0.0,1
R23,12,4,DR_BGS,0,0.0,1
R23,20,0,standard_GP,0,0.0,1
R23,20,0,guarded_GP,0,0.0,1
R23,20,0,residual_GP,0,0.0,1
R23,20,0,DR_BGS,0,0.0,1
R23,20,1,standard_GP,0,0.0,1
R23,20,1,guarded_GP,0,0.0,1
R23,20,1,residual_GP,0,0.0,1
R23,20,1,DR_BGS,0,0.0,1
R23,20,2,standard_GP,0,0.0,1
R23,20,2,guarded_GP,0,0.0,1
R23,20,2,residual_GP,0,0.0,1
R23,20,2,DR_BGS,0,0.0,1
R23,20,3,standard_GP,0,0.0,1
R23,20,3,guarded_GP,0,0.0,1
R23,20,3,residual_GP,0,0.0,1
R23,20,3,DR_BGS,0,0.0,1
R23,20,4,standard_GP,0,0.0,1
R23,20,4,guarded_GP,0,0.0,1
R23,20,4,residual_GP,0,0.0,1
R23,20,4,DR_BGS,0,0.0,1
R24,12,0,standard_GP,0,0.0,1
R24,12,0,guarded_GP,0,0.0,1
R24,12,0,residual_GP,0,0.0,1
R24,12,0,DR_BGS,0,0.0,1
R24,12,1,standard_GP,0,0.0,1
R24,12,1,guarded_GP,0,0.0,1
R24,12,1,residual_GP,0,0.0,1
R24,12,1,DR_BGS,0,0.0,1
R24,12,2,standard_GP,0,0.0,1
R24,12,2,guarded_GP,0,0.0,1
R24,12,2,residual_GP,0,0.0,1
R24,12,2,DR_BGS,0,0.0,1
R24,12,3,standard_GP,0,0.0,1
R24,12,3,guarded_GP,0,0.0,1
R24,12,3,residual_GP,0,0.0,1
R24,12,3,DR_BGS,0,0.0,1
R24,12,4,standard_GP,0,0.0,1
R24,12,4,guarded_GP,0,0.0,1
R24,12,4,residual_GP,0,0.0,1
R24,12,4,DR_BGS,0,0.0,1
R24,20,0,standard_GP,0,0.0,1
R24,20,0,guarded_GP,0,0.0,1
R24,20,0,residual_GP,0,0.0,1
R24,20,0,DR_BGS,0,0.0,1
R24,20,1,standard_GP,0,0.0,1
R24,20,1,guarded_GP,0,0.0,1
R24,20,1,residual_GP,0,0.0,1
R24,20,1,DR_BGS,0,0.0,1
R24,20,2,standard_GP,0,0.0,1
R24,20,2,guarded_GP,0,0.0,1
R24,20,2,residual_GP,0,0.0,1
R24,20,2,DR_BGS,0,0.0,1
R24,20,3,standard_GP,0,0.0,1
R24,20,3,guarded_GP,0,0.0,1
R24,20,3,residual_GP,0,0.0,1
R24,20,3,DR_BGS,0,0.0,1
R24,20,4,standard_GP,0,0.0,1
R24,20,4,guarded_GP,0,0.0,1
R24,20,4,residual_GP,0,0.0,1
R24,20,4,DR_BGS,0,0.0,1
V01,12,0,standard_GP,145,0.0032778340303448884,0
V01,12,0,guarded_GP,184,0.00878082831833419,0
V01,12,0,residual_GP,100,0.0,0
V01,12,0,DR_BGS,177,0.010665480692701462,0
V01,12,1,standard_GP,99,0.0,0
V01,12,1,guarded_GP,184,0.00878082831833419,0
V01,12,1,residual_GP,184,0.00878082831833419,0
V01,12,1,DR_BGS,177,0.010665480692701462,0
V01,12,2,standard_GP,143,0.0008968647075986424,0
V01,12,2,guarded_GP,184,0.00878082831833419,0
V01,12,2,residual_GP,99,0.0,0
V01,12,2,DR_BGS,177,0.010665480692701462,0
V01,12,3,standard_GP,180,0.006446630737505509,0
V01,12,3,guarded_GP,184,0.00878082831833419,0
V01,12,3,residual_GP,184,0.00878082831833419,0
V01,12,3,DR_BGS,177,0.010665480692701462,0
V01,12,4,standard_GP,184,0.00878082831833419,0
V01,12,4,guarded_GP,184,0.00878082831833419,0
V01,12,4,residual_GP,119,0.0,0
V01,12,4,DR_BGS,177,0.010665480692701462,0
V01,20,0,standard_GP,140,0.008749575902695652,0
V01,20,0,guarded_GP,184,0.00878082831833419,0
V01,20,0,residual_GP,100,0.0,0
V01,20,0,DR_BGS,100,0.0,0
V01,20,1,standard_GP,99,0.0,0
V01,20,1,guarded_GP,184,0.00878082831833419,0
V01,20,1,residual_GP,99,0.0,0
V01,20,1,DR_BGS,100,0.0,0
V01,20,2,standard_GP,99,0.0,0
V01,20,2,guarded_GP,184,0.00878082831833419,0
V01,20,2,residual_GP,99,0.0,0
V01,20,2,DR_BGS,100,0.0,0
V01,20,3,standard_GP,164,0.0,1
V01,20,3,guarded_GP,184,0.00878082831833419,0
V01,20,3,residual_GP,184,0.00878082831833419,0
V01,20,3,DR_BGS,100,0.0,0
V01,20,4,standard_GP,184,0.00878082831833419,0
V01,20,4,guarded_GP,184,0.00878082831833419,0
V01,20,4,residual_GP,119,0.0,0
V01,20,4,DR_BGS,100,0.0,0
V02,12,0,standard_GP,0,0.0,1
V02,12,0,guarded_GP,0,0.0,1
V02,12,0,residual_GP,0,0.0,1
V02,12,0,DR_BGS,0,0.0,1
V02,12,1,standard_GP,0,0.0,1
V02,12,1,guarded_GP,0,0.0,1
V02,12,1,residual_GP,0,0.0,1
V02,12,1,DR_BGS,0,0.0,1
V02,12,2,standard_GP,0,0.0,1
V02,12,2,guarded_GP,0,0.0,1
V02,12,2,residual_GP,0,0.0,1
V02,12,2,DR_BGS,0,0.0,1
V02,12,3,standard_GP,0,0.0,1
V02,12,3,guarded_GP,0,0.0,1
V02,12,3,residual_GP,0,0.0,1
V02,12,3,DR_BGS,0,0.0,1
V02,12,4,standard_GP,0,0.0,1
V02,12,4,guarded_GP,0,0.0,1
V02,12,4,residual_GP,0,0.0,1
V02,12,4,DR_BGS,0,0.0,1
V02,20,0,standard_GP,0,0.0,1
V02,20,0,guarded_GP,0,0.0,1
V02,20,0,residual_GP,0,0.0,1
V02,20,0,DR_BGS,0,0.0,1
V02,20,1,standard_GP,0,0.0,1
V02,20,1,guarded_GP,0,0.0,1
V02,20,1,residual_GP,0,0.0,1
V02,20,1,DR_BGS,0,0.0,1
V02,20,2,standard_GP,0,0.0,1
V02,20,2,guarded_GP,0,0.0,1
V02,20,2,residual_GP,0,0.0,1
V02,20,2,DR_BGS,0,0.0,1
V02,20,3,standard_GP,0,0.0,1
V02,20,3,guarded_GP,0,0.0,1
V02,20,3,residual_GP,0,0.0,1
V02,20,3,DR_BGS,0,0.0,1
V02,20,4,standard_GP,0,0.0,1
V02,20,4,guarded_GP,0,0.0,1
V02,20,4,residual_GP,0,0.0,1
V02,20,4,DR_BGS,0,0.0,1
V03,12,0,standard_GP,0,0.0,1
V03,12,0,guarded_GP,0,0.0,1
V03,12,0,residual_GP,0,0.0,1
V03,12,0,DR_BGS,0,0.0,1
V03,12,1,standard_GP,0,0.0,1
V03,12,1,guarded_GP,0,0.0,1
V03,12,1,residual_GP,0,0.0,1
V03,12,1,DR_BGS,0,0.0,1
V03,12,2,standard_GP,0,0.0,1
V03,12,2,guarded_GP,0,0.0,1
V03,12,2,residual_GP,0,0.0,1
V03,12,2,DR_BGS,0,0.0,1
V03,12,3,standard_GP,0,0.0,1
V03,12,3,guarded_GP,0,0.0,1
V03,12,3,residual_GP,0,0.0,1
V03,12,3,DR_BGS,0,0.0,1
V03,12,4,standard_GP,0,0.0,1
V03,12,4,guarded_GP,0,0.0,1
V03,12,4,residual_GP,0,0.0,1
V03,12,4,DR_BGS,0,0.0,1
V03,20,0,standard_GP,0,0.0,1
V03,20,0,guarded_GP,0,0.0,1
V03,20,0,residual_GP,0,0.0,1
V03,20,0,DR_BGS,0,0.0,1
V03,20,1,standard_GP,0,0.0,1
V03,20,1,guarded_GP,0,0.0,1
V03,20,1,residual_GP,0,0.0,1
V03,20,1,DR_BGS,0,0.0,1
V03,20,2,standard_GP,0,0.0,1
V03,20,2,guarded_GP,0,0.0,1
V03,20,2,residual_GP,0,0.0,1
V03,20,2,DR_BGS,0,0.0,1
V03,20,3,standard_GP,0,0.0,1
V03,20,3,guarded_GP,0,0.0,1
V03,20,3,residual_GP,0,0.0,1
V03,20,3,DR_BGS,0,0.0,1
V03,20,4,standard_GP,0,0.0,1
V03,20,4,guarded_GP,0,0.0,1
V03,20,4,residual_GP,0,0.0,1
V03,20,4,DR_BGS,0,0.0,1
V04,12,0,standard_GP,0,0.0,0
V04,12,0,guarded_GP,3,0.0,1
V04,12,0,residual_GP,3,0.0,1
V04,12,0,DR_BGS,3,0.0,1
V04,12,1,standard_GP,0,0.0,0
V04,12,1,guarded_GP,3,0.0,1
V04,12,1,residual_GP,3,0.0,1
V04,12,1,DR_BGS,3,0.0,1
V04,12,2,standard_GP,0,0.0,0
V04,12,2,guarded_GP,3,0.0,1
V04,12,2,residual_GP,3,0.0,1
V04,12,2,DR_BGS,3,0.0,1
V04,12,3,standard_GP,3,0.0,1
V04,12,3,guarded_GP,3,0.0,1
V04,12,3,residual_GP,3,0.0,1
V04,12,3,DR_BGS,3,0.0,1
V04,12,4,standard_GP,0,0.0,0
V04,12,4,guarded_GP,3,0.0,1
V04,12,4,residual_GP,3,0.0,1
V04,12,4,DR_BGS,3,0.0,1
V04,20,0,standard_GP,0,0.0,0
V04,20,0,guarded_GP,3,0.0,1
V04,20,0,residual_GP,3,0.0,1
V04,20,0,DR_BGS,3,0.0,1
V04,20,1,standard_GP,3,0.0,1
V04,20,1,guarded_GP,3,0.0,1
V04,20,1,residual_GP,3,0.0,1
V04,20,1,DR_BGS,3,0.0,1
V04,20,2,standard_GP,3,0.0,1
V04,20,2,guarded_GP,3,0.0,1
V04,20,2,residual_GP,3,0.0,1
V04,20,2,DR_BGS,3,0.0,1
V04,20,3,standard_GP,3,0.0,1
V04,20,3,guarded_GP,3,0.0,1
V04,20,3,residual_GP,3,0.0,1
V04,20,3,DR_BGS,3,0.0,1
V04,20,4,standard_GP,3,0.0,1
V04,20,4,guarded_GP,3,0.0,1
V04,20,4,residual_GP,3,0.0,1
V04,20,4,DR_BGS,3,0.0,1
V05,12,0,standard_GP,0,0.0,0
V05,12,0,guarded_GP,1,0.0,1
V05,12,0,residual_GP,1,0.0,1
V05,12,0,DR_BGS,1,0.0,1
V05,12,1,standard_GP,0,0.0,0
V05,12,1,guarded_GP,1,0.0,1
V05,12,1,residual_GP,1,0.0,1
V05,12,1,DR_BGS,1,0.0,1
V05,12,2,standard_GP,1,0.0,1
V05,12,2,guarded_GP,1,0.0,1
V05,12,2,residual_GP,1,0.0,1
V05,12,2,DR_BGS,1,0.0,1
V05,12,3,standard_GP,1,0.0,1
V05,12,3,guarded_GP,1,0.0,1
V05,12,3,residual_GP,1,0.0,1
V05,12,3,DR_BGS,1,0.0,1
V05,12,4,standard_GP,1,0.0,1
V05,12,4,guarded_GP,1,0.0,1
V05,12,4,residual_GP,1,0.0,1
V05,12,4,DR_BGS,1,0.0,1
V05,20,0,standard_GP,1,0.0,1
V05,20,0,guarded_GP,1,0.0,1
V05,20,0,residual_GP,1,0.0,1
V05,20,0,DR_BGS,1,0.0,1
V05,20,1,standard_GP,1,0.0,1
V05,20,1,guarded_GP,1,0.0,1
V05,20,1,residual_GP,1,0.0,1
V05,20,1,DR_BGS,1,0.0,1
V05,20,2,standard_GP,1,0.0,1
V05,20,2,guarded_GP,1,0.0,1
V05,20,2,residual_GP,1,0.0,1
V05,20,2,DR_BGS,1,0.0,1
V05,20,3,standard_GP,1,0.0,1
V05,20,3,guarded_GP,1,0.0,1
V05,20,3,residual_GP,1,0.0,1
V05,20,3,DR_BGS,1,0.0,1
V05,20,4,standard_GP,1,0.0,1
V05,20,4,guarded_GP,1,0.0,1
V05,20,4,residual_GP,1,0.0,1
V05,20,4,DR_BGS,1,0.0,1
V06,12,0,standard_GP,6,0.0,0
V06,12,0,guarded_GP,1,0.0,0
V06,12,0,residual_GP,15,0.0,0
V06,12,0,DR_BGS,1,0.0,0
V06,12,1,standard_GP,0,0.0,0
V06,12,1,guarded_GP,1,0.0,0
V06,12,1,residual_GP,1,0.0,0
V06,12,1,DR_BGS,1,0.0,0
V06,12,2,standard_GP,6,0.0,0
V06,12,2,guarded_GP,1,0.0,0
V06,12,2,residual_GP,3,0.0,0
V06,12,2,DR_BGS,1,0.0,0
V06,12,3,standard_GP,0,0.0,0
V06,12,3,guarded_GP,1,0.0,0
V06,12,3,residual_GP,15,0.0,0
V06,12,3,DR_BGS,1,0.0,0
V06,12,4,standard_GP,0,0.0,0
V06,12,4,guarded_GP,1,0.0,0
V06,12,4,residual_GP,15,0.0,0
V06,12,4,DR_BGS,1,0.0,0
V06,20,0,standard_GP,15,0.0,0
V06,20,0,guarded_GP,1,0.0,0
V06,20,0,residual_GP,1,0.0,0
V06,20,0,DR_BGS,1,0.0,0
V06,20,1,standard_GP,2,0.0,1
V06,20,1,guarded_GP,1,0.0,0
V06,20,1,residual_GP,1,0.0,0
V06,20,1,DR_BGS,1,0.0,0
V06,20,2,standard_GP,2,0.0,1
V06,20,2,guarded_GP,1,0.0,0
V06,20,2,residual_GP,1,0.0,0
V06,20,2,DR_BGS,1,0.0,0
V06,20,3,standard_GP,2,0.0,1
V06,20,3,guarded_GP,1,0.0,0
V06,20,3,residual_GP,1,0.0,0
V06,20,3,DR_BGS,1,0.0,0
V06,20,4,standard_GP,2,0.0,1
V06,20,4,guarded_GP,1,0.0,0
V06,20,4,residual_GP,1,0.0,0
V06,20,4,DR_BGS,1,0.0,0
V07,12,0,standard_GP,0,0.0,1
V07,12,0,guarded_GP,0,0.0,1
V07,12,0,residual_GP,0,0.0,1
V07,12,0,DR_BGS,0,0.0,1
V07,12,1,standard_GP,0,0.0,1
V07,12,1,guarded_GP,0,0.0,1
V07,12,1,residual_GP,0,0.0,1
V07,12,1,DR_BGS,0,0.0,1
V07,12,2,standard_GP,0,0.0,1
V07,12,2,guarded_GP,0,0.0,1
V07,12,2,residual_GP,0,0.0,1
V07,12,2,DR_BGS,0,0.0,1
V07,12,3,standard_GP,0,0.0,1
V07,12,3,guarded_GP,0,0.0,1
V07,12,3,residual_GP,0,0.0,1
V07,12,3,DR_BGS,0,0.0,1
V07,12,4,standard_GP,0,0.0,1
V07,12,4,guarded_GP,0,0.0,1
V07,12,4,residual_GP,0,0.0,1
V07,12,4,DR_BGS,0,0.0,1
V07,20,0,standard_GP,0,0.0,1
V07,20,0,guarded_GP,0,0.0,1
V07,20,0,residual_GP,0,0.0,1
V07,20,0,DR_BGS,0,0.0,1
V07,20,1,standard_GP,0,0.0,1
V07,20,1,guarded_GP,0,0.0,1
V07,20,1,residual_GP,0,0.0,1
V07,20,1,DR_BGS,0,0.0,1
V07,20,2,standard_GP,0,0.0,1
V07,20,2,guarded_GP,0,0.0,1
V07,20,2,residual_GP,0,0.0,1
V07,20,2,DR_BGS,0,0.0,1
V07,20,3,standard_GP,0,0.0,1
V07,20,3,guarded_GP,0,0.0,1
V07,20,3,residual_GP,0,0.0,1
V07,20,3,DR_BGS,0,0.0,1
V07,20,4,standard_GP,0,0.0,1
V07,20,4,guarded_GP,0,0.0,1
V07,20,4,residual_GP,0,0.0,1
V07,20,4,DR_BGS,0,0.0,1
V08,12,0,standard_GP,0,0.0,1
V08,12,0,guarded_GP,0,0.0,1
V08,12,0,residual_GP,0,0.0,1
V08,12,0,DR_BGS,0,0.0,1
V08,12,1,standard_GP,0,0.0,1
V08,12,1,guarded_GP,0,0.0,1
V08,12,1,residual_GP,0,0.0,1
V08,12,1,DR_BGS,0,0.0,1
V08,12,2,standard_GP,0,0.0,1
V08,12,2,guarded_GP,0,0.0,1
V08,12,2,residual_GP,0,0.0,1
V08,12,2,DR_BGS,0,0.0,1
V08,12,3,standard_GP,0,0.0,1
V08,12,3,guarded_GP,0,0.0,1
V08,12,3,residual_GP,0,0.0,1
