quantity,point_estimate,ci_2.5,bootstrap_median,ci_97.5
mu_max_tok_s,53.6137586752195,52.370951666409795,53.59667678586381,54.89724547931902
beta_per_KV_percentage_point,0.034451374217259634,0.03173259737997733,0.034444722007475434,0.0371711784438486
normalized_beta_over_observed_0_to_36.53pct_interval,1.2585087001564945,1.1591917822905717,1.2582656949330777,1.3578631485537898
service_fraction_at_max_observed_pressure,0.28407735528171624,0.2572098093474415,0.28414639595122154,0.3137396483808683
