scenario_id,design,K,mu_max,rho,arrival_scv,mean_jump_fraction,tau,qH,beta,jump_cv,cloud_cost_multiplier,deactivation_mean,lambda_H,lambda_L,mean_H,mean_L,cv_H,cv_L,cW,cB,cL,cC,policy_count,diffusion_best_idx,exhaustive_train_idx,holdout_oracle_idx,single_train_idx,selection_idx,final_idx,selection_candidate_count,certified,fallback,certificate_stage_reps,certificate_ambiguous_count,certificate_simulation_count,algorithm_simulation_count,exhaustive_simulation_count,work_reduction,holdout_regret_vs_exhaustive,holdout_regret_vs_oracle,hysteresis_gain_vs_best_single,adaptive_gain_vs_best_single,exhaustive_holdout_objective,adaptive_holdout_objective,single_holdout_objective,selected_alpha_on,selected_alpha_off,exhaustive_alpha_on,exhaustive_alpha_off,pareto_count,distinct_weight_optima,robust_idx,robust_max_additive_regret,equal_weight_idx,elapsed_seconds
I21,frozen_iid59,37.20213639744401,111.60640919233202,0.6347410709917438,1.0,0.050707038331294786,3.5606341024575867,0.4567046446765019,0.9706133862356123,1.8517953522861395,0.4542840903621534,1.5805088095071556,14.913761644318669,24.003063622736853,2.169371679757938,1.6034486328645627,1.8517953522861395,1.8517953522861395,1.0,10.0,2.5,0.25,190,0,0,3,0,2,0,36,0,1,20,4,720,1038,3830,0.7289817232375979,0.0,0.0016603017603520347,-0.0002399461393467071,-0.0002399461393467071,0.48965371999644114,0.48965371999644114,0.48953625766134506,1.8601068198722004,1.8601068198722004,1.8601068198722004,1.8601068198722004,86,7,43,0.46510860470851995,3,29.457045555114746
I22,frozen_iid59,66.71123093291942,200.13369279875826,0.8367879786739204,1.0,0.06719141773240524,0.6236171940396114,0.5393955212678431,1.3051829544514355,1.5603493995292332,0.7512887237387215,0.9495919876638135,17.52396504274545,20.24566811728841,5.154785512815254,3.8100588572982312,1.5603493995292332,1.5603493995292332,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,34,1,0,15,0,230,532,3830,0.8610966057441254,0.0,0.0,0.00042555678525938215,0.00042555678525938215,0.98528591524969,0.98528591524969,0.9857053888661887,3.3355615466459714,3.3355615466459714,3.3355615466459714,3.3355615466459714,119,7,114,0.4619540830080863,0,28.790217876434326
I23,frozen_iid59,49.09917121304909,147.29751363914727,0.8914672668110005,1.0,0.07017506000269638,2.9961697214209755,0.2210775755395247,1.0502781976540225,1.0273113297362368,3.0914516561182728,1.3488247969987697,7.32640151811583,34.92361119370516,3.9623678788521395,2.9287066930646253,1.0273113297362368,1.0273113297362368,1.0,10.0,2.5,0.25,190,0,0,1,0,0,0,34,0,1,20,4,680,982,3830,0.743603133159269,0.0,0.012817853016398834,-0.0217209661721314,-0.0217209661721314,2.56308587584555,2.56308587584555,2.508596731109599,2.4549585606524547,2.4549585606524547,2.4549585606524547,2.4549585606524547,104,7,74,0.4487969462636825,5,31.33743906021118
I24,frozen_iid59,69.98230438570329,209.94691315710986,0.8334722412876272,1.0,0.07626835908164652,3.2359023369600535,0.3676239688491726,0.8701070764378083,1.4064757368924194,3.346732142526007,1.6376846768104794,10.480306197423642,24.390711385258797,6.138050848287389,4.536820192212418,1.4064757368924194,1.4064757368924194,1.0,10.0,2.5,0.25,190,0,1,1,0,1,1,37,1,0,15,0,341,667,3830,0.8258485639686683,0.0,0.0,0.011217248817237159,0.011217248817237159,1.357782010989528,1.357782010989528,1.3731853729905537,6.998230438570328,3.4991152192851644,6.998230438570328,3.4991152192851644,122,10,42,0.4501365924956715,1,25.673924446105957
I25,frozen_iid59,33.07780659602055,99.23341978806165,0.5828679515106305,1.0,0.06629257301097222,1.160030589137874,0.5607393800791501,0.8655205798096646,0.7839109867768906,0.9248832365431643,1.326196429273736,12.861445228916145,13.631068499058093,2.521734845130937,1.863890972488084,0.7839109867768906,0.7839109867768906,1.0,10.0,2.5,0.25,190,18,11,24,9,17,29,47,0,1,20,31,940,1346,3830,0.6485639686684073,0.0,0.027430460654775668,-0.021875001427469266,0.005698672528366482,0.2461461217618916,0.23950425959922514,0.24087693839074953,13.23112263840822,3.307780659602055,8.269451649005138,3.307780659602055,89,8,32,0.38518591527618146,1,22.588828086853027
I26,frozen_iid59,77.69070096156705,233.07210288470114,0.706863833727716,4.0,0.0700207647062234,0.9384610821732889,0.6623568355282923,0.7274194761081747,0.713654297845442,1.0029448405592054,1.7958071740508068,17.443127261449433,12.030099054781227,6.255956635675167,4.623967948107732,0.713654297845442,0.713654297845442,1.0,10.0,2.5,0.25,190,0,1,1,0,0,0,33,1,0,10,0,213,507,3830,0.8676240208877285,0.00699936401855509,0.00699936401855509,-0.019595648992262113,-0.026732170091293878,0.8169687969929336,0.8226870589948881,0.8012674414611333,3.8845350480783525,3.8845350480783525,7.769070096156705,3.8845350480783525,134,4,93,0.500185708820914,1,25.894880056381226
I27,frozen_iid59,30.33872797114482,91.01618391343446,0.6985251413228462,4.0,0.0832159285025057,3.0079148573723464,0.3311903555887179,0.7246352075668352,1.9547794750872014,0.9917158465095118,0.514593121832261,7.252315254255477,19.81437758459934,2.9033652303593205,2.1459656050481937,1.9547794750872014,1.9547794750872014,1.0,10.0,2.5,0.25,190,0,1,0,1,4,4,40,1,0,15,0,384,734,3830,0.808355091383812,0.005651507247815154,0.009300646180343633,0.0014755827941883724,-0.004167585186770674,0.876202234091211,0.8811540973677293,0.8774970536455213,4.5508091956717225,3.0338727971144817,3.0338727971144817,1.516936398557241,118,5,62,0.45395131501279845,0,20.2289035320282
I28,frozen_iid59,69.98987794096112,209.96963382288337,0.7878430031689174,4.0,0.061328025084978074,0.3463781349390977,0.5802625111070135,1.2062670523363317,1.8249038668612647,0.5889955897112426,1.8769947725379534,19.445926070508072,19.03096418090327,4.93619213856649,3.6484898415491447,1.8249038668612647,1.8249038668612647,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,34,1,0,10,0,240,542,3830,0.858485639686684,0.0,0.0,-0.0043778689249229985,-0.0043778689249229985,0.8131550288055333,0.8131550288055333,0.8096106594582048,3.4994938970480565,3.4994938970480565,3.4994938970480565,3.4994938970480565,132,4,87,0.48323447971102423,0,29.24871325492859
I29,frozen_iid59,52.77736133137873,158.33208399413618,0.7195264234452142,1.0,0.0606835851566574,0.73467163225205,0.7562065472274575,0.9081035257030471,1.165753768839624,1.4355859199787238,0.602351233036141,23.390492384438183,10.202342141082259,3.6831274258008584,2.722311575591939,1.165753768839624,1.165753768839624,1.0,10.0,2.5,0.25,190,0,0,0,0,2,2,34,1,0,20,0,342,644,3830,0.8318537859007833,0.02491243161071962,0.02491243161071962,0.009977229339658092,-0.01468664522747283,0.7740813424029641,0.793365590906712,0.7818823620457279,5.277736133137873,5.277736133137873,2.6388680665689366,2.6388680665689366,118,7,99,0.43961132777419065,0,26.032224416732788
I30,frozen_iid59,51.336957795293436,154.0108733858803,0.7562652874171163,4.0,0.06813217512940636,2.8996922868863013,0.694563947451445,1.1521423299393025,1.4226724837315228,0.39971187539050845,1.2639767241724515,20.112106671350297,11.965877154798623,4.022353388987857,2.973043809251894,1.4226724837315228,1.4226724837315228,1.0,10.0,2.5,0.25,190,0,0,1,0,15,0,45,0,1,20,4,900,1290,3830,0.6631853785900783,0.0,0.00873919367136219,-0.030430008950124886,-0.030430008950124886,1.5926501452533828,1.5926501452533828,1.5456170059294834,2.566847889764672,2.566847889764672,2.566847889764672,2.566847889764672,148,6,99,0.4995327720298067,1,19.439554691314697
