original_scenario_id,base_rho,base_tau,K,rho,qH,tau,candidate_labels,intervention_index,coarse_mean_feasible_policies,coarse_min_max_mean_ratio,exact_certifiable_policies,best_policy_idx,best_policy_upper,best_policy_mean_B_H,best_policy_mean_B_L,method_certified_runs,method_runs
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,0,8,0.47631514001684755,0.018045121253141606,0.015235115573726562,0,11
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,0,3,0.6408652578000311,0.03034522939523106,0.029121311586220944,0,11
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,0,0,0.8434626615593066,0.04844322131264848,0.04567562247778543,0,11
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,0,2,0.9480298277055218,0.06359383007124404,0.06476911584518998,0,11
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,0,56,0.985181478885102,0.1021763155824496,0.0975882986763485,0,11
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,0,28,0.9958563747187794,0.10659611877277342,0.10856879775778815,0,11
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,0,0,0.9958563747187794,0.11722118854951523,0.11714283420290608,0,11
BG02,0.7,2.0,40.0,0.4,0.2,2.0,load_path,0.4285714285714285,0,4.063522842761428,0,26,0.99983122885689,0.1483228275062343,0.14131078458321167,0,11
BG02,0.7,2.0,40.0,0.45,0.2,2.0,load_path,0.3571428571428571,0,6.630534959276795,0,4,0.9983811729701603,0.14677720964952692,0.14034701888646847,0,11
BG02,0.7,2.0,40.0,0.5,0.2,2.0,load_path,0.28571428571428564,0,7.129789829155091,0,36,0.9983811729701603,0.1657196693751172,0.1538560746797574,0,11
BG02,0.7,2.0,40.0,0.55,0.2,2.0,load_path,0.21428571428571416,0,9.226271853882684,0,104,0.99983122885689,0.18089592377733074,0.16964498083013207,0,11
BG02,0.7,2.0,40.0,0.6,0.2,2.0,load_path,0.14285714285714282,0,5.648808514098588,0,1,0.9958563747187794,0.1688613202838356,0.16480060056360651,0,11
BG02,0.7,2.0,40.0,0.65,0.2,2.0,load_path,0.07142857142857134,0,6.619153793066837,0,13,0.9983811729701603,0.18378822363521694,0.17849532809736152,0,11
BG02,0.7,2.0,40.0,0.7,0.2,2.0,baseline;capacity_path;delay_path;load_path,0.0,0,8.453582237200381,0,127,0.9983811729701603,0.2014474369378521,0.1945791358049136,0,11
BG02,0.7,2.0,60.0,0.7,0.2,2.0,capacity_path,0.5,0,5.310680928794157,0,3,0.985181478885102,0.13347471883743567,0.1277624883033909,0,11
BG02,0.7,2.0,80.0,0.7,0.2,2.0,capacity_path,1.0,0,1.2902290022150076,0,2,0.9675702718413236,0.12193192651908646,0.1117061284903501,0,11
BG02,0.7,2.0,120.0,0.7,0.2,2.0,capacity_path,2.0,0,1.2280935149709094,0,11,0.8492697634871661,0.07498107442944982,0.06952798061708242,0,11
BG02,0.7,2.0,100.0,0.7,0.2,2.0,capacity_path,1.5,0,2.3281788421938576,0,10,0.9002480485844134,0.08789526514548757,0.08403989297554458,0,11
BG02,0.7,2.0,160.0,0.7,0.2,2.0,capacity_path;joint_harder,3.0,0,1.5305443384950663,0,0,0.5761031822988487,0.039956695556097335,0.035590704864156636,0,11
BG02,0.7,2.0,200.0,0.7,0.2,2.0,capacity_path;joint_boundary,4.0,92,0.2688172043010752,0,17,0.4286140111323532,0.022380237111453455,0.023200704786990076,0,11
BG02,0.7,2.0,240.0,0.7,0.2,2.0,capacity_path;joint_boundary,5.0,104,0.0915750915750915,0,0,0.2803342891271908,0.01584184152581681,0.013993372864874445,0,11
BG02,0.7,2.0,40.0,0.7,0.2,0.1,delay_path,0.95,0,2.664460180413726,0,0,0.8722317344011091,0.06029898885032577,0.027837586076321537,0,11
BG02,0.7,2.0,40.0,0.7,0.2,0.25,delay_path,0.875,0,3.987544777813772,0,5,0.972200022205544,0.10149571557557496,0.07563596808707604,0,11
BG02,0.7,2.0,40.0,0.7,0.2,0.5,delay_path,0.75,0,4.375616938190575,0,0,0.985181478885102,0.10374346222704953,0.08482714024003134,0,11
BG02,0.7,2.0,40.0,0.7,0.2,1.0,delay_path,0.5,0,5.276323332265427,0,139,0.9983811729701603,0.17183568572646857,0.15787668883378855,0,11
BG02,0.7,2.0,60.0,0.25,0.2,2.0,joint_boundary,1.1428571428571428,2,0.7948489030929583,0,0,0.8317747490369354,0.0506109164698044,0.049404648410062715,0,11
BG02,0.7,2.0,60.0,0.2,0.2,2.0,joint_safer,1.2142857142857144,6,0.5905566711289604,0,0,0.666371580410444,0.0315403762382423,0.030559579101687242,0,11
BG02,0.7,2.0,60.0,0.3,0.2,2.0,joint_harder,1.0714285714285714,0,2.062636953960548,0,1,0.9166161933604736,0.05670448404391504,0.05314290580512928,0,11
BG02,0.7,2.0,80.0,0.25,0.2,2.0,joint_safer,1.6428571428571428,4,0.6069894466848993,0,6,0.5826425897042657,0.028424848863135087,0.027069829337661572,0,11
BG02,0.7,2.0,80.0,0.3,0.2,2.0,joint_boundary,1.5714285714285714,1,0.9346325027421274,0,0,0.6086602079182417,0.030726445124822418,0.03095765758280508,0,11
