original_scenario_id,base_rho,base_tau,K,rho,qH,tau,candidate_labels,intervention_index,coarse_mean_feasible_policies,coarse_min_max_mean_ratio,exact_certifiable_policies,best_policy_idx,best_policy_upper,best_policy_mean_B_H,best_policy_mean_B_L,method_certified_runs,method_runs
BG04,0.7,2.0,40.0,0.7,0.5,0.25,delay_path,0.875,0,7.228069321585445,0,189,1.0,0.2110775844097554,0.15075442374232254,0,11
BG04,0.7,2.0,40.0,0.7,0.5,0.5,delay_path,0.75,0,8.321889161345117,0,189,1.0,0.21713810732565217,0.16941623289354188,0,11
BG04,0.7,2.0,40.0,0.7,0.5,1.0,delay_path,0.5,0,8.95677170895912,0,8,0.99983122885689,0.19831474548151112,0.13968947337132215,0,11
BG04,0.7,2.0,60.0,0.1,0.5,2.0,joint_safer,1.3571428571428572,190,0.0,0,5,0.11918397706692581,0.00484738613913794,0.004728855285608917,0,11
BG04,0.7,2.0,60.0,0.15,0.5,2.0,joint_boundary,1.2857142857142856,40,0.6883116883116882,0,0,0.38012123362421896,0.018147830132459335,0.01580410073529757,0,11
BG04,0.7,2.0,60.0,0.2,0.5,2.0,joint_harder,1.2142857142857144,0,1.5829032362573106,0,2,0.6979228157457065,0.03549235511305825,0.03142172320205266,0,11
BG04,0.7,2.0,80.0,0.15,0.5,2.0,joint_safer,1.7857142857142856,190,0.1468603635786298,0,0,0.20601068913654932,0.007344037828443361,0.004976009269879162,0,11
BG04,0.7,2.0,80.0,0.2,0.5,2.0,joint_boundary,1.7142857142857144,39,0.8327014957191115,0,3,0.394061713597051,0.01615880705220358,0.01506245577990884,0,11
BG04,0.7,2.0,80.0,0.25,0.5,2.0,joint_harder,1.6428571428571428,0,1.840964959870206,0,0,0.6215847263116268,0.030499278610238618,0.024128961964369866,0,11
BG04,0.7,2.0,100.0,0.35,0.5,2.0,joint_safer,2.0,66,0.6182724592900379,0,2,0.6280257890489989,0.030588256526237263,0.02514652124992356,0,11
BG04,0.7,2.0,100.0,0.4,0.5,2.0,joint_boundary,1.9285714285714284,2,0.6475948877507531,0,11,0.7104368345613593,0.037295282669152524,0.03168148849291787,0,11
BG04,0.7,2.0,100.0,0.45,0.5,2.0,joint_harder,1.8571428571428572,0,1.2229850007496388,0,3,0.7720299841976657,0.04488577784784352,0.03670187363706179,0,11
BG04,0.7,2.0,120.0,0.45,0.5,2.0,joint_safer,2.357142857142857,2,0.9434789862728052,0,2,0.6408652578000311,0.03256142336587764,0.028781764978862014,0,11
BG04,0.7,2.0,120.0,0.5,0.5,2.0,joint_boundary,2.2857142857142856,3,0.9455197274492873,0,45,0.6600167856652137,0.04098585806024131,0.0371707460120025,0,11
BG04,0.7,2.0,120.0,0.55,0.5,2.0,joint_harder,2.214285714285714,0,1.5710252001913725,0,6,0.6916426928331265,0.04615219212706845,0.0395241590247896,0,11
BG04,0.7,2.0,160.0,0.65,0.5,2.0,joint_safer,3.071428571428571,0,1.6923672036547832,0,1,0.6408652578000311,0.040370704691051904,0.03060183779794291,0,11
BG05,0.7,0.5,40.0,0.025,0.8,0.5,load_path,0.9642857142857143,-1,,190,6,0.02429259716610854,0.0,0.0,11,11
BG04,0.7,2.0,200.0,0.65,0.5,2.0,joint_safer,4.071428571428571,100,0.037037037037037,0,0,0.366108864325284,0.020571503569582046,0.015088444392579082,0,11
BG04,0.7,2.0,240.0,0.65,0.5,2.0,joint_safer,5.071428571428571,4,0.4147812971342383,0,1,0.25835907285346305,0.011466711036480573,0.008331261766490145,0,11
BG05,0.7,0.5,40.0,0.05,0.8,0.5,joint_boundary;load_path,0.9285714285714285,190,0.0478927203065134,190,170,0.02429259716610854,0.00033155548769352985,0.0004928578321803653,11,11
BG05,0.7,0.5,40.0,0.075,0.8,0.5,load_path,0.8928571428571429,-1,,0,0,0.11918397706692581,0.005852557268145446,0.003246249893578853,0,11
BG05,0.7,0.5,40.0,0.1,0.8,0.5,joint_harder;load_path,0.8571428571428572,0,1.0045844431574176,0,0,0.44232060259772593,0.018033590760800276,0.009013147262394062,0,11
BG05,0.7,0.5,40.0,0.125,0.8,0.5,load_path,0.8214285714285714,-1,,0,0,0.796171274901832,0.033780266948522125,0.01684785883538216,0,11
BG05,0.7,0.5,40.0,0.15,0.8,0.5,load_path,0.7857142857142857,0,2.0484872687003257,0,8,0.9112017677435141,0.05029273465983145,0.0262250092787791,0,11
BG05,0.7,0.5,40.0,0.2,0.8,0.5,load_path,0.7142857142857143,0,3.25494072379272,0,95,0.9958563747187794,0.08884058614946222,0.062100829838601136,0,11
BG05,0.7,0.5,40.0,0.25,0.8,0.5,load_path,0.6428571428571428,0,4.993796540851517,0,151,0.99983122885689,0.11875787795330457,0.09463535030141297,0,11
BG05,0.7,0.5,40.0,0.3,0.8,0.5,load_path,0.5714285714285714,0,7.108065611350497,0,189,1.0,0.14347199578380251,0.11539385013420776,0,11
BG05,0.7,0.5,40.0,0.35,0.8,0.5,load_path,0.5,0,6.5724421581646135,0,189,1.0,0.15848187719478574,0.133602682219217,0,11
BG05,0.7,0.5,40.0,0.4,0.8,0.5,load_path,0.4285714285714285,0,8.077927190878873,0,189,1.0,0.17157230437077203,0.13473732250304682,0,11
BG05,0.7,0.5,40.0,0.45,0.8,0.5,load_path,0.3571428571428571,0,6.470374397593004,0,189,1.0,0.19114799390398837,0.15321805642558967,0,11
BG05,0.7,0.5,40.0,0.5,0.8,0.5,load_path,0.28571428571428564,0,8.391912036964417,0,189,1.0,0.20504758027815878,0.16488159546154676,0,11
BG05,0.7,0.5,40.0,0.55,0.8,0.5,load_path,0.21428571428571416,0,8.433240382974914,0,189,1.0,0.21188665147199692,0.16067699374680225,0,11
BG05,0.7,0.5,40.0,0.6,0.8,0.5,load_path,0.14285714285714282,0,9.68724103128803,0,189,1.0,0.23066461706335029,0.1732277801876144,0,11
BG05,0.7,0.5,40.0,0.65,0.8,0.5,load_path,0.07142857142857134,0,11.65095201537403,0,189,1.0,0.23765190129183414,0.17558407262895898,0,11
BG05,0.7,0.5,40.0,0.7,0.8,0.5,baseline;capacity_path;delay_path;load_path,0.0,0,10.019885475679514,0,189,1.0,0.2563850365557765,0.18623189851210437,0,11
BG05,0.7,0.5,60.0,0.7,0.8,0.5,capacity_path,0.5,0,8.543649579626097,0,189,1.0,0.22002731517541102,0.15211448907340958,0,11
BG05,0.7,0.5,80.0,0.7,0.8,0.5,capacity_path,1.0,0,6.126247398531802,0,20,0.99983122885689,0.15213061117002027,0.0387550015649069,0,11
BG05,0.7,0.5,100.0,0.7,0.8,0.5,capacity_path,1.5,0,6.236736987157027,0,36,0.9926874536019917,0.13663184749607074,0.026936026630420575,0,11
BG05,0.7,0.5,120.0,0.7,0.8,0.5,capacity_path,2.0,0,5.417680098225412,0,1,0.985181478885102,0.1142580003373632,0.013724188914959863,0,11
BG05,0.7,0.5,160.0,0.7,0.8,0.5,capacity_path,3.0,0,2.4933880980319216,0,2,0.9166161933604736,0.08688300926086479,0.004721914634742774,0,11
BG05,0.7,0.5,200.0,0.7,0.8,0.5,capacity_path,4.0,0,3.3853614631191054,0,6,0.6916426928331265,0.05674248260840704,0.0010295253354989534,0,11
BG05,0.7,0.5,240.0,0.7,0.8,0.5,capacity_path;joint_harder,5.0,0,1.6688783436194603,0,0,0.4354752549149465,0.029259747930512673,0.00027936507936507935,0,11
BG05,0.7,0.5,40.0,0.7,0.8,0.1,delay_path,0.8,0,9.63895428441452,0,189,1.0,0.2497251692911566,0.13005918241837988,0,11
BG05,0.7,0.5,40.0,0.7,0.8,0.25,delay_path,0.5,0,9.92869940292642,0,189,1.0,0.25476158229229307,0.1652931561538931,0,11
BG05,0.7,0.5,40.0,0.7,0.8,1.0,delay_path,0.0,0,11.353551571123631,0,189,1.0,0.25379069108090807,0.20116809245356612,0,11
BG05,0.7,0.5,60.0,0.1,0.8,0.5,joint_safer,1.3571428571428572,190,0.103121033806392,0,0,0.11918397706692581,0.00559764875833594,0.002589317015430887,0,11
BG05,0.7,0.5,40.0,0.7,0.8,2.0,delay_path,0.0,0,13.489284852377512,0,189,1.0,0.25881550931857134,0.221650791685182,0,11
BG05,0.7,0.5,60.0,0.15,0.8,0.5,joint_boundary,1.2857142857142856,190,0.2441431254826531,0,0,0.45596435920558026,0.01745126868681605,0.007166942274411061,0,11
BG05,0.7,0.5,60.0,0.2,0.8,0.5,joint_harder,1.2142857142857144,0,1.4421272016198323,0,0,0.8199935147291575,0.03709211997375982,0.014676088794175408,0,11
BG05,0.7,0.5,80.0,0.25,0.8,0.5,joint_safer,1.6428571428571428,0,2.3769820913202344,0,4,0.6790369902584646,0.031871766967253065,0.013414708750823182,0,11
BG05,0.7,0.5,80.0,0.3,0.8,0.5,joint_boundary,1.5714285714285714,2,0.999817574061316,0,1,0.8081241822330423,0.04287630680797704,0.017677111682222038,0,11
BG05,0.7,0.5,80.0,0.35,0.8,0.5,joint_harder,1.5,0,2.77107064976133,0,2,0.8779003724223797,0.04964413158789934,0.02035858043649867,0,11
BG05,0.7,0.5,100.0,0.2,0.8,0.5,joint_safer,2.2142857142857144,190,0.4119445343741333,0,0,0.15956788512757702,0.007238505249334295,0.002745283812071143,0,11
BG05,0.7,0.5,100.0,0.25,0.8,0.5,joint_boundary,2.142857142857143,88,0.6514670306623771,0,4,0.3236100200889078,0.01549319290997234,0.005021531527532372,0,11
BG05,0.7,0.5,100.0,0.3,0.8,0.5,joint_harder,2.071428571428571,0,1.2646780835408435,0,0,0.49653148662366825,0.022749650269392983,0.008453627202383587,0,11
BG05,0.7,0.5,120.0,0.4,0.8,0.5,joint_safer,2.4285714285714284,1,0.9445276873154708,0,8,0.5564009801695735,0.02750051220065126,0.008800902719657317,0,11
BG05,0.7,0.5,120.0,0.45,0.8,0.5,joint_boundary,2.357142857142857,31,0.38440765181743,0,0,0.6215847263116268,0.03104109454441114,0.010004148924477308,0,11
BG05,0.7,0.5,160.0,0.4,0.8,0.5,joint_safer,3.4285714285714284,78,0.5726411645809143,0,0,0.2803342891271908,0.010004888240184681,0.0015854264285377541,0,11
BG05,0.7,0.5,120.0,0.5,0.8,0.5,joint_harder,2.2857142857142856,0,3.432268246935615,0,0,0.7720299841976657,0.04535508984346793,0.007975401588602417,0,11
BG05,0.7,0.5,160.0,0.45,0.8,0.5,joint_boundary,3.357142857142857,182,0.7575757575757576,0,0,0.22864918353310765,0.009262758555974238,0.0018449774836701298,0,11
BG05,0.7,0.5,160.0,0.5,0.8,0.5,joint_harder,3.2857142857142856,0,1.4333498307858148,0,1,0.4491502447105225,0.023095826456429498,0.005404900684062551,0,11
BG05,0.7,0.5,200.0,0.55,0.8,0.5,joint_safer,4.214285714285714,0,1.3679637352502216,0,1,0.40100578566330813,0.02058490178423502,0.002940655533334748,0,11
BG05,0.7,0.5,200.0,0.6,0.8,0.5,joint_boundary,4.142857142857143,24,0.689248916988643,0,0,0.4079327950118155,0.02414372949344988,0.0012452745048342605,0,11
BG05,0.7,0.5,200.0,0.65,0.8,0.5,joint_harder,4.071428571428571,0,2.2068978388264715,0,3,0.5431960267478911,0.034317898771057974,0.003242829097307604,0,11
BG05,0.7,0.5,240.0,0.6,0.8,0.5,joint_safer,5.142857142857143,0,1.270838465960417,0,0,0.25835907285346305,0.011761388775313363,0.0004341306415039134,0,11
BG06,0.7,2.0,40.0,0.025,0.8,2.0,load_path,0.9642857142857143,-1,,190,8,0.02429259716610854,0.0,0.0,11,11
BG05,0.7,0.5,240.0,0.65,0.8,0.5,joint_boundary,5.071428571428571,15,0.2477477477477477,0,0,0.33785672065266165,0.01758064281090493,0.0009466105749970531,0,11
BG06,0.7,2.0,40.0,0.05,0.8,2.0,joint_safer;load_path,0.9285714285714285,190,0.0,190,178,0.02429259716610854,0.00042385326282245637,0.00042427807924883947,11,11
BG06,0.7,2.0,40.0,0.075,0.8,2.0,load_path,0.8928571428571429,-1,,0,0,0.15163853130364813,0.006853613808706654,0.006124198342116449,0,11
BG06,0.7,2.0,40.0,0.1,0.8,2.0,joint_boundary;load_path,0.8571428571428572,14,0.914852070458209,0,2,0.562982388813715,0.023298443325185013,0.018413870346774767,0,11
BG06,0.7,2.0,40.0,0.125,0.8,2.0,load_path,0.8214285714285714,-1,,0,4,0.8021579167904893,0.035724525393868646,0.03368309807611048,0,11
BG06,0.7,2.0,40.0,0.15,0.8,2.0,joint_harder;load_path,0.7857142857142857,0,2.717486023563148,0,7,0.9579797352998276,0.05730505473113318,0.044359826629204714,0,11
BG06,0.7,2.0,40.0,0.2,0.8,2.0,load_path,0.7142857142857143,0,4.090352528073903,0,40,0.99983122885689,0.08866118235136183,0.07412392737591182,0,11
BG06,0.7,2.0,40.0,0.25,0.8,2.0,load_path,0.6428571428571428,0,6.080608159196544,0,189,1.0,0.11955490862926486,0.10614243495043778,0,11
BG06,0.7,2.0,40.0,0.3,0.8,2.0,load_path,0.5714285714285714,0,7.870802046558155,0,189,1.0,0.1460437046202455,0.13523773298685385,0,11
BG06,0.7,2.0,40.0,0.35,0.8,2.0,load_path,0.5,0,8.23527447613778,0,189,1.0,0.16005806441313528,0.13893664184555463,0,11
BG06,0.7,2.0,40.0,0.4,0.8,2.0,load_path,0.4285714285714285,0,7.686024504102573,0,36,0.99983122885689,0.16968179549910228,0.1264902580241626,0,11
BG06,0.7,2.0,40.0,0.45,0.8,2.0,load_path,0.3571428571428571,0,8.516258439718234,0,189,1.0,0.1861428182897024,0.16798379208999165,0,11
BG06,0.7,2.0,40.0,0.5,0.8,2.0,load_path,0.28571428571428564,0,8.196165165314422,0,188,1.0,0.2075304159023606,0.1850094430025592,0,11
BG06,0.7,2.0,40.0,0.55,0.8,2.0,load_path,0.21428571428571416,0,10.631524697128654,0,189,1.0,0.21381859411210755,0.1816746513919089,0,11
BG06,0.7,2.0,40.0,0.6,0.8,2.0,load_path,0.14285714285714282,0,8.71042669975449,0,189,1.0,0.22797184403943466,0.19271361150576372,0,11
BG06,0.7,2.0,40.0,0.65,0.8,2.0,load_path,0.07142857142857134,0,11.560322496594685,0,189,1.0,0.24207690998604997,0.20708025529774066,0,11
BG06,0.7,2.0,40.0,0.7,0.8,2.0,baseline;capacity_path;delay_path;load_path,0.0,0,13.489284852377512,0,189,1.0,0.26042772794581137,0.21924111754380807,0,11
BG06,0.7,2.0,60.0,0.7,0.8,2.0,capacity_path,0.5,0,8.129708965109785,0,77,0.99983122885689,0.19891681903254868,0.14308161486986962,0,11
BG06,0.7,2.0,80.0,0.7,0.8,2.0,capacity_path,1.0,0,7.90531454408408,0,44,0.99983122885689,0.17660168538932408,0.0996651971271123,0,11
BG06,0.7,2.0,100.0,0.7,0.8,2.0,capacity_path,1.5,0,7.738768706921322,0,0,0.9890898135310887,0.1411379319461375,0.056710278409254515,0,11
BG06,0.7,2.0,120.0,0.7,0.8,2.0,capacity_path,2.0,0,7.148513344823036,0,12,0.97669618980353,0.12860465171244911,0.04954381445043008,0,11
BG06,0.7,2.0,160.0,0.7,0.8,2.0,capacity_path,3.0,0,2.8415630851053817,0,10,0.9325758603520913,0.09650942160641073,0.025839332270326688,0,11
BG06,0.7,2.0,200.0,0.7,0.8,2.0,capacity_path,4.0,0,3.1375323527734498,0,3,0.8376307280494067,0.08437194819070588,0.018707295945574607,0,11
BG06,0.7,2.0,240.0,0.7,0.8,2.0,capacity_path,5.0,0,1.5922758040417035,0,0,0.6086602079182417,0.05230574786560026,0.012650476274662037,0,11
BG06,0.7,2.0,40.0,0.7,0.8,0.1,delay_path,0.95,0,9.63895428441452,0,189,1.0,0.250642732580654,0.14341816613936353,0,11
BG06,0.7,2.0,40.0,0.7,0.8,0.25,delay_path,0.875,0,9.92869940292642,0,189,1.0,0.24529751763215651,0.16792387833163488,0,11
BG06,0.7,2.0,40.0,0.7,0.8,0.5,delay_path,0.75,0,10.019885475679514,0,189,1.0,0.24973643081574,0.1930146004643279,0,11
BG06,0.7,2.0,60.0,0.1,0.8,2.0,joint_safer,1.3571428571428572,190,0.2595637934638701,0,57,0.11918397706692581,0.006027822605903301,0.005001812669122048,0,11
BG06,0.7,2.0,40.0,0.7,0.8,1.0,delay_path,0.5,0,11.353551571123631,0,189,1.0,0.25197468755658436,0.1995689275963037,0,11
BG06,0.7,2.0,60.0,0.15,0.8,2.0,joint_boundary,1.2857142857142856,40,0.7550289029099121,0,3,0.536572414418704,0.02132512234371487,0.017349535623361712,0,11
BG06,0.7,2.0,60.0,0.2,0.8,2.0,joint_harder,1.2142857142857144,0,1.5792523292223155,0,0,0.8021579167904893,0.04009996069881127,0.03191922782420298,0,11
BG06,0.7,2.0,80.0,0.2,0.8,2.0,joint_safer,1.7142857142857144,0,1.1410350436885557,0,0,0.47631514001684755,0.02080832600717945,0.013689460411750636,0,11
BG06,0.7,2.0,80.0,0.25,0.8,2.0,joint_boundary,1.6428571428571428,8,0.6150580159081985,0,15,0.7352749033488588,0.03583112356706003,0.025482046093631354,0,11
BG06,0.7,2.0,80.0,0.3,0.8,2.0,joint_harder,1.5714285714285714,0,1.439887366078829,0,6,0.8376307280494067,0.046382820751472244,0.03392767596866177,0,11
BG06,0.7,2.0,100.0,0.15,0.8,2.0,joint_safer,2.2857142857142856,190,0.4075854507777015,7,9,0.06686787667748939,0.0030337572362913686,0.0028170828161444665,5,11
BG06,0.7,2.0,100.0,0.2,0.8,2.0,joint_boundary,2.2142857142857144,190,0.379758981914329,0,4,0.22864918353310765,0.009160288443477492,0.007183832929665188,0,11
BG06,0.7,2.0,100.0,0.25,0.8,2.0,joint_harder,2.142857142857143,0,1.1137707573742812,0,8,0.45596435920558026,0.018953349187331756,0.013235041810446563,0,11
BG06,0.7,2.0,120.0,0.25,0.8,2.0,joint_safer,2.642857142857143,5,0.8255066436852283,0,2,0.24356675011341974,0.008911123051951663,0.004525194182191292,0,11
BG06,0.7,2.0,120.0,0.3,0.8,2.0,joint_boundary,2.571428571428571,190,0.3958603058063881,0,7,0.3236100200889078,0.013018934890069752,0.009556182780820075,0,11
BG06,0.7,2.0,120.0,0.35,0.8,2.0,joint_harder,2.5,0,1.395354492383005,0,0,0.40100578566330813,0.017767833871082706,0.01313259960244146,0,11
BG06,0.7,2.0,160.0,0.45,0.8,2.0,joint_safer,3.357142857142857,0,1.317741710129977,0,6,0.41484300626555887,0.0208268840725892,0.012307179538782244,0,11
BG06,0.7,2.0,160.0,0.5,0.8,2.0,joint_boundary,3.2857142857142856,2,0.7623852351595803,0,16,0.5431960267478911,0.03212540446413954,0.019481690520294363,0,11
BG06,0.7,2.0,160.0,0.55,0.8,2.0,joint_harder,3.214285714285714,0,2.313838799504865,0,1,0.5761031822988487,0.035213471703077426,0.01405910683575106,0,11
BG06,0.7,2.0,200.0,0.45,0.8,2.0,joint_safer,4.357142857142857,190,0.0675675675675675,0,3,0.23612432654043203,0.011274391643035881,0.005318496268026342,0,11
BG06,0.7,2.0,200.0,0.5,0.8,2.0,joint_boundary,4.285714285714286,190,0.0841750841750841,0,4,0.33785672065266165,0.016284613470243736,0.005613076330771653,0,11
BG06,0.7,2.0,200.0,0.55,0.8,2.0,joint_harder,4.214285714285714,0,1.1554468724033875,0,0,0.45596435920558026,0.02450811640721577,0.010057167359110587,0,11
BG06,0.7,2.0,240.0,0.55,0.8,2.0,joint_safer,5.214285714285714,190,0.0,0,0,0.1830088770247613,0.00750799190882185,0.0025160821206730356,0,11
BG06,0.7,2.0,240.0,0.6,0.8,2.0,joint_boundary,5.142857142857143,62,0.3613945578231292,0,0,0.366108864325284,0.02017903973783057,0.005090775804124196,0,11
BG06,0.7,2.0,240.0,0.65,0.8,2.0,joint_harder,5.071428571428571,0,1.3377536172198885,0,1,0.5299346538729368,0.035328185562589806,0.011903316744247371,0,11
BG07,0.9,0.5,40.0,0.025,0.2,0.5,load_path,0.9722222222222222,-1,,190,10,0.02429259716610854,0.0,0.0,11,11
BG07,0.9,0.5,40.0,0.05,0.2,0.5,load_path,0.9444444444444444,190,0.0,190,187,0.02429259716610854,0.00031996558936331045,0.00038217917503384155,11,11
BG07,0.9,0.5,40.0,0.075,0.2,0.5,load_path,0.9166666666666667,-1,,8,0,0.06686787667748939,0.002314027685638879,0.0019004731702550208,1,11
BG07,0.9,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.888888888888889,109,0.2358490566037735,0,11,0.23612432654043203,0.009300355931506602,0.009352691950482802,0,11
BG07,0.9,0.5,40.0,0.125,0.2,0.5,load_path,0.8611111111111112,-1,,0,5,0.462763112054715,0.01895460095891256,0.016614763488916426,0,11
BG07,0.9,0.5,40.0,0.15,0.2,0.5,joint_boundary;load_path,0.8333333333333333,15,0.6088144843228351,0,1,0.6086602079182417,0.024143896677274384,0.023961586705915843,0,11
BG07,0.9,0.5,40.0,0.2,0.2,0.5,joint_harder;load_path,0.7777777777777777,0,1.794621907025958,0,6,0.8317747490369354,0.04298892128129641,0.037691222557878074,0,11
BG07,0.9,0.5,40.0,0.25,0.2,0.5,load_path,0.7222222222222222,0,2.9699464050887645,0,0,0.9057449151374255,0.05823874706542965,0.052015185146962434,0,11
BG07,0.9,0.5,40.0,0.3,0.2,0.5,load_path,0.6666666666666667,0,2.3669247685050547,0,8,0.9530447797605528,0.07659693610421342,0.06293273613276791,0,11
BG07,0.9,0.5,40.0,0.4,0.2,0.5,load_path,0.5555555555555556,0,3.475608724130048,0,11,0.97669618980353,0.10464210063891308,0.08688486084691491,0,11
BG07,0.9,0.5,40.0,0.35,0.2,0.5,load_path,0.6111111111111112,0,2.585907663719881,0,28,0.9675702718413236,0.09680970273917454,0.08190472050531866,0,11
BG07,0.9,0.5,40.0,0.45,0.2,0.5,load_path,0.5,0,4.33836459452471,0,0,0.9579797352998276,0.09097658705430144,0.0740417387275793,0,11
BG07,0.9,0.5,40.0,0.5,0.2,0.5,load_path,0.4444444444444445,0,3.1941606300724046,0,2,0.97669618980353,0.09890740368789892,0.08603392035757657,0,11
BG07,0.9,0.5,40.0,0.55,0.2,0.5,load_path,0.38888888888888884,0,6.940530310905109,0,0,0.97669618980353,0.09755330187677222,0.08509762202300353,0,11
BG07,0.9,0.5,40.0,0.6,0.2,0.5,load_path,0.33333333333333337,0,4.629566470003562,0,17,0.9926874536019917,0.12592942316848227,0.10398920623743488,0,11
BG07,0.9,0.5,40.0,0.65,0.2,0.5,load_path,0.2777777777777778,0,4.39383100649975,0,0,0.9810344303654225,0.11096884390692116,0.09169533592959013,0,11
BG07,0.9,0.5,40.0,0.7,0.2,0.5,load_path,0.2222222222222223,0,4.375616938190575,0,0,0.9810344303654225,0.10480354533019494,0.08688958611789938,0,11
BG07,0.9,0.5,40.0,0.8,0.2,0.5,load_path,0.11111111111111108,0,4.393759661632985,0,8,0.9958563747187794,0.13494731383794847,0.11262068628883194,0,11
BG07,0.9,0.5,40.0,0.9,0.2,0.5,baseline;capacity_path;delay_path;load_path,0.0,0,5.030335745743096,0,1,0.972200022205544,0.12918926847084264,0.10649235773610286,0,11
BG07,0.9,0.5,60.0,0.9,0.2,0.5,capacity_path,0.5,0,3.971511161133402,0,0,0.8947133221604362,0.0865495424236538,0.06882222495699537,0,11
BG07,0.9,0.5,80.0,0.9,0.2,0.5,capacity_path,1.0,0,1.772805386522425,0,0,0.8081241822330423,0.05672334964651547,0.048352158951816944,0,11
BG07,0.9,0.5,100.0,0.9,0.2,0.5,capacity_path;joint_boundary,1.5,5,0.8504324530823172,0,7,0.6979228157457065,0.05041815518106778,0.04114682055063611,0,11
BG07,0.9,0.5,120.0,0.9,0.2,0.5,capacity_path;joint_boundary,2.0,3,0.5649490979187375,0,16,0.5032409468704364,0.0289891745150645,0.024118359834406907,0,11
BG07,0.9,0.5,160.0,0.9,0.2,0.5,capacity_path;joint_boundary,3.0,59,0.0,0,2,0.2730362177909275,0.0124996115117681,0.009657336320869894,0,11
BG07,0.9,0.5,200.0,0.9,0.2,0.5,capacity_path;joint_boundary,4.0,41,0.0,0,0,0.15956788512757702,0.006940039072404893,0.006437025204021481,0,11
BG07,0.9,0.5,240.0,0.9,0.2,0.5,capacity_path;joint_boundary,5.0,127,0.0915750915750915,0,0,0.1108415200136255,0.005031118193785411,0.0031360684809631323,0,11
BG07,0.9,0.5,40.0,0.9,0.2,0.1,delay_path,0.8,0,2.0964251701760666,0,1,0.8722317344011091,0.06849698684483291,0.03481299041862226,0,11
BG07,0.9,0.5,40.0,0.9,0.2,0.25,delay_path,0.5,0,3.4385543382708077,0,0,0.9530447797605528,0.09136134382675343,0.06535134427629587,0,11
BG07,0.9,0.5,40.0,0.9,0.2,1.0,delay_path,0.0,0,7.082843404840176,0,11,0.9958563747187794,0.17360591655350202,0.15444316420954754,0,11
BG07,0.9,0.5,60.0,0.2,0.2,0.5,joint_safer,1.2777777777777777,43,0.3787878787878788,0,2,0.4286140111323532,0.017512645783320447,0.014948934728833383,0,11
BG07,0.9,0.5,40.0,0.9,0.2,2.0,delay_path,0.0,0,8.660504265137652,0,0,0.99983122885689,0.22471470195358828,0.21337874672906323,0,11
BG07,0.9,0.5,60.0,0.25,0.2,0.5,joint_boundary,1.2222222222222223,21,0.2803470881745091,0,1,0.562982388813715,0.024985918756117716,0.02273382299764087,0,11
BG07,0.9,0.5,60.0,0.3,0.2,0.5,joint_harder,1.1666666666666667,0,1.3981058940852686,0,0,0.7041875847736137,0.037141756039042226,0.03037355916937513,0,11
BG07,0.9,0.5,80.0,0.65,0.2,0.5,joint_safer,1.2777777777777777,0,1.7540218349907248,0,0,0.7104368345613593,0.04341909406984999,0.03697906933344822,0,11
BG07,0.9,0.5,80.0,0.7,0.2,0.5,joint_boundary,1.2222222222222223,4,0.6706704481355517,0,0,0.7901647311422533,0.049920200624497965,0.040243418651057974,0,11
BG07,0.9,0.5,80.0,0.8,0.2,0.5,joint_harder,1.1111111111111112,0,1.5942162028928448,0,0,0.7537304842875724,0.05250222766082178,0.04408967400374608,0,11
BG07,0.9,0.5,100.0,0.8,0.2,0.5,joint_safer,1.6111111111111112,7,0.430991095625242,0,3,0.6472635343025096,0.038439756902951074,0.03119491939902961,0,11
BG07,0.9,0.5,120.0,0.8,0.2,0.5,joint_safer,2.111111111111111,48,0.1525981602249978,0,7,0.4898074362596504,0.02723171237150464,0.022224074391442247,0,11
BG07,0.9,0.5,160.0,0.8,0.2,0.5,joint_safer,3.111111111111111,55,0.0571428571428571,0,0,0.2876066226106646,0.013094955857130424,0.01020883442253231,0,11
BG07,0.9,0.5,200.0,0.8,0.2,0.5,joint_safer,4.111111111111111,115,0.0,0,0,0.11918397706692581,0.0034526686416174734,0.0037612629002849968,0,11
BG07,0.9,0.5,240.0,0.8,0.2,0.5,joint_safer,5.111111111111111,142,0.0,12,1,0.05733422228820578,0.0009395450459115843,0.0013938436021007016,0,11
BG08,0.9,2.0,40.0,0.025,0.2,2.0,load_path,0.9722222222222222,-1,,190,10,0.02429259716610854,0.0,0.0,11,11
BG08,0.9,2.0,40.0,0.05,0.2,2.0,load_path,0.9444444444444444,190,0.0,190,38,0.02429259716610854,0.00031431898429870033,0.0006485848265684897,11,11
BG08,0.9,2.0,40.0,0.075,0.2,2.0,load_path,0.9166666666666667,-1,,0,0,0.1355738902126391,0.005008447178440559,0.00473948223738229,0,11
BG08,0.9,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.888888888888889,104,0.718181305212347,0,0,0.41484300626555887,0.01694160484467618,0.015591703317866993,0,11
BG08,0.9,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.8333333333333333,1,0.8691312620275091,0,12,0.8021579167904893,0.03898749054086333,0.038639614014568134,0,11
BG08,0.9,2.0,40.0,0.125,0.2,2.0,load_path,0.8611111111111112,-1,,0,2,0.666371580410444,0.029014658302817443,0.029185364434654665,0,11
