scenario_id,rho,qH,tau,policy_idx,alpha_on,alpha_off,mean_B_H,mean_B_L,mean_W,mean_cloud_fraction,mean_op_cost,n,viol_H,viol_L,upper_H,upper_L,certified
BG01,0.7,0.2,0.5,22,14.0,4.0,0.1343787452662918,0.11307452762474574,0.23394919841010287,0.44828848282860484,0.48338086259012025,150,146,134,0.9926874536019917,0.9377894259935293,0
BG01,0.7,0.2,0.5,23,14.0,6.0,0.134948163340147,0.11574908677776188,0.2370509445179125,0.4356656485901153,0.4712232902678022,150,145,138,0.9890898135310887,0.9579797352998276,0
BG01,0.7,0.2,0.5,24,14.0,8.0,0.13882466935822568,0.11556823278519289,0.23526683278753174,0.4299051976219437,0.4651952225400735,150,149,134,0.99983122885689,0.9377894259935293,0
BG01,0.7,0.2,0.5,25,14.0,10.0,0.1451897256537465,0.12454653155276024,0.2389766304091504,0.41393551857974925,0.4497820131411218,150,145,141,0.9890898135310887,0.972200022205544,0
BG01,0.7,0.2,0.5,26,14.0,12.0,0.14131567137407544,0.1188025684081715,0.2402561334582157,0.4173926849222319,0.45343110494096417,150,147,135,0.9958563747187794,0.9429425651637531,0
BG01,0.7,0.2,0.5,27,14.0,14.0,0.14499258404345705,0.12175203480450009,0.24016174402025028,0.4145553946695108,0.45057965627254837,150,148,143,0.9983811729701603,0.9810344303654225,0
BG01,0.7,0.2,0.5,28,16.0,2.0,0.13074648871555933,0.10879988303233579,0.2317059480177117,0.4572705959684835,0.4920264881711403,150,147,133,0.9958563747187794,0.9325758603520913,0
BG01,0.7,0.2,0.5,29,16.0,4.0,0.13559250056954025,0.115261302113478,0.23560919581068215,0.4417474632088375,0.4770888425804399,150,146,135,0.9926874536019917,0.9429425651637531,0
BG01,0.7,0.2,0.5,30,16.0,6.0,0.13187978412186183,0.11596190868634541,0.23654966538276373,0.434109403509428,0.46959185331684256,150,147,140,0.9958563747187794,0.9675702718413236,0
BG01,0.7,0.2,0.5,31,16.0,8.0,0.13953386525385914,0.1188022579141096,0.23547586748104435,0.42212327289327256,0.4574446530154294,150,149,138,0.99983122885689,0.9579797352998276,0
BG01,0.7,0.2,0.5,32,16.0,10.0,0.14831698176406483,0.12686749084969387,0.24069579656757392,0.407364344413645,0.4434687138987812,150,146,142,0.9926874536019917,0.97669618980353,0
BG01,0.7,0.2,0.5,33,16.0,12.0,0.14322913757093417,0.12124264638357822,0.24108990175996325,0.4098722086052705,0.44603569386926495,150,147,140,0.9958563747187794,0.9675702718413236,0
BG01,0.7,0.2,0.5,34,16.0,14.0,0.14727771071940163,0.12385206428876562,0.2421757334669913,0.40772445944963065,0.4440508194696793,150,149,143,0.99983122885689,0.9810344303654225,0
BG01,0.7,0.2,0.5,35,16.0,16.0,0.14738567827074495,0.12530874179147125,0.2450941424365098,0.397195081540793,0.4339592029062695,150,150,143,1.0,0.9810344303654225,0
BG01,0.7,0.2,0.5,36,18.0,2.0,0.1288187244700879,0.10852667700019762,0.23101433447965092,0.4557179871514965,0.49037013732344403,150,148,134,0.9983811729701603,0.9377894259935293,0
