scenario_id,rho,qH,tau,policy_idx,alpha_on,alpha_off,mean_B_H,mean_B_L,mean_W,mean_cloud_fraction,mean_op_cost,n,viol_H,viol_L,upper_H,upper_L,certified
BG04,0.7,0.5,2.0,22,14.0,4.0,0.21597788218213448,0.17571385856091618,0.27403707015014317,0.30100542090595206,0.3421109814284735,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,23,14.0,6.0,0.21204032437940018,0.1669002844272264,0.2722386992593739,0.32146339422502423,0.3622991991139303,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,24,14.0,8.0,0.21592760107836634,0.1747642424900566,0.2755817172872652,0.29715446949130647,0.33849172708439623,150,150,145,1.0,0.9890898135310887,0
BG04,0.7,0.5,2.0,25,14.0,10.0,0.2175404100101524,0.17426625672846716,0.2760020407365304,0.2928221642921575,0.3342224704026371,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,26,14.0,12.0,0.22350346839111743,0.18357524396050193,0.2783585880709124,0.27187311782957657,0.31362690604021337,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,27,14.0,14.0,0.22150470911089096,0.18335348922906738,0.2789065583778244,0.2710150734842608,0.3128510572409345,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,28,16.0,2.0,0.20589013451117233,0.15925776378921813,0.2718715765692625,0.34545556377476544,0.3862363002601549,150,150,145,1.0,0.9890898135310887,0
BG04,0.7,0.5,2.0,29,16.0,4.0,0.21426599230228457,0.17449974816387112,0.2727408878546217,0.30746397995052005,0.34837511312871333,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,30,16.0,6.0,0.2116259844883434,0.1658127324900351,0.27219033868259856,0.3226391669264614,0.3634677177288511,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,31,16.0,8.0,0.21327991653611053,0.1719276723451667,0.27413816094122806,0.3059313335398839,0.3470520576810681,150,150,145,1.0,0.9890898135310887,0
BG04,0.7,0.5,2.0,32,16.0,10.0,0.21692232932861524,0.17451113424177786,0.27627672354559146,0.29269918971865055,0.33414069825048925,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,33,16.0,12.0,0.22263643203620045,0.18235104104841723,0.27839441612842575,0.2768892460624381,0.318648408481702,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,34,16.0,14.0,0.22106390762459852,0.182398609098805,0.27879419684136164,0.27358863822603563,0.31540776775223994,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,35,16.0,16.0,0.2214445820814619,0.182463622491284,0.2788960074380606,0.2692079709561008,0.3110423720718099,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,36,18.0,2.0,0.207663583220843,0.16122287019608433,0.2732036388843769,0.33733966220004336,0.37832020803269983,150,150,145,1.0,0.9890898135310887,0
BG04,0.7,0.5,2.0,37,18.0,4.0,0.2140393702468598,0.17187407325084067,0.27352057862760687,0.3128270993526545,0.3538551861467956,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,38,18.0,6.0,0.2114134192020648,0.16664794073334988,0.2725105877622169,0.32322940535415845,0.36410599351849093,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,39,18.0,8.0,0.2149961648890509,0.17533003801187663,0.2750790291811157,0.30034053488320644,0.34160238926037384,150,150,146,1.0,0.9926874536019917,0
BG04,0.7,0.5,2.0,40,18.0,10.0,0.217647152087064,0.17542740997011397,0.27628797832873886,0.2915802794065833,0.3330234761558942,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,41,18.0,12.0,0.22363945902994464,0.18296552415185705,0.2789485210694149,0.2755349776982206,0.31737725585863286,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,42,18.0,14.0,0.22244094878799417,0.18432794049373993,0.2789909231052757,0.2680221502814845,0.30987078874727586,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,43,18.0,16.0,0.222937473703013,0.1848648666112955,0.27864134413933,0.26402513784631265,0.30582133946721207,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,44,18.0,18.0,0.2211715237810365,0.1821539267547949,0.27649421479030223,0.2644998894068519,0.30597402162539716,150,150,146,1.0,0.9926874536019917,0
BG04,0.7,0.5,2.0,45,20.0,2.0,0.2081973122191188,0.16239254188400495,0.2733210870057126,0.33465510456390224,0.37565326761475926,150,150,145,1.0,0.9890898135310887,0
BG04,0.7,0.5,2.0,46,20.0,4.0,0.21499918679908092,0.1747524930979286,0.27442138364576496,0.3066281759400434,0.34779138348690813,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,47,20.0,6.0,0.21310759043569993,0.16894465965427508,0.2738612844818513,0.3150542331092517,0.35613342578152934,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,48,20.0,8.0,0.2149453457342447,0.17626572383151487,0.2757162421824797,0.29808169904711623,0.3394391353744882,150,150,146,1.0,0.9926874536019917,0
BG04,0.7,0.5,2.0,49,20.0,10.0,0.22027366816415775,0.1786482590801208,0.27687874560613823,0.2825278682110886,0.32405968005200936,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,50,20.0,12.0,0.22322598596414997,0.17909843517319307,0.27843282365301025,0.283588049994866,0.3253529735428175,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,51,20.0,14.0,0.2249421485774699,0.18820608509864342,0.27992416038257184,0.2564580040862127,0.2984466281435985,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,52,20.0,16.0,0.22516338592213098,0.18831407705380288,0.2788402232497165,0.25582671681659536,0.2976527503040528,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,53,20.0,18.0,0.22187408261852842,0.18150291541300073,0.2770083331210654,0.2617524549667075,0.3033037049348673,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,54,20.0,20.0,0.22407591184651524,0.1881561297371039,0.28028327944020753,0.25291969454004565,0.29496218645607675,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,55,22.0,2.0,0.21174149958155558,0.16600321508125396,0.2748762561483606,0.3224310484284075,0.3636624868506616,150,150,144,1.0,0.985181478885102,0
BG04,0.7,0.5,2.0,56,22.0,4.0,0.2159412998814187,0.17584960347290216,0.27394145921966034,0.30459135409618426,0.3456825729791333,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,57,22.0,6.0,0.21580789705330877,0.17095499657918345,0.27537622389548905,0.3090034444298617,0.3503098780141851,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,58,22.0,8.0,0.21968285098927293,0.18483685138445358,0.27723796793408667,0.27975773142826105,0.32134342661837406,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,59,22.0,10.0,0.22243263635940091,0.1825760952647563,0.27770334756298104,0.27458443273224886,0.31623993486669605,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,60,22.0,12.0,0.22260062805547046,0.18049245324174432,0.2793449380167331,0.28288675709469757,0.32478849779720753,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,61,22.0,14.0,0.22439493161002608,0.18894230010357524,0.281087865657151,0.25664819329651456,0.2988113731450872,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,62,22.0,16.0,0.22712240905613007,0.19045398510638806,0.27968446437776834,0.25028950769942815,0.29224217735609337,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,63,22.0,18.0,0.22271543954258383,0.1815546419507021,0.2773629115238816,0.2643546655859115,0.3059591023144937,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,64,22.0,20.0,0.2247633788231759,0.1910845449298681,0.27980465273562855,0.2507011617286194,0.2926718596389637,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,65,22.0,22.0,0.22551041210596917,0.18724909995533542,0.2804964515741261,0.2522976982284758,0.29437216596459476,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,66,24.0,2.0,0.21208444281551722,0.16700380837961173,0.2739865868047327,0.32009621656265,0.3611942045833599,150,150,144,1.0,0.985181478885102,0
BG04,0.7,0.5,2.0,67,24.0,4.0,0.2155951499114436,0.1752065133435729,0.2745627506567027,0.3057105694156951,0.34689498201420044,150,150,145,1.0,0.9890898135310887,0
BG04,0.7,0.5,2.0,68,24.0,6.0,0.2164274692108787,0.1730384429775898,0.2760162077861214,0.30206214038506135,0.3434645715529796,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,69,24.0,8.0,0.21955265333125462,0.18317877484014894,0.2775946455655125,0.2830484913421298,0.32468768817695665,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,70,24.0,10.0,0.2220779953974296,0.18285466150606916,0.2783297250103569,0.2727465673319483,0.31449602608350197,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,71,24.0,12.0,0.2212507861418403,0.17772587137466198,0.2785151103759126,0.28443088026589003,0.3262081468222769,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,72,24.0,14.0,0.2252612469996193,0.1897250713608666,0.2805274134683885,0.2542863728172996,0.2963654848375578,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,73,24.0,16.0,0.22761241473926902,0.1910736399325785,0.2793834933823433,0.24419905043873977,0.2861065744460913,150,150,147,1.0,0.9958563747187794,0
BG04,0.7,0.5,2.0,74,24.0,18.0,0.22473119107121595,0.1844448272142203,0.27897972760823647,0.2544789764076275,0.29632593554886305,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,75,24.0,20.0,0.2245861039888003,0.19051204897485907,0.27987109635847485,0.2523690671665252,0.2943497316202964,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,76,24.0,22.0,0.22639492712478565,0.18802619657408554,0.28072708055610385,0.2497886585073335,0.2918977205907491,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,77,24.0,24.0,0.22844428998352265,0.19356209628598864,0.2813873877171085,0.23180528507349143,0.27401339323105767,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,78,26.0,2.0,0.21431086145221778,0.17058313364001332,0.2743545957455324,0.3108332627216522,0.351986452083482,150,150,143,1.0,0.9810344303654225,0
BG04,0.7,0.5,2.0,79,26.0,4.0,0.21750248280286955,0.17779244708677666,0.2755007287786573,0.2968938060007016,0.33821891531750015,150,150,146,1.0,0.9926874536019917,0
BG04,0.7,0.5,2.0,80,26.0,6.0,0.21842938335801307,0.176085370187654,0.2766222922936033,0.2910716385110654,0.3325649823551059,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,81,26.0,8.0,0.22016249273857094,0.1852711059623534,0.2778749714781617,0.27420739089814605,0.3158886366198703,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,82,26.0,10.0,0.22406964731871948,0.18587412111296372,0.27841193614146115,0.26534642620140875,0.307108216622628,150,150,149,1.0,0.99983122885689,0
BG04,0.7,0.5,2.0,83,26.0,12.0,0.2225965971581252,0.1792097337023328,0.27848687032282765,0.2802446580347771,0.32201768858320123,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,84,26.0,14.0,0.22776294645851275,0.19355845546173622,0.2818320934155855,0.24711986018762658,0.28939467419996445,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,85,26.0,16.0,0.22967147107905722,0.19397796584198956,0.2804643851235764,0.23859883206846907,0.2806684898370056,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,86,26.0,18.0,0.22642294033749635,0.18747224748879893,0.27908735442471455,0.2528568432019181,0.2947199463656253,150,150,148,1.0,0.9983811729701603,0
BG04,0.7,0.5,2.0,87,26.0,20.0,0.22511867195485616,0.1894393399386322,0.28024631063938615,0.25055606514147916,0.29259301173738705,150,150,148,1.0,0.9983811729701603,0
