scenario_id,rho,qH,tau,BH_limit,BL_limit,certifiable_policies
BG06,0.7,0.8,2.0,0.075,0.35,0
BG06,0.7,0.8,2.0,0.1,0.05,0
BG06,0.7,0.8,2.0,0.1,0.075,0
BG06,0.7,0.8,2.0,0.1,0.1,0
BG06,0.7,0.8,2.0,0.1,0.125,0
BG06,0.7,0.8,2.0,0.1,0.15,0
BG06,0.7,0.8,2.0,0.1,0.2,0
BG06,0.7,0.8,2.0,0.1,0.25,0
BG06,0.7,0.8,2.0,0.1,0.3,0
BG06,0.7,0.8,2.0,0.1,0.35,0
BG06,0.7,0.8,2.0,0.125,0.05,0
BG06,0.7,0.8,2.0,0.125,0.075,0
BG06,0.7,0.8,2.0,0.125,0.1,0
BG06,0.7,0.8,2.0,0.125,0.125,0
BG06,0.7,0.8,2.0,0.125,0.15,0
BG06,0.7,0.8,2.0,0.125,0.2,0
BG06,0.7,0.8,2.0,0.125,0.25,0
BG06,0.7,0.8,2.0,0.125,0.3,0
BG06,0.7,0.8,2.0,0.125,0.35,0
BG06,0.7,0.8,2.0,0.15,0.05,0
BG06,0.7,0.8,2.0,0.15,0.075,0
BG06,0.7,0.8,2.0,0.15,0.1,0
BG06,0.7,0.8,2.0,0.15,0.125,0
BG06,0.7,0.8,2.0,0.15,0.15,0
BG06,0.7,0.8,2.0,0.15,0.2,0
BG06,0.7,0.8,2.0,0.15,0.25,0
BG06,0.7,0.8,2.0,0.15,0.3,0
BG06,0.7,0.8,2.0,0.15,0.35,0
BG06,0.7,0.8,2.0,0.2,0.05,0
BG06,0.7,0.8,2.0,0.2,0.075,0
BG06,0.7,0.8,2.0,0.2,0.1,0
BG06,0.7,0.8,2.0,0.2,0.125,0
BG06,0.7,0.8,2.0,0.2,0.15,0
BG06,0.7,0.8,2.0,0.2,0.2,0
BG06,0.7,0.8,2.0,0.2,0.25,0
BG06,0.7,0.8,2.0,0.2,0.3,0
BG06,0.7,0.8,2.0,0.2,0.35,0
BG06,0.7,0.8,2.0,0.25,0.05,0
BG06,0.7,0.8,2.0,0.25,0.075,0
BG06,0.7,0.8,2.0,0.25,0.1,0
BG06,0.7,0.8,2.0,0.25,0.125,0
BG06,0.7,0.8,2.0,0.25,0.15,0
BG06,0.7,0.8,2.0,0.25,0.2,0
BG06,0.7,0.8,2.0,0.25,0.25,0
BG06,0.7,0.8,2.0,0.25,0.3,0
BG06,0.7,0.8,2.0,0.25,0.35,0
BG06,0.7,0.8,2.0,0.3,0.05,0
BG06,0.7,0.8,2.0,0.3,0.075,0
BG06,0.7,0.8,2.0,0.3,0.1,0
BG06,0.7,0.8,2.0,0.3,0.125,0
BG06,0.7,0.8,2.0,0.3,0.15,0
BG06,0.7,0.8,2.0,0.3,0.2,0
BG06,0.7,0.8,2.0,0.3,0.25,0
BG06,0.7,0.8,2.0,0.3,0.3,0
BG06,0.7,0.8,2.0,0.3,0.35,0
BG06,0.7,0.8,2.0,0.35,0.05,0
BG06,0.7,0.8,2.0,0.35,0.075,0
BG06,0.7,0.8,2.0,0.35,0.1,0
BG06,0.7,0.8,2.0,0.35,0.125,0
BG06,0.7,0.8,2.0,0.35,0.15,0
BG06,0.7,0.8,2.0,0.35,0.2,0
BG06,0.7,0.8,2.0,0.35,0.25,0
BG06,0.7,0.8,2.0,0.35,0.3,74
BG06,0.7,0.8,2.0,0.35,0.35,190
BG07,0.9,0.2,0.5,0.02,0.05,0
BG07,0.9,0.2,0.5,0.02,0.075,0
BG07,0.9,0.2,0.5,0.02,0.1,0
BG07,0.9,0.2,0.5,0.02,0.125,0
BG07,0.9,0.2,0.5,0.02,0.15,0
BG07,0.9,0.2,0.5,0.02,0.2,0
BG07,0.9,0.2,0.5,0.02,0.25,0
BG07,0.9,0.2,0.5,0.02,0.3,0
BG07,0.9,0.2,0.5,0.02,0.35,0
BG07,0.9,0.2,0.5,0.03,0.05,0
BG07,0.9,0.2,0.5,0.03,0.075,0
BG07,0.9,0.2,0.5,0.03,0.1,0
BG07,0.9,0.2,0.5,0.03,0.125,0
BG07,0.9,0.2,0.5,0.03,0.15,0
BG07,0.9,0.2,0.5,0.03,0.2,0
BG07,0.9,0.2,0.5,0.03,0.25,0
BG07,0.9,0.2,0.5,0.03,0.3,0
BG07,0.9,0.2,0.5,0.03,0.35,0
BG07,0.9,0.2,0.5,0.05,0.05,0
BG07,0.9,0.2,0.5,0.05,0.075,0
BG07,0.9,0.2,0.5,0.05,0.1,0
BG07,0.9,0.2,0.5,0.05,0.125,0
BG07,0.9,0.2,0.5,0.05,0.15,0
BG07,0.9,0.2,0.5,0.05,0.2,0
BG07,0.9,0.2,0.5,0.05,0.25,0
BG07,0.9,0.2,0.5,0.05,0.3,0
BG07,0.9,0.2,0.5,0.05,0.35,0
BG07,0.9,0.2,0.5,0.075,0.05,0
BG07,0.9,0.2,0.5,0.075,0.075,0
BG07,0.9,0.2,0.5,0.075,0.1,0
BG07,0.9,0.2,0.5,0.075,0.125,0
BG07,0.9,0.2,0.5,0.075,0.15,0
BG07,0.9,0.2,0.5,0.075,0.2,0
BG07,0.9,0.2,0.5,0.075,0.25,0
BG07,0.9,0.2,0.5,0.075,0.3,0
BG07,0.9,0.2,0.5,0.075,0.35,0
BG07,0.9,0.2,0.5,0.1,0.05,0
BG07,0.9,0.2,0.5,0.1,0.075,0
BG07,0.9,0.2,0.5,0.1,0.1,0
BG07,0.9,0.2,0.5,0.1,0.125,0
BG07,0.9,0.2,0.5,0.1,0.15,0
BG07,0.9,0.2,0.5,0.1,0.2,0
BG07,0.9,0.2,0.5,0.1,0.25,0
BG07,0.9,0.2,0.5,0.1,0.3,0
BG07,0.9,0.2,0.5,0.1,0.35,0
BG07,0.9,0.2,0.5,0.125,0.05,0
BG07,0.9,0.2,0.5,0.125,0.075,0
BG07,0.9,0.2,0.5,0.125,0.1,0
BG07,0.9,0.2,0.5,0.125,0.125,0
BG07,0.9,0.2,0.5,0.125,0.15,0
BG07,0.9,0.2,0.5,0.125,0.2,0
BG07,0.9,0.2,0.5,0.125,0.25,0
BG07,0.9,0.2,0.5,0.125,0.3,0
BG07,0.9,0.2,0.5,0.125,0.35,0
BG07,0.9,0.2,0.5,0.15,0.05,0
BG07,0.9,0.2,0.5,0.15,0.075,0
BG07,0.9,0.2,0.5,0.15,0.1,0
BG07,0.9,0.2,0.5,0.15,0.125,0
BG07,0.9,0.2,0.5,0.15,0.15,0
BG07,0.9,0.2,0.5,0.15,0.2,0
BG07,0.9,0.2,0.5,0.15,0.25,0
BG07,0.9,0.2,0.5,0.15,0.3,0
BG07,0.9,0.2,0.5,0.15,0.35,0
BG07,0.9,0.2,0.5,0.2,0.05,0
BG07,0.9,0.2,0.5,0.2,0.075,0
BG07,0.9,0.2,0.5,0.2,0.1,0
BG07,0.9,0.2,0.5,0.2,0.125,0
BG07,0.9,0.2,0.5,0.2,0.15,0
BG07,0.9,0.2,0.5,0.2,0.2,0
BG07,0.9,0.2,0.5,0.2,0.25,0
BG07,0.9,0.2,0.5,0.2,0.3,0
BG07,0.9,0.2,0.5,0.2,0.35,0
BG07,0.9,0.2,0.5,0.25,0.05,0
BG07,0.9,0.2,0.5,0.25,0.075,0
BG07,0.9,0.2,0.5,0.25,0.1,0
BG07,0.9,0.2,0.5,0.25,0.125,0
BG07,0.9,0.2,0.5,0.25,0.15,0
BG07,0.9,0.2,0.5,0.25,0.2,2
BG07,0.9,0.2,0.5,0.25,0.25,9
BG07,0.9,0.2,0.5,0.25,0.3,9
BG07,0.9,0.2,0.5,0.25,0.35,9
BG07,0.9,0.2,0.5,0.3,0.05,0
BG07,0.9,0.2,0.5,0.3,0.075,0
BG07,0.9,0.2,0.5,0.3,0.1,0
BG07,0.9,0.2,0.5,0.3,0.125,0
BG07,0.9,0.2,0.5,0.3,0.15,0
BG07,0.9,0.2,0.5,0.3,0.2,2
BG07,0.9,0.2,0.5,0.3,0.25,106
BG07,0.9,0.2,0.5,0.3,0.3,142
BG07,0.9,0.2,0.5,0.3,0.35,142
BG07,0.9,0.2,0.5,0.35,0.05,0
BG07,0.9,0.2,0.5,0.35,0.075,0
BG07,0.9,0.2,0.5,0.35,0.1,0
BG07,0.9,0.2,0.5,0.35,0.125,0
BG07,0.9,0.2,0.5,0.35,0.15,0
BG07,0.9,0.2,0.5,0.35,0.2,2
BG07,0.9,0.2,0.5,0.35,0.25,106
BG07,0.9,0.2,0.5,0.35,0.3,190
BG07,0.9,0.2,0.5,0.35,0.35,190
BG08,0.9,0.2,2.0,0.02,0.05,0
BG08,0.9,0.2,2.0,0.02,0.075,0
BG08,0.9,0.2,2.0,0.02,0.1,0
BG08,0.9,0.2,2.0,0.02,0.125,0
BG08,0.9,0.2,2.0,0.02,0.15,0
BG08,0.9,0.2,2.0,0.02,0.2,0
BG08,0.9,0.2,2.0,0.02,0.25,0
BG08,0.9,0.2,2.0,0.02,0.3,0
BG08,0.9,0.2,2.0,0.02,0.35,0
BG08,0.9,0.2,2.0,0.03,0.05,0
BG08,0.9,0.2,2.0,0.03,0.075,0
BG08,0.9,0.2,2.0,0.03,0.1,0
BG08,0.9,0.2,2.0,0.03,0.125,0
BG08,0.9,0.2,2.0,0.03,0.15,0
BG08,0.9,0.2,2.0,0.03,0.2,0
BG08,0.9,0.2,2.0,0.03,0.25,0
BG08,0.9,0.2,2.0,0.03,0.3,0
BG08,0.9,0.2,2.0,0.03,0.35,0
BG08,0.9,0.2,2.0,0.05,0.05,0
BG08,0.9,0.2,2.0,0.05,0.075,0
BG08,0.9,0.2,2.0,0.05,0.1,0
BG08,0.9,0.2,2.0,0.05,0.125,0
BG08,0.9,0.2,2.0,0.05,0.15,0
BG08,0.9,0.2,2.0,0.05,0.2,0
BG08,0.9,0.2,2.0,0.05,0.25,0
BG08,0.9,0.2,2.0,0.05,0.3,0
BG08,0.9,0.2,2.0,0.05,0.35,0
BG08,0.9,0.2,2.0,0.075,0.05,0
BG08,0.9,0.2,2.0,0.075,0.075,0
BG08,0.9,0.2,2.0,0.075,0.1,0
BG08,0.9,0.2,2.0,0.075,0.125,0
BG08,0.9,0.2,2.0,0.075,0.15,0
BG08,0.9,0.2,2.0,0.075,0.2,0
BG08,0.9,0.2,2.0,0.075,0.25,0
BG08,0.9,0.2,2.0,0.075,0.3,0
BG08,0.9,0.2,2.0,0.075,0.35,0
BG08,0.9,0.2,2.0,0.1,0.05,0
BG08,0.9,0.2,2.0,0.1,0.075,0
BG08,0.9,0.2,2.0,0.1,0.1,0
BG08,0.9,0.2,2.0,0.1,0.125,0
BG08,0.9,0.2,2.0,0.1,0.15,0
BG08,0.9,0.2,2.0,0.1,0.2,0
BG08,0.9,0.2,2.0,0.1,0.25,0
BG08,0.9,0.2,2.0,0.1,0.3,0
BG08,0.9,0.2,2.0,0.1,0.35,0
BG08,0.9,0.2,2.0,0.125,0.05,0
BG08,0.9,0.2,2.0,0.125,0.075,0
BG08,0.9,0.2,2.0,0.125,0.1,0
BG08,0.9,0.2,2.0,0.125,0.125,0
BG08,0.9,0.2,2.0,0.125,0.15,0
BG08,0.9,0.2,2.0,0.125,0.2,0
BG08,0.9,0.2,2.0,0.125,0.25,0
BG08,0.9,0.2,2.0,0.125,0.3,0
BG08,0.9,0.2,2.0,0.125,0.35,0
BG08,0.9,0.2,2.0,0.15,0.05,0
BG08,0.9,0.2,2.0,0.15,0.075,0
BG08,0.9,0.2,2.0,0.15,0.1,0
BG08,0.9,0.2,2.0,0.15,0.125,0
BG08,0.9,0.2,2.0,0.15,0.15,0
BG08,0.9,0.2,2.0,0.15,0.2,0
BG08,0.9,0.2,2.0,0.15,0.25,0
BG08,0.9,0.2,2.0,0.15,0.3,0
BG08,0.9,0.2,2.0,0.15,0.35,0
BG08,0.9,0.2,2.0,0.2,0.05,0
BG08,0.9,0.2,2.0,0.2,0.075,0
BG08,0.9,0.2,2.0,0.2,0.1,0
BG08,0.9,0.2,2.0,0.2,0.125,0
BG08,0.9,0.2,2.0,0.2,0.15,0
BG08,0.9,0.2,2.0,0.2,0.2,0
BG08,0.9,0.2,2.0,0.2,0.25,0
BG08,0.9,0.2,2.0,0.2,0.3,0
BG08,0.9,0.2,2.0,0.2,0.35,0
BG08,0.9,0.2,2.0,0.25,0.05,0
BG08,0.9,0.2,2.0,0.25,0.075,0
BG08,0.9,0.2,2.0,0.25,0.1,0
BG08,0.9,0.2,2.0,0.25,0.125,0
BG08,0.9,0.2,2.0,0.25,0.15,0
BG08,0.9,0.2,2.0,0.25,0.2,0
BG08,0.9,0.2,2.0,0.25,0.25,0
BG08,0.9,0.2,2.0,0.25,0.3,0
BG08,0.9,0.2,2.0,0.25,0.35,0
BG08,0.9,0.2,2.0,0.3,0.05,0
BG08,0.9,0.2,2.0,0.3,0.075,0
BG08,0.9,0.2,2.0,0.3,0.1,0
BG08,0.9,0.2,2.0,0.3,0.125,0
BG08,0.9,0.2,2.0,0.3,0.15,0
BG08,0.9,0.2,2.0,0.3,0.2,0
BG08,0.9,0.2,2.0,0.3,0.25,0
BG08,0.9,0.2,2.0,0.3,0.3,0
BG08,0.9,0.2,2.0,0.3,0.35,0
BG08,0.9,0.2,2.0,0.35,0.05,0
BG08,0.9,0.2,2.0,0.35,0.075,0
BG08,0.9,0.2,2.0,0.35,0.1,0
BG08,0.9,0.2,2.0,0.35,0.125,0
BG08,0.9,0.2,2.0,0.35,0.15,0
BG08,0.9,0.2,2.0,0.35,0.2,0
BG08,0.9,0.2,2.0,0.35,0.25,0
BG08,0.9,0.2,2.0,0.35,0.3,0
BG08,0.9,0.2,2.0,0.35,0.35,1
BG09,0.9,0.5,0.5,0.02,0.05,0
BG09,0.9,0.5,0.5,0.02,0.075,0
BG09,0.9,0.5,0.5,0.02,0.1,0
BG09,0.9,0.5,0.5,0.02,0.125,0
BG09,0.9,0.5,0.5,0.02,0.15,0
BG09,0.9,0.5,0.5,0.02,0.2,0
BG09,0.9,0.5,0.5,0.02,0.25,0
BG09,0.9,0.5,0.5,0.02,0.3,0
BG09,0.9,0.5,0.5,0.02,0.35,0
BG09,0.9,0.5,0.5,0.03,0.05,0
BG09,0.9,0.5,0.5,0.03,0.075,0
BG09,0.9,0.5,0.5,0.03,0.1,0
BG09,0.9,0.5,0.5,0.03,0.125,0
BG09,0.9,0.5,0.5,0.03,0.15,0
BG09,0.9,0.5,0.5,0.03,0.2,0
BG09,0.9,0.5,0.5,0.03,0.25,0
BG09,0.9,0.5,0.5,0.03,0.3,0
BG09,0.9,0.5,0.5,0.03,0.35,0
BG09,0.9,0.5,0.5,0.05,0.05,0
BG09,0.9,0.5,0.5,0.05,0.075,0
BG09,0.9,0.5,0.5,0.05,0.1,0
BG09,0.9,0.5,0.5,0.05,0.125,0
BG09,0.9,0.5,0.5,0.05,0.15,0
BG09,0.9,0.5,0.5,0.05,0.2,0
BG09,0.9,0.5,0.5,0.05,0.25,0
BG09,0.9,0.5,0.5,0.05,0.3,0
BG09,0.9,0.5,0.5,0.05,0.35,0
BG09,0.9,0.5,0.5,0.075,0.05,0
BG09,0.9,0.5,0.5,0.075,0.075,0
BG09,0.9,0.5,0.5,0.075,0.1,0
BG09,0.9,0.5,0.5,0.075,0.125,0
BG09,0.9,0.5,0.5,0.075,0.15,0
BG09,0.9,0.5,0.5,0.075,0.2,0
BG09,0.9,0.5,0.5,0.075,0.25,0
BG09,0.9,0.5,0.5,0.075,0.3,0
BG09,0.9,0.5,0.5,0.075,0.35,0
BG09,0.9,0.5,0.5,0.1,0.05,0
BG09,0.9,0.5,0.5,0.1,0.075,0
BG09,0.9,0.5,0.5,0.1,0.1,0
BG09,0.9,0.5,0.5,0.1,0.125,0
BG09,0.9,0.5,0.5,0.1,0.15,0
BG09,0.9,0.5,0.5,0.1,0.2,0
BG09,0.9,0.5,0.5,0.1,0.25,0
BG09,0.9,0.5,0.5,0.1,0.3,0
BG09,0.9,0.5,0.5,0.1,0.35,0
BG09,0.9,0.5,0.5,0.125,0.05,0
BG09,0.9,0.5,0.5,0.125,0.075,0
BG09,0.9,0.5,0.5,0.125,0.1,0
BG09,0.9,0.5,0.5,0.125,0.125,0
BG09,0.9,0.5,0.5,0.125,0.15,0
BG09,0.9,0.5,0.5,0.125,0.2,0
BG09,0.9,0.5,0.5,0.125,0.25,0
BG09,0.9,0.5,0.5,0.125,0.3,0
BG09,0.9,0.5,0.5,0.125,0.35,0
BG09,0.9,0.5,0.5,0.15,0.05,0
BG09,0.9,0.5,0.5,0.15,0.075,0
BG09,0.9,0.5,0.5,0.15,0.1,0
BG09,0.9,0.5,0.5,0.15,0.125,0
BG09,0.9,0.5,0.5,0.15,0.15,0
BG09,0.9,0.5,0.5,0.15,0.2,0
BG09,0.9,0.5,0.5,0.15,0.25,0
BG09,0.9,0.5,0.5,0.15,0.3,0
BG09,0.9,0.5,0.5,0.15,0.35,0
BG09,0.9,0.5,0.5,0.2,0.05,0
BG09,0.9,0.5,0.5,0.2,0.075,0
BG09,0.9,0.5,0.5,0.2,0.1,0
BG09,0.9,0.5,0.5,0.2,0.125,0
BG09,0.9,0.5,0.5,0.2,0.15,0
BG09,0.9,0.5,0.5,0.2,0.2,0
BG09,0.9,0.5,0.5,0.2,0.25,0
BG09,0.9,0.5,0.5,0.2,0.3,0
BG09,0.9,0.5,0.5,0.2,0.35,0
BG09,0.9,0.5,0.5,0.25,0.05,0
BG09,0.9,0.5,0.5,0.25,0.075,0
BG09,0.9,0.5,0.5,0.25,0.1,0
BG09,0.9,0.5,0.5,0.25,0.125,0
BG09,0.9,0.5,0.5,0.25,0.15,0
BG09,0.9,0.5,0.5,0.25,0.2,0
BG09,0.9,0.5,0.5,0.25,0.25,0
BG09,0.9,0.5,0.5,0.25,0.3,0
BG09,0.9,0.5,0.5,0.25,0.35,0
BG09,0.9,0.5,0.5,0.3,0.05,0
BG09,0.9,0.5,0.5,0.3,0.075,0
BG09,0.9,0.5,0.5,0.3,0.1,0
BG09,0.9,0.5,0.5,0.3,0.125,0
BG09,0.9,0.5,0.5,0.3,0.15,0
BG09,0.9,0.5,0.5,0.3,0.2,20
BG09,0.9,0.5,0.5,0.3,0.25,66
BG09,0.9,0.5,0.5,0.3,0.3,66
BG09,0.9,0.5,0.5,0.3,0.35,66
BG09,0.9,0.5,0.5,0.35,0.05,0
BG09,0.9,0.5,0.5,0.35,0.075,0
BG09,0.9,0.5,0.5,0.35,0.1,0
BG09,0.9,0.5,0.5,0.35,0.125,0
BG09,0.9,0.5,0.5,0.35,0.15,0
BG09,0.9,0.5,0.5,0.35,0.2,20
BG09,0.9,0.5,0.5,0.35,0.25,155
BG09,0.9,0.5,0.5,0.35,0.3,188
BG09,0.9,0.5,0.5,0.35,0.35,188
BG10,0.9,0.5,2.0,0.02,0.05,0
BG10,0.9,0.5,2.0,0.02,0.075,0
BG10,0.9,0.5,2.0,0.02,0.1,0
BG10,0.9,0.5,2.0,0.02,0.125,0
BG10,0.9,0.5,2.0,0.02,0.15,0
BG10,0.9,0.5,2.0,0.02,0.2,0
BG10,0.9,0.5,2.0,0.02,0.25,0
BG10,0.9,0.5,2.0,0.02,0.3,0
BG10,0.9,0.5,2.0,0.02,0.35,0
BG10,0.9,0.5,2.0,0.03,0.05,0
BG10,0.9,0.5,2.0,0.03,0.075,0
BG10,0.9,0.5,2.0,0.03,0.1,0
BG10,0.9,0.5,2.0,0.03,0.125,0
BG10,0.9,0.5,2.0,0.03,0.15,0
BG10,0.9,0.5,2.0,0.03,0.2,0
BG10,0.9,0.5,2.0,0.03,0.25,0
BG10,0.9,0.5,2.0,0.03,0.3,0
BG10,0.9,0.5,2.0,0.03,0.35,0
BG10,0.9,0.5,2.0,0.05,0.05,0
BG10,0.9,0.5,2.0,0.05,0.075,0
BG10,0.9,0.5,2.0,0.05,0.1,0
BG10,0.9,0.5,2.0,0.05,0.125,0
BG10,0.9,0.5,2.0,0.05,0.15,0
BG10,0.9,0.5,2.0,0.05,0.2,0
BG10,0.9,0.5,2.0,0.05,0.25,0
BG10,0.9,0.5,2.0,0.05,0.3,0
BG10,0.9,0.5,2.0,0.05,0.35,0
BG10,0.9,0.5,2.0,0.075,0.05,0
BG10,0.9,0.5,2.0,0.075,0.075,0
BG10,0.9,0.5,2.0,0.075,0.1,0
BG10,0.9,0.5,2.0,0.075,0.125,0
BG10,0.9,0.5,2.0,0.075,0.15,0
BG10,0.9,0.5,2.0,0.075,0.2,0
BG10,0.9,0.5,2.0,0.075,0.25,0
BG10,0.9,0.5,2.0,0.075,0.3,0
BG10,0.9,0.5,2.0,0.075,0.35,0
BG10,0.9,0.5,2.0,0.1,0.05,0
BG10,0.9,0.5,2.0,0.1,0.075,0
BG10,0.9,0.5,2.0,0.1,0.1,0
BG10,0.9,0.5,2.0,0.1,0.125,0
BG10,0.9,0.5,2.0,0.1,0.15,0
BG10,0.9,0.5,2.0,0.1,0.2,0
BG10,0.9,0.5,2.0,0.1,0.25,0
BG10,0.9,0.5,2.0,0.1,0.3,0
BG10,0.9,0.5,2.0,0.1,0.35,0
BG10,0.9,0.5,2.0,0.125,0.05,0
BG10,0.9,0.5,2.0,0.125,0.075,0
BG10,0.9,0.5,2.0,0.125,0.1,0
BG10,0.9,0.5,2.0,0.125,0.125,0
BG10,0.9,0.5,2.0,0.125,0.15,0
BG10,0.9,0.5,2.0,0.125,0.2,0
BG10,0.9,0.5,2.0,0.125,0.25,0
BG10,0.9,0.5,2.0,0.125,0.3,0
BG10,0.9,0.5,2.0,0.125,0.35,0
BG10,0.9,0.5,2.0,0.15,0.05,0
BG10,0.9,0.5,2.0,0.15,0.075,0
BG10,0.9,0.5,2.0,0.15,0.1,0
BG10,0.9,0.5,2.0,0.15,0.125,0
BG10,0.9,0.5,2.0,0.15,0.15,0
BG10,0.9,0.5,2.0,0.15,0.2,0
BG10,0.9,0.5,2.0,0.15,0.25,0
BG10,0.9,0.5,2.0,0.15,0.3,0
BG10,0.9,0.5,2.0,0.15,0.35,0
BG10,0.9,0.5,2.0,0.2,0.05,0
BG10,0.9,0.5,2.0,0.2,0.075,0
BG10,0.9,0.5,2.0,0.2,0.1,0
BG10,0.9,0.5,2.0,0.2,0.125,0
BG10,0.9,0.5,2.0,0.2,0.15,0
BG10,0.9,0.5,2.0,0.2,0.2,0
BG10,0.9,0.5,2.0,0.2,0.25,0
BG10,0.9,0.5,2.0,0.2,0.3,0
BG10,0.9,0.5,2.0,0.2,0.35,0
BG10,0.9,0.5,2.0,0.25,0.05,0
BG10,0.9,0.5,2.0,0.25,0.075,0
BG10,0.9,0.5,2.0,0.25,0.1,0
BG10,0.9,0.5,2.0,0.25,0.125,0
BG10,0.9,0.5,2.0,0.25,0.15,0
BG10,0.9,0.5,2.0,0.25,0.2,0
BG10,0.9,0.5,2.0,0.25,0.25,0
BG10,0.9,0.5,2.0,0.25,0.3,0
BG10,0.9,0.5,2.0,0.25,0.35,0
BG10,0.9,0.5,2.0,0.3,0.05,0
BG10,0.9,0.5,2.0,0.3,0.075,0
BG10,0.9,0.5,2.0,0.3,0.1,0
BG10,0.9,0.5,2.0,0.3,0.125,0
BG10,0.9,0.5,2.0,0.3,0.15,0
BG10,0.9,0.5,2.0,0.3,0.2,0
BG10,0.9,0.5,2.0,0.3,0.25,0
BG10,0.9,0.5,2.0,0.3,0.3,0
BG10,0.9,0.5,2.0,0.3,0.35,0
BG10,0.9,0.5,2.0,0.35,0.05,0
BG10,0.9,0.5,2.0,0.35,0.075,0
BG10,0.9,0.5,2.0,0.35,0.1,0
BG10,0.9,0.5,2.0,0.35,0.125,0
BG10,0.9,0.5,2.0,0.35,0.15,0
BG10,0.9,0.5,2.0,0.35,0.2,0
BG10,0.9,0.5,2.0,0.35,0.25,0
BG10,0.9,0.5,2.0,0.35,0.3,1
BG10,0.9,0.5,2.0,0.35,0.35,50
BG11,0.9,0.8,0.5,0.02,0.05,0
BG11,0.9,0.8,0.5,0.02,0.075,0
BG11,0.9,0.8,0.5,0.02,0.1,0
BG11,0.9,0.8,0.5,0.02,0.125,0
BG11,0.9,0.8,0.5,0.02,0.15,0
BG11,0.9,0.8,0.5,0.02,0.2,0
BG11,0.9,0.8,0.5,0.02,0.25,0
BG11,0.9,0.8,0.5,0.02,0.3,0
BG11,0.9,0.8,0.5,0.02,0.35,0
BG11,0.9,0.8,0.5,0.03,0.05,0
BG11,0.9,0.8,0.5,0.03,0.075,0
BG11,0.9,0.8,0.5,0.03,0.1,0
BG11,0.9,0.8,0.5,0.03,0.125,0
BG11,0.9,0.8,0.5,0.03,0.15,0
BG11,0.9,0.8,0.5,0.03,0.2,0
BG11,0.9,0.8,0.5,0.03,0.25,0
BG11,0.9,0.8,0.5,0.03,0.3,0
BG11,0.9,0.8,0.5,0.03,0.35,0
BG11,0.9,0.8,0.5,0.05,0.05,0
BG11,0.9,0.8,0.5,0.05,0.075,0
BG11,0.9,0.8,0.5,0.05,0.1,0
BG11,0.9,0.8,0.5,0.05,0.125,0
BG11,0.9,0.8,0.5,0.05,0.15,0
BG11,0.9,0.8,0.5,0.05,0.2,0
BG11,0.9,0.8,0.5,0.05,0.25,0
BG11,0.9,0.8,0.5,0.05,0.3,0
BG11,0.9,0.8,0.5,0.05,0.35,0
BG11,0.9,0.8,0.5,0.075,0.05,0
BG11,0.9,0.8,0.5,0.075,0.075,0
BG11,0.9,0.8,0.5,0.075,0.1,0
BG11,0.9,0.8,0.5,0.075,0.125,0
BG11,0.9,0.8,0.5,0.075,0.15,0
BG11,0.9,0.8,0.5,0.075,0.2,0
BG11,0.9,0.8,0.5,0.075,0.25,0
BG11,0.9,0.8,0.5,0.075,0.3,0
BG11,0.9,0.8,0.5,0.075,0.35,0
BG11,0.9,0.8,0.5,0.1,0.05,0
BG11,0.9,0.8,0.5,0.1,0.075,0
BG11,0.9,0.8,0.5,0.1,0.1,0
BG11,0.9,0.8,0.5,0.1,0.125,0
BG11,0.9,0.8,0.5,0.1,0.15,0
BG11,0.9,0.8,0.5,0.1,0.2,0
BG11,0.9,0.8,0.5,0.1,0.25,0
BG11,0.9,0.8,0.5,0.1,0.3,0
BG11,0.9,0.8,0.5,0.1,0.35,0
BG11,0.9,0.8,0.5,0.125,0.05,0
BG11,0.9,0.8,0.5,0.125,0.075,0
BG11,0.9,0.8,0.5,0.125,0.1,0
BG11,0.9,0.8,0.5,0.125,0.125,0
BG11,0.9,0.8,0.5,0.125,0.15,0
BG11,0.9,0.8,0.5,0.125,0.2,0
BG11,0.9,0.8,0.5,0.125,0.25,0
BG11,0.9,0.8,0.5,0.125,0.3,0
BG11,0.9,0.8,0.5,0.125,0.35,0
BG11,0.9,0.8,0.5,0.15,0.05,0
BG11,0.9,0.8,0.5,0.15,0.075,0
BG11,0.9,0.8,0.5,0.15,0.1,0
BG11,0.9,0.8,0.5,0.15,0.125,0
BG11,0.9,0.8,0.5,0.15,0.15,0
BG11,0.9,0.8,0.5,0.15,0.2,0
BG11,0.9,0.8,0.5,0.15,0.25,0
BG11,0.9,0.8,0.5,0.15,0.3,0
BG11,0.9,0.8,0.5,0.15,0.35,0
BG11,0.9,0.8,0.5,0.2,0.05,0
BG11,0.9,0.8,0.5,0.2,0.075,0
BG11,0.9,0.8,0.5,0.2,0.1,0
BG11,0.9,0.8,0.5,0.2,0.125,0
BG11,0.9,0.8,0.5,0.2,0.15,0
BG11,0.9,0.8,0.5,0.2,0.2,0
BG11,0.9,0.8,0.5,0.2,0.25,0
BG11,0.9,0.8,0.5,0.2,0.3,0
BG11,0.9,0.8,0.5,0.2,0.35,0
BG11,0.9,0.8,0.5,0.25,0.05,0
BG11,0.9,0.8,0.5,0.25,0.075,0
BG11,0.9,0.8,0.5,0.25,0.1,0
BG11,0.9,0.8,0.5,0.25,0.125,0
BG11,0.9,0.8,0.5,0.25,0.15,0
