original_scenario_id,base_rho,base_tau,K,rho,qH,tau,candidate_labels,intervention_index,coarse_mean_feasible_policies,coarse_min_max_mean_ratio,method,init_seed,selected_idx,selected_alpha_on,selected_alpha_off,mean_B_H,mean_B_L,mean_W,mean_cloud_fraction,mean_op_cost,viol_H,viol_L,upper_H,upper_L,certified
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,DR-BGS,0,7,8.0,4.0,0.00046667002556900116,0.00016686495614411573,0.03600375684355142,0.031099498120678283,0.036500061647211,1,0,0.03658316774058025,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,DR-BGS,1,7,8.0,4.0,0.00046667002556900116,0.00016686495614411573,0.03600375684355142,0.031099498120678283,0.036500061647211,1,0,0.03658316774058025,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,DR-BGS,2,7,8.0,4.0,0.00046667002556900116,0.00016686495614411573,0.03600375684355142,0.031099498120678283,0.036500061647211,1,0,0.03658316774058025,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,DR-BGS,3,7,8.0,4.0,0.00046667002556900116,0.00016686495614411573,0.03600375684355142,0.031099498120678283,0.036500061647211,1,0,0.03658316774058025,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,DR-BGS,4,7,8.0,4.0,0.00046667002556900116,0.00016686495614411573,0.03600375684355142,0.031099498120678283,0.036500061647211,1,0,0.03658316774058025,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,Guarded-GP,0,20,12.0,12.0,0.00022602536949739249,0.00011049667438642686,0.03717955047592213,0.013828754192323368,0.019405686763711683,0,0,0.02429259716610854,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,Guarded-GP,1,20,12.0,12.0,0.00022602536949739249,0.00011049667438642686,0.03717955047592213,0.013828754192323368,0.019405686763711683,0,0,0.02429259716610854,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,Guarded-GP,2,27,14.0,14.0,0.00030321625682450424,0.00014285297418874373,0.0375845571215909,0.010614652327704087,0.01625233589594272,1,0,0.03658316774058025,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,Guarded-GP,3,19,12.0,10.0,0.00022602536949739249,0.00011049667438642686,0.03718054920509592,0.014128019821286527,0.019705102202050916,0,0,0.02429259716610854,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.05,0.2,0.5,load_path,0.9285714285714285,190,0.0,Guarded-GP,4,19,12.0,10.0,0.00022602536949739249,0.00011049667438642686,0.03718054920509592,0.014128019821286527,0.019705102202050916,0,0,0.02429259716610854,0.02429259716610854,1
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,Exhaustive-training,-1,36,18.0,2.0,0.015321124474321254,0.011362236088214158,0.09923603931409744,0.09744962520903062,0.11233503110614526,51,2,0.42173666748733485,0.04733301949633556,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,DR-BGS,0,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,DR-BGS,1,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,DR-BGS,2,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,DR-BGS,3,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,DR-BGS,4,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,Guarded-GP,0,41,18.0,12.0,0.015188471120946151,0.010529436457711433,0.09998073599647511,0.09167826955830134,0.1066753799577726,55,2,0.4491502447105225,0.04733301949633556,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,Guarded-GP,1,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,Guarded-GP,2,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,Guarded-GP,3,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.1,0.2,0.5,joint_safer;load_path,0.8571428571428572,109,0.2358490566037735,Guarded-GP,4,45,20.0,2.0,0.015734771012452634,0.012231683011587152,0.1011040694654866,0.09026842834868937,0.10543403876851237,54,1,0.44232060259772593,0.03658316774058025,0
BG01,0.7,0.5,40.0,0.125,0.2,0.5,load_path,0.8214285714285714,-1,,Exhaustive-training,-1,36,18.0,2.0,0.021113509228012813,0.01941538394718726,0.12101164598275706,0.11961831077195327,0.13777005766936684,62,4,0.49653148662366825,0.06686787667748939,0
BG01,0.7,0.5,40.0,0.125,0.2,0.5,load_path,0.8214285714285714,-1,,DR-BGS,0,45,20.0,2.0,0.022247266269605413,0.01934649991468015,0.12278587791074878,0.11012828139726302,0.12854616308387534,72,7,0.562982388813715,0.0937858649877965,0
BG01,0.7,0.5,40.0,0.125,0.2,0.5,load_path,0.8214285714285714,-1,,DR-BGS,1,45,20.0,2.0,0.022247266269605413,0.01934649991468015,0.12278587791074878,0.11012828139726302,0.12854616308387534,72,7,0.562982388813715,0.0937858649877965,0
BG01,0.7,0.5,40.0,0.125,0.2,0.5,load_path,0.8214285714285714,-1,,DR-BGS,2,45,20.0,2.0,0.022247266269605413,0.01934649991468015,0.12278587791074878,0.11012828139726302,0.12854616308387534,72,7,0.562982388813715,0.0937858649877965,0
BG01,0.7,0.5,40.0,0.125,0.2,0.5,load_path,0.8214285714285714,-1,,DR-BGS,3,45,20.0,2.0,0.022247266269605413,0.01934649991468015,0.12278587791074878,0.11012828139726302,0.12854616308387534,72,7,0.562982388813715,0.0937858649877965,0
BG01,0.7,0.5,40.0,0.125,0.2,0.5,load_path,0.8214285714285714,-1,,DR-BGS,4,45,20.0,2.0,0.022247266269605413,0.01934649991468015,0.12278587791074878,0.11012828139726302,0.12854616308387534,72,7,0.562982388813715,0.0937858649877965,0
BG01,0.7,0.5,40.0,0.125,0.2,0.5,load_path,0.8214285714285714,-1,,Guarded-GP,0,41,18.0,12.0,0.021937815093900297,0.019523414782683268,0.12125285106756868,0.11325228169023205,0.13144020935036735,64,5,0.5099359118817948,0.07607232253734687,0
