original_scenario_id,base_rho,base_tau,K,rho,qH,tau,candidate_labels,intervention_index,coarse_mean_feasible_policies,coarse_min_max_mean_ratio,method,init_seed,selected_idx,selected_alpha_on,selected_alpha_off,mean_B_H,mean_B_L,mean_W,mean_cloud_fraction,mean_op_cost,viol_H,viol_L,upper_H,upper_L,certified
BG02,0.7,2.0,40.0,0.05,0.2,2.0,load_path,0.9285714285714285,190,0.0,Guarded-GP,3,19,12.0,10.0,0.0007341188708517173,0.0006005064895693401,0.039738640451408784,0.009301069482606217,0.015261865550317536,1,0,0.03658316774058025,0.02429259716610854,1
BG02,0.7,2.0,40.0,0.05,0.2,2.0,load_path,0.9285714285714285,190,0.0,Guarded-GP,4,19,12.0,10.0,0.0007341188708517173,0.0006005064895693401,0.039738640451408784,0.009301069482606217,0.015261865550317536,1,0,0.03658316774058025,0.02429259716610854,1
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,Exhaustive-training,-1,6,8.0,2.0,0.006109965775556662,0.005519853509676151,0.07512797496526583,0.05534577746101807,0.06661497370580795,22,0,0.21359421872617906,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,DR-BGS,0,16,12.0,4.0,0.006175974575103017,0.005486003904008392,0.07416416227759028,0.044307864342595815,0.055432488684234366,20,0,0.19838696759904956,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,DR-BGS,1,16,12.0,4.0,0.006175974575103017,0.005486003904008392,0.07416416227759028,0.044307864342595815,0.055432488684234366,20,0,0.19838696759904956,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,DR-BGS,2,16,12.0,4.0,0.006175974575103017,0.005486003904008392,0.07416416227759028,0.044307864342595815,0.055432488684234366,20,0,0.19838696759904956,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,DR-BGS,3,16,12.0,4.0,0.006175974575103017,0.005486003904008392,0.07416416227759028,0.044307864342595815,0.055432488684234366,20,0,0.19838696759904956,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,DR-BGS,4,16,12.0,4.0,0.006175974575103017,0.005486003904008392,0.07416416227759028,0.044307864342595815,0.055432488684234366,20,0,0.19838696759904956,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,Guarded-GP,0,20,12.0,12.0,0.006399618205990208,0.005845663637863099,0.07511604018363223,0.0382521499124205,0.049519555939965335,20,0,0.19838696759904956,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,Guarded-GP,1,20,12.0,12.0,0.006399618205990208,0.005845663637863099,0.07511604018363223,0.0382521499124205,0.049519555939965335,20,0,0.19838696759904956,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,Guarded-GP,2,27,14.0,14.0,0.00674043186803921,0.006262193535977841,0.07656318902281654,0.0308618377489169,0.042346316102339375,20,0,0.19838696759904956,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,Guarded-GP,3,19,12.0,10.0,0.006182901347969002,0.00571879230681142,0.07492777237330804,0.04036019813188289,0.05159936398787909,19,0,0.19072061375638855,0.02429259716610854,0
BG02,0.7,2.0,40.0,0.075,0.2,2.0,load_path,0.8928571428571429,-1,,Guarded-GP,4,19,12.0,10.0,0.006182901347969002,0.00571879230681142,0.07492777237330804,0.04036019813188289,0.05159936398787909,19,0,0.19072061375638855,0.02429259716610854,0
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,Exhaustive-training,-1,44,108.0,108.0,0.0031187417192449812,0.003180671668843701,0.7075863410885649,0.1678025693077258,0.27394052047101053,7,2,0.0937858649877965,0.04733301949633556,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,DR-BGS,0,44,108.0,108.0,0.0031187417192449812,0.003180671668843701,0.7075863410885649,0.1678025693077258,0.27394052047101053,7,2,0.0937858649877965,0.04733301949633556,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,DR-BGS,1,44,108.0,108.0,0.0031187417192449812,0.003180671668843701,0.7075863410885649,0.1678025693077258,0.27394052047101053,7,2,0.0937858649877965,0.04733301949633556,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,DR-BGS,2,44,108.0,108.0,0.0031187417192449812,0.003180671668843701,0.7075863410885649,0.1678025693077258,0.27394052047101053,7,2,0.0937858649877965,0.04733301949633556,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,DR-BGS,3,44,108.0,108.0,0.0031187417192449812,0.003180671668843701,0.7075863410885649,0.1678025693077258,0.27394052047101053,7,2,0.0937858649877965,0.04733301949633556,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,DR-BGS,4,44,108.0,108.0,0.0031187417192449812,0.003180671668843701,0.7075863410885649,0.1678025693077258,0.27394052047101053,7,2,0.0937858649877965,0.04733301949633556,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,Guarded-GP,0,54,120.0,120.0,0.002711547728109719,0.0024621620700947624,0.752117536638696,0.16212251792856985,0.27494014842437425,7,1,0.0937858649877965,0.03658316774058025,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,Guarded-GP,1,54,120.0,120.0,0.002711547728109719,0.0024621620700947624,0.752117536638696,0.16212251792856985,0.27494014842437425,7,1,0.0937858649877965,0.03658316774058025,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,Guarded-GP,2,54,120.0,120.0,0.002711547728109719,0.0024621620700947624,0.752117536638696,0.16212251792856985,0.27494014842437425,7,1,0.0937858649877965,0.03658316774058025,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,Guarded-GP,3,54,120.0,120.0,0.002711547728109719,0.0024621620700947624,0.752117536638696,0.16212251792856985,0.27494014842437425,7,1,0.0937858649877965,0.03658316774058025,1
BG01,0.7,0.5,240.0,0.65,0.2,0.5,joint_safer,5.071428571428571,150,0.0,Guarded-GP,4,54,120.0,120.0,0.002711547728109719,0.0024621620700947624,0.752117536638696,0.16212251792856985,0.27494014842437425,7,1,0.0937858649877965,0.03658316774058025,1
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,Exhaustive-training,-1,21,14.0,2.0,0.02051031857246435,0.01713960272814978,0.10759560012770158,0.05459732152101671,0.07073666154017197,67,5,0.5299346538729368,0.07607232253734687,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,DR-BGS,0,21,14.0,2.0,0.02051031857246435,0.01713960272814978,0.10759560012770158,0.05459732152101671,0.07073666154017197,67,5,0.5299346538729368,0.07607232253734687,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,DR-BGS,1,21,14.0,2.0,0.02051031857246435,0.01713960272814978,0.10759560012770158,0.05459732152101671,0.07073666154017197,67,5,0.5299346538729368,0.07607232253734687,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,DR-BGS,2,21,14.0,2.0,0.02051031857246435,0.01713960272814978,0.10759560012770158,0.05459732152101671,0.07073666154017197,67,5,0.5299346538729368,0.07607232253734687,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,DR-BGS,3,21,14.0,2.0,0.02051031857246435,0.01713960272814978,0.10759560012770158,0.05459732152101671,0.07073666154017197,67,5,0.5299346538729368,0.07607232253734687,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,DR-BGS,4,21,14.0,2.0,0.02051031857246435,0.01713960272814978,0.10759560012770158,0.05459732152101671,0.07073666154017197,67,5,0.5299346538729368,0.07607232253734687,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,Guarded-GP,0,30,16.0,6.0,0.020200340752587552,0.015499733465125492,0.10709181386955388,0.054543846997135624,0.07060761907756868,67,1,0.5299346538729368,0.03658316774058025,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,Guarded-GP,1,30,16.0,6.0,0.020200340752587552,0.015499733465125492,0.10709181386955388,0.054543846997135624,0.07060761907756868,67,1,0.5299346538729368,0.03658316774058025,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,Guarded-GP,2,30,16.0,6.0,0.020200340752587552,0.015499733465125492,0.10709181386955388,0.054543846997135624,0.07060761907756868,67,1,0.5299346538729368,0.03658316774058025,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,Guarded-GP,3,35,16.0,16.0,0.02058696596614147,0.016538175304810124,0.10827019655047244,0.04754801608188711,0.06378854556445797,68,3,0.536572414418704,0.05733422228820578,0
BG02,0.7,2.0,40.0,0.1,0.2,2.0,joint_safer;load_path,0.8571428571428572,104,0.718181305212347,Guarded-GP,4,27,14.0,14.0,0.02038872967009169,0.016213631679515606,0.10699555431194717,0.05426088950801208,0.07031022265480416,69,4,0.5431960267478911,0.06686787667748939,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,Exhaustive-training,-1,28,16.0,2.0,0.03235800973052535,0.031138980993125478,0.13671137855921825,0.07637786532864507,0.09688457211252782,96,25,0.7166703878109575,0.23612432654043203,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,DR-BGS,0,45,20.0,2.0,0.03305341996363418,0.032315166255498844,0.1389004296854014,0.06602276195825058,0.0868578264110608,100,27,0.7414436366064876,0.25097789500601614,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,DR-BGS,1,45,20.0,2.0,0.03305341996363418,0.032315166255498844,0.1389004296854014,0.06602276195825058,0.0868578264110608,100,27,0.7414436366064876,0.25097789500601614,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,DR-BGS,2,45,20.0,2.0,0.03305341996363418,0.032315166255498844,0.1389004296854014,0.06602276195825058,0.0868578264110608,100,27,0.7414436366064876,0.25097789500601614,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,DR-BGS,3,45,20.0,2.0,0.03305341996363418,0.032315166255498844,0.1389004296854014,0.06602276195825058,0.0868578264110608,100,27,0.7414436366064876,0.25097789500601614,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,DR-BGS,4,45,20.0,2.0,0.03305341996363418,0.032315166255498844,0.1389004296854014,0.06602276195825058,0.0868578264110608,100,27,0.7414436366064876,0.25097789500601614,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,Guarded-GP,0,41,18.0,12.0,0.03381926201061551,0.03352831082057665,0.1395823135780857,0.06264468543747789,0.08358203247419074,100,30,0.7414436366064876,0.2730362177909275,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,Guarded-GP,1,30,16.0,6.0,0.0327782890061739,0.031715805966956785,0.13781806082808493,0.07646727616983442,0.09713998529404719,98,29,0.7290896321748647,0.26571148145734896,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,Guarded-GP,2,41,18.0,12.0,0.03381926201061551,0.03352831082057665,0.1395823135780857,0.06264468543747789,0.08358203247419074,100,30,0.7414436366064876,0.2730362177909275,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,Guarded-GP,3,35,16.0,16.0,0.03346969633801508,0.033435974893754654,0.13929978297073983,0.06713166408822033,0.08802663153383132,98,32,0.7290896321748647,0.2876066226106646,0
BG02,0.7,2.0,40.0,0.125,0.2,2.0,load_path,0.8214285714285714,-1,,Guarded-GP,4,30,16.0,6.0,0.0327782890061739,0.031715805966956785,0.13781806082808493,0.07646727616983442,0.09713998529404719,98,29,0.7290896321748647,0.26571148145734896,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,Exhaustive-training,-1,28,16.0,2.0,0.05126637632007481,0.04936925428939613,0.15936845808046657,0.09543384199011117,0.11933911070218113,120,61,0.8608060007763415,0.4898074362596504,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,DR-BGS,0,36,18.0,2.0,0.053320628359323004,0.0506903377116098,0.16018872849594143,0.09156523146474203,0.11559354073913324,122,63,0.8722317344011091,0.5032409468704364,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,DR-BGS,1,36,18.0,2.0,0.053320628359323004,0.0506903377116098,0.16018872849594143,0.09156523146474203,0.11559354073913324,122,63,0.8722317344011091,0.5032409468704364,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,DR-BGS,2,36,18.0,2.0,0.053320628359323004,0.0506903377116098,0.16018872849594143,0.09156523146474203,0.11559354073913324,122,63,0.8722317344011091,0.5032409468704364,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,DR-BGS,3,36,18.0,2.0,0.053320628359323004,0.0506903377116098,0.16018872849594143,0.09156523146474203,0.11559354073913324,122,63,0.8722317344011091,0.5032409468704364,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,DR-BGS,4,36,18.0,2.0,0.053320628359323004,0.0506903377116098,0.16018872849594143,0.09156523146474203,0.11559354073913324,122,63,0.8722317344011091,0.5032409468704364,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,Guarded-GP,0,41,18.0,12.0,0.054325203560487194,0.050581213950199766,0.16125876105965845,0.08158040683279723,0.10576922099174599,127,66,0.9002480485844134,0.5232826920068157,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,Guarded-GP,1,45,20.0,2.0,0.052538161962595135,0.0489796750199841,0.1602649876457789,0.08931579893428508,0.11335554708115192,121,63,0.8665332141534924,0.5032409468704364,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,Guarded-GP,2,45,20.0,2.0,0.052538161962595135,0.0489796750199841,0.1602649876457789,0.08931579893428508,0.11335554708115192,121,63,0.8665332141534924,0.5032409468704364,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,Guarded-GP,3,35,16.0,16.0,0.05254459935230404,0.049255820979808,0.15992969447502176,0.09092122320932289,0.11491067738057614,124,65,0.8835378266393749,0.5166164677468423,0
BG02,0.7,2.0,40.0,0.15,0.2,2.0,joint_boundary;load_path,0.7857142857142857,1,0.8691312620275091,Guarded-GP,4,35,16.0,16.0,0.05254459935230404,0.049255820979808,0.15992969447502176,0.09092122320932289,0.11491067738057614,124,65,0.8835378266393749,0.5166164677468423,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,Exhaustive-training,-1,78,26.0,2.0,0.07314706435181956,0.07556129233592972,0.19648129795710295,0.08920564585859356,0.11867784055215898,145,121,0.9890898135310887,0.8665332141534924,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,DR-BGS,0,84,26.0,14.0,0.07407792490190024,0.0769838809535575,0.19660693025652368,0.08736030335410068,0.11685134289257922,145,125,0.9890898135310887,0.8891426679824252,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,DR-BGS,1,84,26.0,14.0,0.07407792490190024,0.0769838809535575,0.19660693025652368,0.08736030335410068,0.11685134289257922,145,125,0.9890898135310887,0.8891426679824252,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,DR-BGS,2,84,26.0,14.0,0.07407792490190024,0.0769838809535575,0.19660693025652368,0.08736030335410068,0.11685134289257922,145,125,0.9890898135310887,0.8891426679824252,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,DR-BGS,3,84,26.0,14.0,0.07407792490190024,0.0769838809535575,0.19660693025652368,0.08736030335410068,0.11685134289257922,145,125,0.9890898135310887,0.8891426679824252,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,DR-BGS,4,84,26.0,14.0,0.07407792490190024,0.0769838809535575,0.19660693025652368,0.08736030335410068,0.11685134289257922,145,125,0.9890898135310887,0.8891426679824252,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,Guarded-GP,0,91,28.0,2.0,0.07427206796795306,0.0750755842487375,0.19719753441921836,0.08888315571684037,0.11846278587972311,147,118,0.9958563747187794,0.8492697634871661,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,Guarded-GP,1,85,26.0,16.0,0.07403567541535178,0.07645161180391974,0.1964742852955327,0.08739138491138924,0.11686252770571916,146,123,0.9926874536019917,0.8779003724223797,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,Guarded-GP,2,91,28.0,2.0,0.07427206796795306,0.0750755842487375,0.19719753441921836,0.08888315571684037,0.11846278587972311,147,118,0.9958563747187794,0.8492697634871661,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,Guarded-GP,3,91,28.0,2.0,0.07427206796795306,0.0750755842487375,0.19719753441921836,0.08888315571684037,0.11846278587972311,147,118,0.9958563747187794,0.8492697634871661,0
BG02,0.7,2.0,40.0,0.2,0.2,2.0,joint_harder;load_path,0.7142857142857143,0,2.3836693350244103,Guarded-GP,4,95,28.0,10.0,0.07462925510725534,0.07752550558674061,0.19648747599283592,0.08444562192316708,0.11391874332209245,146,125,0.9926874536019917,0.8891426679824252,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,Exhaustive-training,-1,55,22.0,2.0,0.09573728359379798,0.09484317888344594,0.21413196751787542,0.13476768909581868,0.16688748422350003,147,136,0.9958563747187794,0.9480298277055218,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,DR-BGS,0,60,22.0,12.0,0.10020855485057693,0.09745325521571079,0.21836115121369606,0.11364782784656034,0.14640200052861474,148,137,0.9983811729701603,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,DR-BGS,1,60,22.0,12.0,0.10020855485057693,0.09745325521571079,0.21836115121369606,0.11364782784656034,0.14640200052861474,148,137,0.9983811729701603,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,DR-BGS,2,60,22.0,12.0,0.10020855485057693,0.09745325521571079,0.21836115121369606,0.11364782784656034,0.14640200052861474,148,137,0.9983811729701603,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,DR-BGS,3,60,22.0,12.0,0.10020855485057693,0.09745325521571079,0.21836115121369606,0.11364782784656034,0.14640200052861474,148,137,0.9983811729701603,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,DR-BGS,4,60,22.0,12.0,0.10020855485057693,0.09745325521571079,0.21836115121369606,0.11364782784656034,0.14640200052861474,148,137,0.9983811729701603,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,Guarded-GP,0,69,24.0,8.0,0.09849891485803589,0.09413299264833476,0.21644311824695364,0.12342717553846197,0.155893643275505,147,137,0.9958563747187794,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,Guarded-GP,1,59,22.0,10.0,0.09971096788527488,0.09541258534735315,0.21778863564967518,0.12352667558366524,0.1561949709311165,148,137,0.9983811729701603,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,Guarded-GP,2,69,24.0,8.0,0.09849891485803589,0.09413299264833476,0.21644311824695364,0.12342717553846197,0.155893643275505,147,137,0.9958563747187794,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,Guarded-GP,3,59,22.0,10.0,0.09971096788527488,0.09541258534735315,0.21778863564967518,0.12352667558366524,0.1561949709311165,148,137,0.9983811729701603,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.25,0.2,2.0,load_path,0.6428571428571428,0,4.107886295386296,Guarded-GP,4,59,22.0,10.0,0.09971096788527488,0.09541258534735315,0.21778863564967518,0.12352667558366524,0.1561949709311165,148,137,0.9983811729701603,0.9530447797605528,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,Exhaustive-training,-1,185,38.0,30.0,0.11718542154751338,0.11839824867650203,0.23575954273336136,0.09201457159464853,0.12737850300465273,150,145,1.0,0.9890898135310887,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,DR-BGS,0,187,38.0,34.0,0.11759031760430029,0.11791293177765852,0.23528320883377038,0.09295582796366171,0.1282483092887273,150,146,1.0,0.9926874536019917,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,DR-BGS,1,187,38.0,34.0,0.11759031760430029,0.11791293177765852,0.23528320883377038,0.09295582796366171,0.1282483092887273,150,146,1.0,0.9926874536019917,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,DR-BGS,2,187,38.0,34.0,0.11759031760430029,0.11791293177765852,0.23528320883377038,0.09295582796366171,0.1282483092887273,150,146,1.0,0.9926874536019917,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,DR-BGS,3,187,38.0,34.0,0.11759031760430029,0.11791293177765852,0.23528320883377038,0.09295582796366171,0.1282483092887273,150,146,1.0,0.9926874536019917,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,DR-BGS,4,187,38.0,34.0,0.11759031760430029,0.11791293177765852,0.23528320883377038,0.09295582796366171,0.1282483092887273,150,146,1.0,0.9926874536019917,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,Guarded-GP,0,185,38.0,30.0,0.11718542154751338,0.11839824867650203,0.23575954273336136,0.09201457159464853,0.12737850300465273,150,145,1.0,0.9890898135310887,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,Guarded-GP,1,185,38.0,30.0,0.11718542154751338,0.11839824867650203,0.23575954273336136,0.09201457159464853,0.12737850300465273,150,145,1.0,0.9890898135310887,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,Guarded-GP,2,185,38.0,30.0,0.11718542154751338,0.11839824867650203,0.23575954273336136,0.09201457159464853,0.12737850300465273,150,145,1.0,0.9890898135310887,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,Guarded-GP,3,185,38.0,30.0,0.11718542154751338,0.11839824867650203,0.23575954273336136,0.09201457159464853,0.12737850300465273,150,145,1.0,0.9890898135310887,0
BG02,0.7,2.0,40.0,0.3,0.2,2.0,load_path,0.5714285714285714,0,5.666589879387209,Guarded-GP,4,185,38.0,30.0,0.11718542154751338,0.11839824867650203,0.23575954273336136,0.09201457159464853,0.12737850300465273,150,145,1.0,0.9890898135310887,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,Exhaustive-training,-1,132,32.0,26.0,0.13761480685695224,0.13409782809800266,0.2393984486936188,0.12701437276859656,0.1629241400726394,150,149,1.0,0.99983122885689,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,DR-BGS,0,183,38.0,26.0,0.13894583912020939,0.1354195286379904,0.24195374275933781,0.1184110469793701,0.15470410839327078,150,150,1.0,1.0,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,DR-BGS,1,183,38.0,26.0,0.13894583912020939,0.1354195286379904,0.24195374275933781,0.1184110469793701,0.15470410839327078,150,150,1.0,1.0,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,DR-BGS,2,183,38.0,26.0,0.13894583912020939,0.1354195286379904,0.24195374275933781,0.1184110469793701,0.15470410839327078,150,150,1.0,1.0,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,DR-BGS,3,183,38.0,26.0,0.13894583912020939,0.1354195286379904,0.24195374275933781,0.1184110469793701,0.15470410839327078,150,150,1.0,1.0,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,DR-BGS,4,183,38.0,26.0,0.13894583912020939,0.1354195286379904,0.24195374275933781,0.1184110469793701,0.15470410839327078,150,150,1.0,1.0,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,Guarded-GP,0,130,32.0,22.0,0.13828419435432723,0.13559041245961917,0.2396581707882306,0.1271683697419321,0.16311709536016666,150,150,1.0,1.0,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,Guarded-GP,1,182,38.0,24.0,0.13978408932809402,0.13739993415753157,0.24237081462208152,0.11553502922419324,0.15189065141750546,150,150,1.0,1.0,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,Guarded-GP,2,183,38.0,26.0,0.13894583912020939,0.1354195286379904,0.24195374275933781,0.1184110469793701,0.15470410839327078,150,150,1.0,1.0,0
BG02,0.7,2.0,40.0,0.35,0.2,2.0,load_path,0.5,0,4.895379946850534,Guarded-GP,3,182,38.0,24.0,0.13978408932809402,0.13739993415753157,0.24237081462208152,0.11553502922419324,0.15189065141750546,150,150,1.0,1.0,0
