original_scenario_id,base_rho,base_tau,regime,K,rho,qH,tau,boundary_selected_from_150_replays,selection_exact_certifiable_policies,selection_best_policy_upper,method,init_seed,selected_idx,selected_alpha_on,selected_alpha_off,evidence_n,n,viol_H,viol_L,upper_H,upper_L,certified,mean_B_H,mean_B_L,mean_op_cost,final_1200_certified,decision_reversal
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,1,25,14.0,10.0,300,300,84,3,0.33448282716528993,0.028944511255692605,0,0.014508654679993013,0.01060968790403409,0.12448174853597713,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,1,25,14.0,10.0,600,600,175,6,0.32983285623726544,0.021637955709401673,0,0.014609840357139036,0.010785259615097208,0.12191930079766264,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,1,25,14.0,10.0,1200,1200,354,11,0.32169937954338423,0.01634238265907901,0,0.014614864368366913,0.010642589770819671,0.12067961829998174,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,2,25,14.0,10.0,50,50,12,0,0.3816907481040382,0.07112173646419764,0,0.012496542782056698,0.011069390324095686,0.12535566672178633,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,2,25,14.0,10.0,100,100,25,1,0.3465524957588082,0.054459385392080645,0,0.014169043196642554,0.011778676509673862,0.12171404615074626,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,2,25,14.0,10.0,150,150,42,3,0.35907485004874623,0.05733422228820578,0,0.01450820718142688,0.01189423736261201,0.12582539582506694,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,2,25,14.0,10.0,300,300,84,3,0.33448282716528993,0.028944511255692605,0,0.014508654679993013,0.01060968790403409,0.12448174853597713,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,2,25,14.0,10.0,600,600,175,6,0.32983285623726544,0.021637955709401673,0,0.014609840357139036,0.010785259615097208,0.12191930079766264,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,2,25,14.0,10.0,1200,1200,354,11,0.32169937954338423,0.01634238265907901,0,0.014614864368366913,0.010642589770819671,0.12067961829998174,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,3,25,14.0,10.0,50,50,12,0,0.3816907481040382,0.07112173646419764,0,0.012496542782056698,0.011069390324095686,0.12535566672178633,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,3,25,14.0,10.0,100,100,25,1,0.3465524957588082,0.054459385392080645,0,0.014169043196642554,0.011778676509673862,0.12171404615074626,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,3,25,14.0,10.0,150,150,42,3,0.35907485004874623,0.05733422228820578,0,0.01450820718142688,0.01189423736261201,0.12582539582506694,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,3,25,14.0,10.0,300,300,84,3,0.33448282716528993,0.028944511255692605,0,0.014508654679993013,0.01060968790403409,0.12448174853597713,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,3,25,14.0,10.0,600,600,175,6,0.32983285623726544,0.021637955709401673,0,0.014609840357139036,0.010785259615097208,0.12191930079766264,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,3,25,14.0,10.0,1200,1200,354,11,0.32169937954338423,0.01634238265907901,0,0.014614864368366913,0.010642589770819671,0.12067961829998174,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,4,25,14.0,10.0,50,50,12,0,0.3816907481040382,0.07112173646419764,0,0.012496542782056698,0.011069390324095686,0.12535566672178633,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,4,25,14.0,10.0,100,100,25,1,0.3465524957588082,0.054459385392080645,0,0.014169043196642554,0.011778676509673862,0.12171404615074626,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,4,25,14.0,10.0,150,150,42,3,0.35907485004874623,0.05733422228820578,0,0.01450820718142688,0.01189423736261201,0.12582539582506694,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,4,25,14.0,10.0,300,300,84,3,0.33448282716528993,0.028944511255692605,0,0.014508654679993013,0.01060968790403409,0.12448174853597713,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,4,25,14.0,10.0,600,600,175,6,0.32983285623726544,0.021637955709401673,0,0.014609840357139036,0.010785259615097208,0.12191930079766264,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,DR-BGS,4,25,14.0,10.0,1200,1200,354,11,0.32169937954338423,0.01634238265907901,0,0.014614864368366913,0.010642589770819671,0.12067961829998174,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,0,22,14.0,4.0,50,50,13,1,0.40344767872806564,0.1064695457114999,0,0.013780581315378758,0.010671765552343792,0.13061898450934817,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,0,22,14.0,4.0,100,100,28,1,0.37866700471726733,0.054459385392080645,0,0.014733749246067662,0.01142760099571795,0.1280506327408563,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,0,22,14.0,4.0,150,150,48,2,0.40100578566330813,0.04733301949633556,0,0.015454554457913829,0.012043604640744237,0.1307436369647694,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,0,22,14.0,4.0,300,300,92,3,0.36223895938846395,0.028944511255692605,0,0.015262864090807293,0.010744847733598946,0.1304748042808357,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,0,22,14.0,4.0,600,600,177,4,0.3332701095478991,0.01698070673931677,0,0.014939685081680457,0.010599541850119017,0.12739902390564467,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,0,22,14.0,4.0,1200,1200,355,8,0.322551750666058,0.013093527317660683,0,0.014714870610270462,0.01059356943252096,0.12692453685124566,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,1,22,14.0,4.0,50,50,13,1,0.40344767872806564,0.1064695457114999,0,0.013780581315378758,0.010671765552343792,0.13061898450934817,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,1,22,14.0,4.0,100,100,28,1,0.37866700471726733,0.054459385392080645,0,0.014733749246067662,0.01142760099571795,0.1280506327408563,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,1,22,14.0,4.0,150,150,48,2,0.40100578566330813,0.04733301949633556,0,0.015454554457913829,0.012043604640744237,0.1307436369647694,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,1,22,14.0,4.0,300,300,92,3,0.36223895938846395,0.028944511255692605,0,0.015262864090807293,0.010744847733598946,0.1304748042808357,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,1,22,14.0,4.0,600,600,177,4,0.3332701095478991,0.01698070673931677,0,0.014939685081680457,0.010599541850119017,0.12739902390564467,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,1,22,14.0,4.0,1200,1200,355,8,0.322551750666058,0.013093527317660683,0,0.014714870610270462,0.01059356943252096,0.12692453685124566,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,2,22,14.0,4.0,50,50,13,1,0.40344767872806564,0.1064695457114999,0,0.013780581315378758,0.010671765552343792,0.13061898450934817,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,2,22,14.0,4.0,100,100,28,1,0.37866700471726733,0.054459385392080645,0,0.014733749246067662,0.01142760099571795,0.1280506327408563,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,2,22,14.0,4.0,150,150,48,2,0.40100578566330813,0.04733301949633556,0,0.015454554457913829,0.012043604640744237,0.1307436369647694,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,2,22,14.0,4.0,300,300,92,3,0.36223895938846395,0.028944511255692605,0,0.015262864090807293,0.010744847733598946,0.1304748042808357,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,2,22,14.0,4.0,600,600,177,4,0.3332701095478991,0.01698070673931677,0,0.014939685081680457,0.010599541850119017,0.12739902390564467,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,2,22,14.0,4.0,1200,1200,355,8,0.322551750666058,0.013093527317660683,0,0.014714870610270462,0.01059356943252096,0.12692453685124566,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,3,21,14.0,2.0,50,50,11,1,0.3596118885657894,0.1064695457114999,0,0.011560415628937377,0.009903731219840334,0.1377786033048301,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,3,21,14.0,2.0,100,100,24,2,0.3357354892709986,0.07038393247107011,0,0.01359572332561744,0.011061299085852455,0.13042422649355565,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,3,21,14.0,2.0,150,150,41,4,0.3520217706814359,0.06686787667748939,0,0.01474303334963474,0.011702654818488697,0.13322195064001913,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,3,21,14.0,2.0,300,300,87,5,0.3449160892455103,0.038463744964996424,0,0.015264068638464252,0.011155376059136697,0.13042309398513954,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,3,21,14.0,2.0,600,600,175,6,0.32983285623726544,0.021637955709401673,0,0.014819556888557682,0.01079642904906235,0.12880500422102392,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,3,21,14.0,2.0,1200,1200,359,8,0.32596020825397826,0.013093527317660683,0,0.014782377917101831,0.010579227731001823,0.12877895078604187,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,4,21,14.0,2.0,50,50,11,1,0.3596118885657894,0.1064695457114999,0,0.011560415628937377,0.009903731219840334,0.1377786033048301,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,4,21,14.0,2.0,100,100,24,2,0.3357354892709986,0.07038393247107011,0,0.01359572332561744,0.011061299085852455,0.13042422649355565,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,4,21,14.0,2.0,150,150,41,4,0.3520217706814359,0.06686787667748939,0,0.01474303334963474,0.011702654818488697,0.13322195064001913,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,4,21,14.0,2.0,300,300,87,5,0.3449160892455103,0.038463744964996424,0,0.015264068638464252,0.011155376059136697,0.13042309398513954,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,4,21,14.0,2.0,600,600,175,6,0.32983285623726544,0.021637955709401673,0,0.014819556888557682,0.01079642904906235,0.12880500422102392,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Guarded-GP,4,21,14.0,2.0,1200,1200,359,8,0.32596020825397826,0.013093527317660683,0,0.014782377917101831,0.010579227731001823,0.12877895078604187,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Risk-screen-oracle,-1,7,8.0,4.0,50,50,16,2,0.4669938401147306,0.1371376256039674,0,0.013502985488132469,0.010951246808518533,0.1473800191255148,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Risk-screen-oracle,-1,7,8.0,4.0,100,100,28,2,0.37866700471726733,0.07038393247107011,0,0.01284600664986185,0.009815336808066703,0.15387967050172832,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Risk-screen-oracle,-1,7,8.0,4.0,150,150,41,3,0.3520217706814359,0.05733422228820578,0,0.012993664945615869,0.0096942383440259,0.1621286929604048,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Risk-screen-oracle,-1,7,8.0,4.0,300,300,89,4,0.3518549611167674,0.03378489626191785,0,0.013434758435854937,0.009306487445044805,0.1620696745909571,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Risk-screen-oracle,-1,7,8.0,4.0,600,600,166,5,0.31433578594792017,0.019339350208704958,0,0.013476803119262918,0.00929864816563438,0.16166311140705833,0,0
BG03,0.7,0.5,near_boundary_harder,40.0,0.1,0.5,0.5,1,0,0.3020774325061646,Risk-screen-oracle,-1,7,8.0,4.0,1200,1200,324,8,0.2960790496636249,0.013093527317660683,0,0.013173042525942317,0.009263943044540908,0.16234676283672467,0,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Exhaustive-training,-1,10,10.0,2.0,50,50,2,0,0.1371376256039674,0.07112173646419764,0,0.004365414528973907,0.0038202629126488303,0.10645687658013454,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Exhaustive-training,-1,10,10.0,2.0,100,100,6,0,0.12602993458082296,0.03621669264517641,0,0.005574492855238008,0.004117289372878296,0.11052390535977336,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Exhaustive-training,-1,10,10.0,2.0,150,150,9,0,0.1108415200136255,0.02429259716610854,0,0.005382643371309542,0.004152653212704152,0.10955276204926222,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Exhaustive-training,-1,10,10.0,2.0,300,300,19,0,0.0971381966071201,0.01222097469429355,1,0.005107548297561387,0.0035335232466508944,0.10568434890871065,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Exhaustive-training,-1,10,10.0,2.0,600,600,30,0,0.07061140603267455,0.006129271330669258,1,0.004894287469923445,0.00359059212591505,0.10623732640693911,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Exhaustive-training,-1,10,10.0,2.0,1200,1200,58,0,0.06203688806179606,0.003069346108100284,1,0.004762391316988309,0.003477070128407386,0.10585798724504675,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,0,15,12.0,2.0,50,50,1,0,0.1064695457114999,0.07112173646419764,0,0.003822275181183957,0.0031796194219747037,0.09892819575320606,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,0,15,12.0,2.0,100,100,4,0,0.09925715671265992,0.03621669264517641,1,0.005232961703082195,0.003604138286658977,0.10099355398835712,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,0,15,12.0,2.0,150,150,8,0,0.10238189602332377,0.02429259716610854,0,0.005049917383008918,0.003729946361931306,0.10054503518815917,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,0,15,12.0,2.0,300,300,19,0,0.0971381966071201,0.01222097469429355,1,0.005187525971106269,0.0035186427199888257,0.09361741981633932,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,0,15,12.0,2.0,600,600,32,0,0.07445957566604727,0.006129271330669258,1,0.00511933128137305,0.00351321975098664,0.09414431751125268,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,0,15,12.0,2.0,1200,1200,56,0,0.06017550316503039,0.003069346108100284,1,0.004883390182884916,0.003541350555332091,0.09357018916593123,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,1,15,12.0,2.0,50,50,1,0,0.1064695457114999,0.07112173646419764,0,0.003822275181183957,0.0031796194219747037,0.09892819575320606,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,1,15,12.0,2.0,100,100,4,0,0.09925715671265992,0.03621669264517641,1,0.005232961703082195,0.003604138286658977,0.10099355398835712,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,1,15,12.0,2.0,150,150,8,0,0.10238189602332377,0.02429259716610854,0,0.005049917383008918,0.003729946361931306,0.10054503518815917,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,1,15,12.0,2.0,300,300,19,0,0.0971381966071201,0.01222097469429355,1,0.005187525971106269,0.0035186427199888257,0.09361741981633932,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,1,15,12.0,2.0,600,600,32,0,0.07445957566604727,0.006129271330669258,1,0.00511933128137305,0.00351321975098664,0.09414431751125268,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,1,15,12.0,2.0,1200,1200,56,0,0.06017550316503039,0.003069346108100284,1,0.004883390182884916,0.003541350555332091,0.09357018916593123,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,2,15,12.0,2.0,50,50,1,0,0.1064695457114999,0.07112173646419764,0,0.003822275181183957,0.0031796194219747037,0.09892819575320606,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,2,15,12.0,2.0,100,100,4,0,0.09925715671265992,0.03621669264517641,1,0.005232961703082195,0.003604138286658977,0.10099355398835712,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,2,15,12.0,2.0,150,150,8,0,0.10238189602332377,0.02429259716610854,0,0.005049917383008918,0.003729946361931306,0.10054503518815917,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,2,15,12.0,2.0,300,300,19,0,0.0971381966071201,0.01222097469429355,1,0.005187525971106269,0.0035186427199888257,0.09361741981633932,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,2,15,12.0,2.0,600,600,32,0,0.07445957566604727,0.006129271330669258,1,0.00511933128137305,0.00351321975098664,0.09414431751125268,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,2,15,12.0,2.0,1200,1200,56,0,0.06017550316503039,0.003069346108100284,1,0.004883390182884916,0.003541350555332091,0.09357018916593123,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,3,15,12.0,2.0,50,50,1,0,0.1064695457114999,0.07112173646419764,0,0.003822275181183957,0.0031796194219747037,0.09892819575320606,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,3,15,12.0,2.0,100,100,4,0,0.09925715671265992,0.03621669264517641,1,0.005232961703082195,0.003604138286658977,0.10099355398835712,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,3,15,12.0,2.0,150,150,8,0,0.10238189602332377,0.02429259716610854,0,0.005049917383008918,0.003729946361931306,0.10054503518815917,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,3,15,12.0,2.0,300,300,19,0,0.0971381966071201,0.01222097469429355,1,0.005187525971106269,0.0035186427199888257,0.09361741981633932,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,3,15,12.0,2.0,600,600,32,0,0.07445957566604727,0.006129271330669258,1,0.00511933128137305,0.00351321975098664,0.09414431751125268,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,3,15,12.0,2.0,1200,1200,56,0,0.06017550316503039,0.003069346108100284,1,0.004883390182884916,0.003541350555332091,0.09357018916593123,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,4,15,12.0,2.0,50,50,1,0,0.1064695457114999,0.07112173646419764,0,0.003822275181183957,0.0031796194219747037,0.09892819575320606,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,4,15,12.0,2.0,100,100,4,0,0.09925715671265992,0.03621669264517641,1,0.005232961703082195,0.003604138286658977,0.10099355398835712,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,4,15,12.0,2.0,150,150,8,0,0.10238189602332377,0.02429259716610854,0,0.005049917383008918,0.003729946361931306,0.10054503518815917,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,4,15,12.0,2.0,300,300,19,0,0.0971381966071201,0.01222097469429355,1,0.005187525971106269,0.0035186427199888257,0.09361741981633932,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,4,15,12.0,2.0,600,600,32,0,0.07445957566604727,0.006129271330669258,1,0.00511933128137305,0.00351321975098664,0.09414431751125268,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,DR-BGS,4,15,12.0,2.0,1200,1200,56,0,0.06017550316503039,0.003069346108100284,1,0.004883390182884916,0.003541350555332091,0.09357018916593123,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,0,14,10.0,10.0,50,50,1,0,0.1064695457114999,0.07112173646419764,0,0.0039484709746992275,0.0031072836013332204,0.09832977807379809,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,0,14,10.0,10.0,100,100,2,0,0.07038393247107011,0.03621669264517641,1,0.004419243966896831,0.003151821012761664,0.10333886212570922,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,0,14,10.0,10.0,150,150,5,0,0.07607232253734687,0.02429259716610854,1,0.005118333127532891,0.003907146938577743,0.10058701163241618,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,0,14,10.0,10.0,300,300,17,0,0.08918040443416299,0.01222097469429355,1,0.005227475171818811,0.003767519046513234,0.09583409074437589,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,0,14,10.0,10.0,600,600,34,0,0.07828885460414285,0.006129271330669258,1,0.005331330676486288,0.0037860630800000965,0.09608404706100236,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,0,14,10.0,10.0,1200,1200,63,0,0.06667367273894885,0.003069346108100284,1,0.004960079002182834,0.00360176103938559,0.09719722841530821,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,1,20,12.0,12.0,50,50,1,0,0.1064695457114999,0.07112173646419764,0,0.004226708627060181,0.003761400795110531,0.08150069594770164,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,1,20,12.0,12.0,100,100,2,0,0.07038393247107011,0.03621669264517641,1,0.004429076646537129,0.0034753641096972247,0.08964489740320124,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,1,20,12.0,12.0,150,150,6,0,0.08502781471819877,0.02429259716610854,1,0.004972034863925752,0.003952613607702294,0.08875200661731102,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,1,20,12.0,12.0,300,300,19,0,0.0971381966071201,0.01222097469429355,1,0.005134310041893565,0.003550014309378398,0.08672334497213036,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,1,20,12.0,12.0,600,600,37,1,0.08400061259554074,0.009250772279374587,1,0.005202601049644691,0.003733484073046909,0.08535887366027736,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,1,20,12.0,12.0,1200,1200,72,2,0.07496656851702528,0.006007480796118043,1,0.005116486151199252,0.0037922794454621346,0.08451855488234583,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,2,23,14.0,6.0,50,50,2,0,0.1371376256039674,0.07112173646419764,0,0.005130802592976992,0.004923398632866608,0.06606209062720281,1,0
BG03,0.7,0.5,boundary_candidate,40.0,0.075,0.5,0.5,1,119,0.0573342222882057,Guarded-GP,2,23,14.0,6.0,100,100,4,0,0.09925715671265992,0.03621669264517641,1,0.005661851390302105,0.004886601246013627,0.07373708859105252,1,0
