scenario_id,design,K,mu_max,rho,arrival_scv,mean_jump_fraction,tau,qH,beta,jump_cv,cloud_cost_multiplier,deactivation_mean,lambda_H,lambda_L,mean_H,mean_L,cv_H,cv_L,cW,cB,cL,cC,policy_count,diffusion_best_idx,exhaustive_train_idx,holdout_oracle_idx,single_train_idx,selection_idx,final_idx,selection_candidate_count,certified,fallback,certificate_stage_reps,certificate_ambiguous_count,certificate_simulation_count,algorithm_simulation_count,exhaustive_simulation_count,work_reduction,holdout_regret_vs_exhaustive,holdout_regret_vs_oracle,hysteresis_gain_vs_best_single,adaptive_gain_vs_best_single,exhaustive_holdout_objective,adaptive_holdout_objective,single_holdout_objective,selected_alpha_on,selected_alpha_off,exhaustive_alpha_on,exhaustive_alpha_off,pareto_count,distinct_weight_optima,robust_idx,robust_max_additive_regret,equal_weight_idx,elapsed_seconds
L31,locked_iid59_v9,55.126454986318464,165.3793649589554,0.8841104962520672,1.0,0.08389734950226865,0.38910250848757383,0.29692282702074957,1.059056754797714,1.8405678919492496,1.3308944217020422,0.3425237639937554,8.162539709276816,26.14951465699278,5.318707979929476,3.9312189416870043,1.8405678919492496,1.8405678919492496,1.0,10.0,2.5,0.25,190,0,0,0,0,2,2,35,1,0,20,0,316,626,3830,0.8365535248041776,0.017017108945562787,0.017017108945562787,0.007546970910218172,-0.00934171040915644,0.8198531971249127,0.8338047282997553,0.8260876566388564,5.512645498631846,5.512645498631846,2.7563227493159235,2.7563227493159235,107,8,64,0.4077400545337985,0,25.201462745666504
L32,locked_iid59_v9,56.21725201966471,168.65175605899412,0.714516985627098,1.0,0.07648930910558296,0.5793494650016117,0.20310268348484015,1.196109604053508,1.060555113312144,1.1327678356168767,1.8818695669922818,4.949381095043046,26.27341420538046,4.945021581818381,3.6550159517788035,1.060555113312144,1.060555113312144,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,32,0,1,20,2,640,926,3830,0.75822454308094,0.0,0.0,-0.01605869735253712,-0.01605869735253712,0.5460941467819606,0.5460941467819606,0.537463188106036,2.810862600983236,2.810862600983236,2.810862600983236,2.810862600983236,88,7,44,0.3656567768541265,1,20.52802014350891
L33,locked_iid59_v9,64.33187800528356,192.99563401585067,0.8072198750534092,4.0,0.09512229404104246,3.6794113325270867,0.5647688099472239,0.660761442602615,1.702460561938596,0.7583759961907668,0.45492610466859906,12.502695365563188,13.035625364129348,7.037305188205711,5.201486443456396,1.702460561938596,1.702460561938596,1.0,10.0,2.5,0.25,190,0,3,0,0,1,1,37,1,0,10,0,287,613,3830,0.8399477806788511,0.004216605621821253,0.007432669197151795,-0.002104081090821171,-0.006329558792798749,1.186978454822677,1.191983474848263,1.1844861998073237,6.433187800528355,3.216593900264178,9.649781700792532,3.216593900264178,144,6,61,0.4706219580123162,0,20.200241327285767
L34,locked_iid59_v9,76.79571481537474,230.3871444461242,0.7242349926322711,4.0,0.09898165152968882,0.6455076388102851,0.24207927073807867,1.0357525051320564,1.2320099692025603,0.7195179593832163,0.5127474512890047,4.62067928269113,19.572708273163638,8.741571685253101,6.461161680404466,1.2320099692025603,1.2320099692025603,1.0,10.0,2.5,0.25,190,0,0,0,0,1,1,33,1,0,20,0,315,609,3830,0.8409921671018277,0.020827332170808333,0.020827332170808333,-0.006145594041882394,-0.02710092254118795,1.131424717742698,1.1549892761653882,1.1245139117466538,7.679571481537474,3.839785740768737,3.839785740768737,3.839785740768737,112,4,54,0.44574885720719937,0,18.685165405273438
L35,locked_iid59_v9,58.15702808504562,174.47108425513684,0.7309367092039356,4.0,0.09716437676535808,0.29829521307059115,0.7213818749180245,1.3628419777147815,1.0049421790866535,3.42666788947191,0.944550212212963,14.156677704823862,7.3974902029271385,6.498410096670216,4.803172680147551,1.0049421790866535,1.0049421790866535,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,34,1,0,10,0,191,493,3830,0.8712793733681462,0.0,0.0,0.0016393482596144704,0.0016393482596144704,2.853033217511716,2.853033217511716,2.8577180125620787,2.907851404252281,2.907851404252281,2.907851404252281,2.907851404252281,166,3,177,0.5177455442158863,0,19.765352249145508
L36,locked_iid59_v9,63.26326702790149,189.78980108370448,0.8825266616381577,4.0,0.09642410842549858,1.0721144212158833,0.5548640034545673,1.1636486245715516,1.344456515242179,3.0768488403560124,1.735275164570786,13.248056392280475,14.379283529604637,7.015119737137088,5.185088501362196,1.344456515242179,1.344456515242179,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,36,1,0,10,0,250,568,3830,0.8516971279373369,0.0,0.0,0.006764648714230005,0.006764648714230005,1.9782779891323004,1.9782779891323004,1.991751488276536,3.1631633513950748,3.1631633513950748,3.1631633513950748,3.1631633513950748,156,4,75,0.5016070916272014,3,22.020405769348145
L37,locked_iid59_v9,55.480309187372384,166.44092756211717,0.6474889208462807,1.0,0.051852194863592105,1.321265201949537,0.38359567293348934,0.6074923122375914,0.8478710011973796,0.2542342859366418,0.7153973046301249,12.495749519793637,27.166469678844596,3.308292173537368,2.4452594326145762,0.8478710011973796,0.8478710011973796,1.0,10.0,2.5,0.25,190,0,0,2,4,2,7,32,0,1,20,19,640,926,3830,0.75822454308094,0.004328792447171319,0.03381465830689298,0.01441122280528336,0.010144813550546056,0.11216146250132648,0.11264698619306591,0.11380148099958269,11.096061837474476,5.548030918737238,2.7740154593686195,2.7740154593686195,94,9,32,0.3275000561050859,2,30.92384386062622
L38,locked_iid59_v9,72.031720221896,216.09516066568798,0.6992722332695218,4.0,0.08322264156332149,0.26087162233565203,0.3908719151781995,1.3065397889452164,0.8477752135325936,1.3537124893340309,0.5098686682627714,8.567668770064412,18.06407550323294,6.893870538198752,5.095469528233861,0.8477752135325936,0.8477752135325936,1.0,10.0,2.5,0.25,190,0,0,0,0,1,0,32,0,1,20,1,640,926,3830,0.75822454308094,0.0,0.0,-0.021772840193770685,-0.021772840193770685,1.018216789628948,1.018216789628948,0.9965197249085733,3.6015860110948,3.6015860110948,3.6015860110948,3.6015860110948,126,11,97,0.47385401201495,2,22.601155519485474
L39,locked_iid59_v9,74.21299665986038,222.63898997958114,0.6067675066907531,1.0,0.08287847891073823,0.26432547480795415,0.4177766624682455,1.386914650981307,1.770549238841463,0.4790550495002245,0.4019074354003696,7.9789939230589795,15.044317223212953,7.073259320363464,5.228061236790387,1.770549238841463,1.770549238841463,1.0,10.0,2.5,0.25,190,0,0,0,0,1,0,34,0,1,20,1,680,982,3830,0.743603133159269,0.0,0.0,-0.00455607791241601,-0.00455607791241601,0.5570391383283748,0.5570391383283748,0.5545127351038149,3.710649832993019,3.710649832993019,3.710649832993019,3.710649832993019,103,11,74,0.37041477553803426,2,18.105332136154175
L40,locked_iid59_v9,45.34845634539615,136.04536903618845,0.8667178515222766,4.0,0.07803097120168366,0.30147542989135384,0.5886530764659098,1.133368788861168,0.5484662598418153,3.0259585022969673,1.573910862924561,17.056643085134272,16.125801587511447,4.069371704797677,3.007796477459153,0.5484662598418153,0.5484662598418153,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,33,1,0,10,0,204,498,3830,0.8699738903394256,0.0,0.0,-0.0011676699258782778,-0.0011676699258782778,2.348430213932311,2.348430213932311,2.3456912208383414,2.2674228172698077,2.2674228172698077,2.2674228172698077,2.2674228172698077,178,3,175,0.5203757974804962,0,27.008240461349487
