scenario_id,rho,qH,tau,policy_idx,alpha_on,alpha_off,n,viol_H,viol_L,upper_H,upper_L,certified,mean_B_H,mean_B_L,mean_W,mean_cloud_fraction,mean_op_cost,p95_B_H,p95_B_L
R15H03,0.7,0.5,0.5,84,26.0,14.0,150,148,81,0.9983811729701603,0.6215847263116268,0,0.1285076735497513,0.05878832218364963,0.30271786606154943,0.4851181801299045,0.5305258600391369,0.2551890186527923,0.1270309477756286
R15H03,0.7,0.5,0.5,85,26.0,16.0,150,150,85,1.0,0.6472635343025096,0,0.12974554250668965,0.058208712685478496,0.3042499872284582,0.4776125721992298,0.5232500702834985,0.2519192051820727,0.11467309331759455
R15H03,0.7,0.5,0.5,86,26.0,18.0,150,150,89,1.0,0.6727116862227358,0,0.13240481634004392,0.06277095301782519,0.3060033711108025,0.46332637024328127,0.5092268759099018,0.2551338783469586,0.14386931081045298
R15H03,0.7,0.5,0.5,87,26.0,20.0,150,150,95,1.0,0.7104368345613593,0,0.1353427060964173,0.0655600879385465,0.31218748366349547,0.45819598825111957,0.5050241108006439,0.2539549741405535,0.14378711740520778
R15H03,0.7,0.5,0.5,88,26.0,22.0,150,150,79,1.0,0.6086602079182417,0,0.13561438302218887,0.06494634603385255,0.31562466628029945,0.45981802520641113,0.507161725148456,0.2595793719389224,0.14999026906047777
R15H03,0.7,0.5,0.5,89,26.0,24.0,150,150,97,1.0,0.7228880546887881,0,0.1445197681265898,0.07194480201605456,0.3241675727352499,0.44286614159618487,0.4914912775064723,0.2516558249556473,0.14122415413533826
R15H03,0.7,0.5,0.5,90,26.0,26.0,150,150,94,1.0,0.7041875847736137,0,0.1443164491807803,0.07014453538982134,0.32575980157530826,0.44314095985141694,0.4920049300877131,0.2787120176012367,0.1429459265209486
R15H03,0.7,0.5,0.5,91,28.0,2.0,150,149,68,0.99983122885689,0.536572414418704,0,0.12109524984685298,0.05458847220151121,0.28878367278421774,0.5200650226908983,0.5633825736085311,0.2391698895027622,0.12082294013517861
R15H03,0.7,0.5,0.5,92,28.0,4.0,150,148,78,0.9983811729701603,0.6021768343981538,0,0.12107628504351282,0.05703887879382,0.2947357319976277,0.5066669824080184,0.5508773422076626,0.25713230721393027,0.14813218390804592
R15H03,0.7,0.5,0.5,93,28.0,6.0,150,148,72,0.9983811729701603,0.562982388813715,0,0.12064728121378347,0.055258051431124514,0.2934683141749155,0.5042738576657884,0.5482941047920256,0.2246095573187807,0.12011986301369844
R15H03,0.7,0.5,0.5,94,28.0,8.0,150,150,79,1.0,0.6086602079182417,0,0.1273938400948264,0.05805320913369532,0.3002616323532673,0.4823682713897774,0.5274075162427675,0.2341301305970149,0.12155291348807003
R15H03,0.7,0.5,0.5,95,28.0,10.0,150,150,75,1.0,0.5826425897042657,0,0.12695479550713618,0.05519888384644092,0.2995824591476884,0.49377094718977066,0.5387083160619238,0.24934385252304309,0.11094633848035458
R15H03,0.7,0.5,0.5,96,28.0,12.0,150,150,74,1.0,0.5761031822988487,0,0.1250118638194639,0.055374125658303984,0.29733472918467063,0.4882032989900648,0.5328035083677654,0.2323901865324654,0.12166073081129579
R15H03,0.7,0.5,0.5,97,28.0,14.0,150,150,89,1.0,0.6727116862227358,0,0.1304009586331513,0.06405147789918818,0.30467870359102905,0.4761150231222403,0.5218168286608946,0.23393078186181626,0.13186991869918693
R15H03,0.7,0.5,0.5,98,28.0,16.0,150,150,85,1.0,0.6472635343025096,0,0.13700906844059746,0.06804177291516594,0.3132334691845799,0.4565948767581081,0.5035798971357951,0.2552884615384615,0.1557885304659498
R15H03,0.7,0.5,0.5,99,28.0,18.0,150,149,91,0.99983122885689,0.685347369989403,0,0.13548343705618676,0.06626036598603252,0.3114253329656171,0.4590152425596356,0.5057290425044781,0.2811581191785433,0.1484075159914711
R15H03,0.7,0.5,0.5,100,28.0,20.0,150,150,99,1.0,0.7352749033488588,0,0.13640480370077337,0.06711808496812202,0.3120533939367481,0.4532341563925689,0.5000421654830812,0.24092212135690394,0.13905710681044536
R15H03,0.7,0.5,0.5,101,28.0,22.0,150,149,92,0.99983122885689,0.6916426928331265,0,0.14161246283890738,0.07157026217288506,0.3177584858020718,0.4467599118276793,0.49442368469799003,0.2432062111801242,0.16785978444632285
R15H03,0.7,0.5,0.5,102,28.0,24.0,150,150,96,1.0,0.7166703878109575,0,0.1417093263137713,0.06764698587300585,0.32105309051905423,0.44361753954827216,0.49177550312613033,0.26451307000907065,0.1386438356164383
R15H03,0.7,0.5,0.5,103,28.0,26.0,150,150,94,1.0,0.7041875847736137,0,0.14406135733082168,0.06807719166492417,0.3227175605685774,0.4404569975672452,0.4888646316525318,0.2545701810020978,0.1462144670050761
R15H03,0.7,0.5,0.5,104,28.0,28.0,150,150,97,1.0,0.7228880546887881,0,0.14708072358163538,0.07262768898968924,0.33221779794431694,0.43371205208761826,0.48354472177926594,0.2764288801253305,0.15419011882426517
R15H03,0.7,0.5,0.5,105,30.0,2.0,150,149,72,0.99983122885689,0.562982388813715,0,0.12282772829381775,0.05897971269389869,0.290288672021261,0.5028977760433728,0.5464410768465621,0.228321794701105,0.13473886328725018
R15H03,0.7,0.5,0.5,106,30.0,4.0,150,148,79,0.9983811729701603,0.6086602079182417,0,0.12547998899592125,0.060032419865827344,0.29526534142823946,0.49540564698781264,0.5396954482020484,0.24737753107420493,0.13588783251704598
R15H03,0.7,0.5,0.5,107,30.0,6.0,150,149,76,0.99983122885689,0.5891680069125611,0,0.12308350750253377,0.057166540032160235,0.29456761774011964,0.49969633238025274,0.5438814750412706,0.23703642284267018,0.12359447004608291
R15H03,0.7,0.5,0.5,108,30.0,8.0,150,149,77,0.99983122885689,0.5956794266936972,0,0.12470846220713754,0.059268066120374684,0.29604418690906004,0.48764256000234774,0.5320491880387067,0.24376726519337014,0.1332995951417004
R15H03,0.7,0.5,0.5,109,30.0,10.0,150,150,86,1.0,0.6536474054806771,0,0.12616563512522097,0.06133611913212386,0.2995020450744653,0.4807188890450455,0.5256441958062155,0.23798201345755687,0.12529576839215045
R15H03,0.7,0.5,0.5,110,30.0,12.0,150,149,88,0.99983122885689,0.666371580410444,0,0.13215766147503757,0.0647291575841649,0.3079077777791579,0.46973837029974014,0.5159245369666138,0.2527415629311545,0.14254940711462447
R15H03,0.7,0.5,0.5,111,30.0,14.0,150,150,91,1.0,0.685347369989403,0,0.1330237535223925,0.06681145835750847,0.3087288809447123,0.46458810730224265,0.5108974394439495,0.25054468557758014,0.14256225425950195
R15H03,0.7,0.5,0.5,112,30.0,16.0,150,149,99,0.99983122885689,0.7352749033488588,0,0.13597185139494933,0.06984453527880466,0.3145816845079882,0.4583926174099211,0.5055798700861195,0.25072030555901514,0.1430047823620003
R15H03,0.7,0.5,0.5,113,30.0,18.0,150,150,92,1.0,0.6916426928331265,0,0.13501864980911107,0.06931608724246718,0.31094517084009904,0.4507399436844766,0.4973817193104915,0.2547885572139302,0.1415247964470762
R15H03,0.7,0.5,0.5,114,30.0,20.0,150,150,114,1.0,0.8258954526996672,0,0.1446399021407575,0.07706856167045076,0.32552040081448524,0.43184667228734647,0.48067473240951925,0.253065927198875,0.1441334569045412
R15H03,0.7,0.5,0.5,115,30.0,22.0,150,150,100,1.0,0.7414436366064876,0,0.13929907797042954,0.07074292670592015,0.3158734523124211,0.4459262563476324,0.49330727419449544,0.26271437019515076,0.15014961041047467
R15H03,0.7,0.5,0.5,116,30.0,24.0,150,150,114,1.0,0.8258954526996672,0,0.14729345066406607,0.07863608695965475,0.3289010458436678,0.42860050014698553,0.4779356570235357,0.2792889888664255,0.16033920417482045
R15H03,0.7,0.5,0.5,117,30.0,26.0,150,149,108,0.99983122885689,0.7901647311422533,0,0.14710626030089893,0.07659317782232933,0.3274044508810109,0.4324145075961087,0.4815251752282603,0.2705939063368537,0.1414205905826017
R15H03,0.7,0.5,0.5,118,30.0,28.0,150,149,115,0.99983122885689,0.8317747490369354,0,0.15665043376795562,0.0820027138295425,0.33778154135764765,0.41089514227224283,0.46156237347588996,0.2558414094786958,0.14497028862478778
R15H03,0.7,0.5,0.5,119,30.0,30.0,150,150,124,1.0,0.8835378266393749,0,0.15950277089631265,0.09030129182324292,0.3441670679624399,0.40206977738679617,0.4536948375811621,0.3012017402054013,0.1885170118343195
R15H03,0.7,0.5,0.5,120,32.0,2.0,150,150,75,1.0,0.5826425897042657,0,0.1210724768714792,0.05717949584161955,0.2897483591180621,0.5116863081908603,0.5551485620585696,0.222620008067769,0.11039219401288355
R15H03,0.7,0.5,0.5,121,32.0,4.0,150,150,76,1.0,0.5891680069125611,0,0.12131897762682083,0.05902257002069668,0.29013173086320404,0.5013436319952496,0.5448633916247303,0.24748340115656453,0.1205066404328578
R15H03,0.7,0.5,0.5,122,32.0,6.0,150,150,85,1.0,0.6472635343025096,0,0.12806168972818488,0.06356758596503248,0.2956992281800633,0.48337160923581546,0.5277264934628251,0.2318115015104918,0.1336441618299761
R15H03,0.7,0.5,0.5,123,32.0,8.0,150,150,84,1.0,0.6408652578000311,0,0.1287298235226351,0.06255874283049172,0.30232741555197995,0.47572736091864554,0.5210764732514427,0.24420945945945943,0.12471345491502452
R15H03,0.7,0.5,0.5,124,32.0,10.0,150,150,87,1.0,0.6600167856652137,0,0.1341849764837941,0.06758363943073119,0.30929059019568805,0.46252594140459924,0.5089195299339525,0.2459251268074797,0.1530936454849498
R15H03,0.7,0.5,0.5,125,32.0,12.0,150,150,95,1.0,0.7104368345613593,0,0.1318456989727616,0.06633581915821796,0.3078236011235942,0.4626678780197384,0.5088414181882775,0.2352340637450198,0.11685580774365821
R15H03,0.7,0.5,0.5,126,32.0,14.0,150,150,86,1.0,0.6536474054806771,0,0.1349794211617378,0.06804145042259285,0.3095075609140982,0.46426051241958693,0.5106866465567017,0.2693171206225681,0.13924826204783786
R15H03,0.7,0.5,0.5,127,32.0,16.0,150,150,93,1.0,0.6979228157457065,0,0.13448873309355155,0.06758684807859526,0.31155336623833607,0.4520175017335017,0.49875050666925214,0.2587800887703937,0.13709160794362565
R15H03,0.7,0.5,0.5,128,32.0,18.0,150,150,103,1.0,0.7598480539030887,0,0.1383921529707015,0.07057829540802416,0.31706398195743374,0.44903479032656046,0.49659438762017555,0.2452546296296295,0.1281672320034458
R15H03,0.7,0.5,0.5,129,32.0,20.0,150,150,113,1.0,0.8199935147291575,0,0.14637729015634904,0.07900277021811249,0.3214483168612318,0.42303410858316554,0.4712513561123503,0.26266068501423506,0.16803599572932024
R15H03,0.7,0.5,0.5,130,32.0,22.0,150,150,107,1.0,0.7841387291502817,0,0.14622784816456696,0.07571494265734491,0.3245345976673734,0.4283996596600719,0.4770798493101777,0.26487392850986474,0.14026801764994273
R15H03,0.7,0.5,0.5,131,32.0,24.0,150,150,108,1.0,0.7901647311422533,0,0.14432135377821856,0.0737603101035092,0.3259019670910653,0.43271144186064864,0.4815967369243085,0.26252302025782676,0.13568874945279422
R15H03,0.7,0.5,0.5,132,32.0,26.0,150,150,117,1.0,0.8434626615593066,0,0.1508257772087022,0.07833209734641898,0.3339921178768474,0.42065477409778346,0.47075359177931064,0.2709741379310343,0.15150591046277653
R15H03,0.7,0.5,0.5,133,32.0,28.0,150,150,121,1.0,0.8665332141534924,0,0.15250528005681296,0.08678421057370024,0.3398600549125864,0.406319531419311,0.45729853965619893,0.2662622850122849,0.1688987835399569
R15H03,0.7,0.5,0.5,134,32.0,30.0,150,150,128,1.0,0.9057449151374255,0,0.158018553938682,0.09117180077886931,0.3433008115198614,0.3876306644335261,0.4391257861615054,0.2758114856429463,0.1748858646028088
R15H03,0.7,0.5,0.5,135,32.0,32.0,150,149,131,0.99983122885689,0.9219854745695966,0,0.16590126994637241,0.0964836469366935,0.3473137487182848,0.37861739200888433,0.4307144543166269,0.2907228229937392,0.1670444553004396
R15H03,0.7,0.5,0.5,136,34.0,2.0,150,148,87,0.9983811729701603,0.6600167856652137,0,0.1280718389531543,0.0635869957125883,0.297173361956588,0.4863791447419444,0.5309551490354326,0.24711043466583105,0.12133640552995387
R15H03,0.7,0.5,0.5,137,34.0,4.0,150,149,78,0.99983122885689,0.6021768343981538,0,0.12566121507369554,0.060136708801660665,0.2959252965906189,0.49926358757721573,0.5436523820658086,0.24647978594422834,0.12048920448590288
R15H03,0.7,0.5,0.5,138,34.0,6.0,150,150,87,1.0,0.6600167856652137,0,0.12686893140901423,0.06014570408659032,0.2966621051033076,0.48324119539716776,0.5277405111626637,0.23286858974358962,0.12304365978766538
R15H03,0.7,0.5,0.5,139,34.0,8.0,150,150,93,1.0,0.6979228157457065,0,0.13338502458425103,0.06749945490892705,0.30342646820141045,0.46506203360027293,0.5105760038304843,0.25010989010989004,0.13929698202499055
R15H03,0.7,0.5,0.5,140,34.0,10.0,150,149,106,0.99983122885689,0.7780936839776613,0,0.13929565381311287,0.07560072264403167,0.3115452524382034,0.4478760254462816,0.4946078133120121,0.25726211703679686,0.14434633945768133
R15H03,0.7,0.5,0.5,141,34.0,12.0,150,150,107,1.0,0.7841387291502817,0,0.14015388721790853,0.07423285935125006,0.31526212154127486,0.4478744915259197,0.49516380975711094,0.24983147523982366,0.14649126371393736
R15H03,0.7,0.5,0.5,142,34.0,14.0,150,150,106,1.0,0.7780936839776613,0,0.13878960040696606,0.07213420923608209,0.3125570188328085,0.4481076429934736,0.49499119581839474,0.2567727801569422,0.14084689349112423
R15H03,0.7,0.5,0.5,143,34.0,16.0,150,150,102,1.0,0.7537304842875724,0,0.13733139743807152,0.07000641009400234,0.3142564418232974,0.4514387409179137,0.4985772071914084,0.23751748643052986,0.1273726004163132
R15H03,0.7,0.5,0.5,144,34.0,18.0,150,149,103,0.99983122885689,0.7598480539030887,0,0.13752787800602234,0.07079670210318761,0.315594838044283,0.4476355103681402,0.4949747360747826,0.24981622350943306,0.1291178633331581
R15H03,0.7,0.5,0.5,145,34.0,20.0,150,150,112,1.0,0.8140695630923855,0,0.14696892130866562,0.0759515284515062,0.32203495613436234,0.4358821980044244,0.48418744142457865,0.26534375,0.14253005378044906
R15H03,0.7,0.5,0.5,146,34.0,22.0,150,150,111,1.0,0.8081241822330423,0,0.14560015000408907,0.07555856876781795,0.3271091746475349,0.43920594272969066,0.4882723189268209,0.25458383493846976,0.14024155434972863
R15H03,0.7,0.5,0.5,147,34.0,24.0,150,150,116,1.0,0.8376307280494067,0,0.14918095664469216,0.07961514223999319,0.33062038015287937,0.4233842156359286,0.47297727265886047,0.2767960363336082,0.15835791264889393
R15H03,0.7,0.5,0.5,148,34.0,26.0,150,150,119,1.0,0.8550511836699326,0,0.15558606931196178,0.08450221023323265,0.3387984710951453,0.411263014204068,0.4620827848683399,0.2785559597148924,0.16483739837398367
R15H03,0.7,0.5,0.5,149,34.0,28.0,150,150,125,1.0,0.8891426679824252,0,0.16038339186088454,0.09183109809874987,0.33964313312088296,0.3977151831418301,0.4486616531099626,0.2849837662337662,0.19037275565964074
R15H03,0.7,0.5,0.5,150,34.0,30.0,150,150,131,1.0,0.9219854745695966,0,0.16302665851322776,0.09388319728837843,0.34933179721921287,0.3874767087430537,0.43987647832593574,0.27157567966741425,0.16815179499724786
R15H03,0.7,0.5,0.5,151,34.0,32.0,150,150,138,1.0,0.9579797352998276,0,0.17335599519978065,0.10431086434271047,0.35591922476673654,0.360292724273002,0.4136806079880125,0.2869635005932024,0.17793460808641062
R15H03,0.7,0.5,0.5,152,34.0,34.0,150,150,140,1.0,0.9675702718413236,0,0.17377820069632197,0.11098169416684237,0.355930793142229,0.3557895146594979,0.40917913363083214,0.30192250261311004,0.2111847922192749
R15H03,0.7,0.5,0.5,153,36.0,2.0,150,150,89,1.0,0.6727116862227358,0,0.1262443090314658,0.06536133585816577,0.29481159357144276,0.49724809941321096,0.5414698384489274,0.2486509398111608,0.131478590544157
R15H03,0.7,0.5,0.5,154,36.0,4.0,150,150,94,1.0,0.7041875847736137,0,0.12682817897272192,0.06366656600019989,0.3012073053159697,0.4898053437949589,0.5349864395923544,0.21915462814339212,0.12622710622710615
R15H03,0.7,0.5,0.5,155,36.0,6.0,150,150,90,1.0,0.6790369902584646,0,0.13025476948619277,0.06828630551114957,0.30066424757231297,0.47616086953378667,0.5212605066696336,0.2447768805779855,0.14780681088027417
R15H03,0.7,0.5,0.5,156,36.0,8.0,150,150,113,1.0,0.8199935147291575,0,0.1364942215696027,0.07410070354186062,0.3091155909046146,0.455389429612016,0.5017567682477082,0.24433690920398007,0.14501965923984267
R15H03,0.7,0.5,0.5,157,36.0,10.0,150,150,92,1.0,0.6916426928331265,0,0.13760469526340594,0.07103808557134048,0.31232973072642284,0.45932979065608426,0.5061792502650476,0.2500095312529785,0.15165325272605865
R15H03,0.7,0.5,0.5,158,36.0,12.0,150,150,115,1.0,0.8317747490369354,0,0.13877875240648258,0.0744807996489603,0.3129219240016228,0.4535912936149062,0.5005295822151496,0.2564077025232403,0.13900519193477756
R15H03,0.7,0.5,0.5,159,36.0,14.0,150,150,106,1.0,0.7780936839776613,0,0.14129870305085512,0.07456472085973408,0.31990082408931986,0.4446911564494159,0.4926762800628137,0.2555635838150287,0.15040521978021973
R15H03,0.7,0.5,0.5,160,36.0,16.0,150,150,106,1.0,0.7780936839776613,0,0.1407356967540964,0.07464419670303472,0.31565565120580397,0.4415828837849898,0.4889312314658605,0.2513708795500702,0.13973370285576575
R15H03,0.7,0.5,0.5,161,36.0,18.0,150,150,108,1.0,0.7901647311422533,0,0.13970737052020785,0.07196188162785117,0.3150488702485556,0.4480314928333898,0.49528882337067304,0.25828987452883756,0.1355301987015542
R15H03,0.7,0.5,0.5,162,36.0,20.0,150,150,114,1.0,0.8258954526996672,0,0.14588244377606,0.07865221458473631,0.3221946119408328,0.42347169726493555,0.47180088905606055,0.2665531052898115,0.1522826086956521
R15H03,0.7,0.5,0.5,163,36.0,22.0,150,150,113,1.0,0.8199935147291575,0,0.14763719103178824,0.07917966164406022,0.32895044206806706,0.4225041298178542,0.4718466961280643,0.26467163907585944,0.1378230765385192
R15H03,0.7,0.5,0.5,164,36.0,24.0,150,150,123,1.0,0.8779003724223797,0,0.15176844452259358,0.08296503218956895,0.33035886343165677,0.41803135009756787,0.46758517961231644,0.2717688983669117,0.15439849624060145
R15H03,0.7,0.5,0.5,165,36.0,26.0,150,150,125,1.0,0.8891426679824252,0,0.16003750887367688,0.09016064991223251,0.341865749304336,0.39700082219111993,0.44828068458677045,0.27824194551274667,0.18076923076923074
R15H03,0.7,0.5,0.5,166,36.0,28.0,150,150,125,1.0,0.8891426679824252,0,0.16015185737824053,0.09092452566636508,0.3395675715967902,0.3954565921685554,0.44639172790807397,0.2728779840848805,0.16505034194528875
R15H03,0.7,0.5,0.5,167,36.0,30.0,150,150,130,1.0,0.9166161933604736,0,0.1646114800269619,0.0964239851377989,0.34970143353022126,0.38090797876263394,0.4333631937921672,0.2883672248803827,0.17842695260143773
R15H03,0.7,0.5,0.5,168,36.0,32.0,150,150,142,1.0,0.97669618980353,0,0.1760067352192759,0.11141073142036674,0.3601560912886875,0.3477118423882281,0.4017352560815312,0.3047705470572983,0.19644545526775758
R15H03,0.7,0.5,0.5,169,36.0,34.0,150,150,143,1.0,0.9810344303654225,0,0.17631333153551773,0.11543424575362995,0.359241629989715,0.3402616600347275,0.39414790453318477,0.31064901477832496,0.20047008547008546
R15H03,0.7,0.5,0.5,170,36.0,36.0,150,150,144,1.0,0.985181478885102,0,0.1816586515952731,0.12065747214391057,0.3628252722061148,0.3325027153957033,0.3869265062266205,0.30313532196002313,0.21961575302092518
R15H03,0.7,0.5,0.5,171,38.0,2.0,150,150,94,1.0,0.7041875847736137,0,0.12777709090204414,0.06798262205244111,0.29782988655105935,0.496157726837547,0.5408322098202057,0.2501589067217543,0.14894506937703414
R15H03,0.7,0.5,0.5,172,38.0,4.0,150,150,96,1.0,0.7166703878109575,0,0.13358780942142925,0.0694987729985458,0.303335005795571,0.47523431724397197,0.5207345681133076,0.24486024548893662,0.13535258139953224
R15H03,0.7,0.5,0.5,173,38.0,6.0,150,149,96,0.99983122885689,0.7166703878109575,0,0.13244201089986396,0.06968572671085374,0.30405354197737594,0.47240613867508413,0.5180141699716905,0.2587441209205468,0.13910954516335666
R15H03,0.7,0.5,0.5,174,38.0,8.0,150,150,112,1.0,0.8140695630923855,0,0.14132414754306216,0.07799092555153993,0.31230587882251,0.4408940625497353,0.48773994437311186,0.27205329973373893,0.16599449144206171
R15H03,0.7,0.5,0.5,175,38.0,10.0,150,149,109,0.99983122885689,0.796171274901832,0,0.14107664597491265,0.07763150761951462,0.31645052771032556,0.4417570472036523,0.4892246263602011,0.2593515440998437,0.15676916151256554
R15H03,0.7,0.5,0.5,176,38.0,12.0,150,150,106,1.0,0.7780936839776613,0,0.1375127181338989,0.07437304598770526,0.31430277183570515,0.4504786869032715,0.4976241026786274,0.24977639890435446,0.15334310850439878
R15H03,0.7,0.5,0.5,177,38.0,14.0,150,150,104,1.0,0.7659479938008387,0,0.13602517899470778,0.07182580605559598,0.31207595423164897,0.4553915439714463,0.5022029371061938,0.26344592825346946,0.1385590317424069
R15H03,0.7,0.5,0.5,178,38.0,16.0,150,150,119,1.0,0.8550511836699326,0,0.1440705763763008,0.07740227769008336,0.31947415488307435,0.43476865422808997,0.4826897774605512,0.2585472501790492,0.14403571428571424
R15H03,0.7,0.5,0.5,179,38.0,18.0,150,150,115,1.0,0.8317747490369354,0,0.14593401660682398,0.077801417195766,0.3233120363098939,0.43028969454854576,0.47878649999502976,0.26465438315403983,0.16067205047819347
R15H03,0.7,0.5,0.5,180,38.0,20.0,150,150,116,1.0,0.8376307280494067,0,0.14883585013816256,0.08106256113457451,0.32817339340977836,0.4220765614245672,0.47130257043603385,0.2608519249946228,0.14662803757402484
R15H03,0.7,0.5,0.5,181,38.0,22.0,150,150,124,1.0,0.8835378266393749,0,0.152381468860045,0.08433737514138434,0.32795633884585845,0.4083037143107002,0.45749716513757904,0.2695084033613445,0.16079284750337375
R15H03,0.7,0.5,0.5,182,38.0,24.0,150,150,123,1.0,0.8779003724223797,0,0.1555837235057133,0.08566750799673589,0.3340267044110221,0.4083060037746461,0.4584100094362994,0.27386852882494983,0.16432234432234433
R15H03,0.7,0.5,0.5,183,38.0,26.0,150,150,129,1.0,0.9112017677435141,0,0.1594863598363852,0.09064360058006836,0.33359779325333394,0.39593396147038856,0.44597363045838867,0.2883333333333333,0.16359600443951158
R15H03,0.7,0.5,0.5,184,38.0,28.0,150,150,131,1.0,0.9219854745695966,0,0.16001114772232294,0.09443380803222398,0.34026131982603164,0.38606442140832653,0.43710361938223136,0.2855018712701033,0.17017814827352742
R15H03,0.7,0.5,0.5,185,38.0,30.0,150,150,137,1.0,0.9530447797605528,0,0.1683385855993764,0.0990463733166305,0.3485642808366464,0.3674858480453208,0.41977049017081774,0.29674735732762747,0.16660967269174395
R15H03,0.7,0.5,0.5,186,38.0,32.0,150,150,140,1.0,0.9675702718413236,0,0.1713322053071449,0.10858522225835086,0.3502543248580719,0.3581217709167024,0.4106599196454132,0.28818621664553545,0.19227801669618003
R15H03,0.7,0.5,0.5,187,38.0,34.0,150,150,145,1.0,0.9890898135310887,0,0.17975043468551347,0.11886716223141307,0.3619175134249846,0.33635779461065257,0.39064542162440036,0.29024614173916835,0.2115694076038903
R15H03,0.7,0.5,0.5,188,38.0,36.0,150,150,146,1.0,0.9926874536019917,0,0.18326001387212304,0.13028946378224673,0.3643561734943784,0.3088286861317578,0.3634821121559146,0.3128595923032958,0.2406505648617061
R15H03,0.7,0.5,0.5,189,38.0,38.0,150,150,149,1.0,0.99983122885689,0,0.18659245341850417,0.13446396817956932,0.368455605650136,0.31084210217521097,0.3661104430227313,0.32533893309755335,0.24649915302089176
R15H04,0.7,0.5,2.0,0,2.0,2.0,150,148,121,0.9983811729701603,0.8665332141534924,0,0.1535654245027375,0.11308264772385385,0.3085665279973942,0.43516950618605693,0.48145448538566615,0.31653959452434566,0.2682586206896551
R15H04,0.7,0.5,2.0,1,4.0,2.0,150,148,121,0.9983811729701603,0.8665332141534924,0,0.15802954110349418,0.11188483028300063,0.3156466135099496,0.4275488689455693,0.4748958609720617,0.29786063905846116,0.24760757398753863
R15H04,0.7,0.5,2.0,2,4.0,4.0,150,148,125,0.9983811729701603,0.8891426679824252,0,0.16062606797836174,0.11734249418777978,0.32169384947059193,0.41039561278170045,0.45864969020228935,0.33717105263157887,0.27249714503235595
R15H04,0.7,0.5,2.0,3,6.0,2.0,150,148,125,0.9983811729701603,0.8891426679824252,0,0.16304858879372483,0.12391303592835508,0.32591905917994096,0.4085410910915698,0.457428949968561,0.3275023062730627,0.28700055493895643
R15H04,0.7,0.5,2.0,4,6.0,4.0,150,149,120,0.99983122885689,0.8608060007763415,0,0.16060180707886015,0.11949621571333201,0.32362613773653576,0.41062136057462345,0.45916528123510375,0.327100354239613,0.2638050126170821
R15H04,0.7,0.5,2.0,5,6.0,6.0,150,150,133,1.0,0.9325758603520913,0,0.17353499511255943,0.13296334772268234,0.33745610520371316,0.3714377494746198,0.4220561652551768,0.3259907889952733,0.2672512541806019
R15H04,0.7,0.5,2.0,6,8.0,2.0,150,147,118,0.9958563747187794,0.8492697634871661,0,0.16120784711474495,0.11633291158781633,0.31991144817860734,0.4210801047274638,0.46906682195425503,0.32294146521045525,0.2561093780464028
R15H04,0.7,0.5,2.0,7,8.0,4.0,150,150,126,1.0,0.8947133221604362,0,0.15919325311031565,0.11329007440226763,0.32426446958910493,0.4186273589452352,0.467267029383601,0.30634173382092555,0.26308567864660465
R15H04,0.7,0.5,2.0,8,8.0,6.0,150,150,131,1.0,0.9219854745695966,0,0.16679402940308757,0.12391213762693681,0.33140177596166337,0.38843233347920036,0.4381425998734498,0.32636904761904734,0.23394643501900897
R15H04,0.7,0.5,2.0,9,8.0,8.0,150,150,132,1.0,0.9273065333032355,0,0.17218558787660887,0.13164014609655939,0.3323014942649399,0.3689630916991043,0.41880831583884526,0.33277982779827797,0.29530116932559813
R15H04,0.7,0.5,2.0,10,10.0,2.0,150,148,126,0.9983811729701603,0.8947133221604362,0,0.15991784704072104,0.12112034565739133,0.31844354389751084,0.4164898574068992,0.4642563889915258,0.33730506368437396,0.25350147994206174
R15H04,0.7,0.5,2.0,11,10.0,4.0,150,150,131,1.0,0.9219854745695966,0,0.17059264947149202,0.12510696644706296,0.33287061891750486,0.3854473768543818,0.4353779696920075,0.31350933362274785,0.26265479670475667
R15H04,0.7,0.5,2.0,12,10.0,6.0,150,150,137,1.0,0.9530447797605528,0,0.17455655213300963,0.12621043821883957,0.3350410078738879,0.3711387146407452,0.42139486582182833,0.3337407797681767,0.24927611815754325
R15H04,0.7,0.5,2.0,13,10.0,8.0,150,149,135,0.99983122885689,0.9429425651637531,0,0.17710378181973213,0.13441317848604026,0.3403505008921424,0.3606850078673698,0.4117375830011912,0.3484917676296986,0.2843796873766475
R15H04,0.7,0.5,2.0,14,10.0,10.0,150,149,132,0.99983122885689,0.9273065333032355,0,0.1749436729091309,0.1300822786064588,0.34208858139139614,0.3626446043933043,0.4139578916020137,0.3299625468164793,0.27194201243497
R15H04,0.7,0.5,2.0,15,12.0,2.0,150,150,133,1.0,0.9325758603520913,0,0.16777105434855613,0.12501367534487276,0.3290864588404285,0.3901236290185579,0.43948659784462213,0.3290485474751413,0.24846380729998754
R15H04,0.7,0.5,2.0,16,12.0,4.0,150,150,134,1.0,0.9377894259935293,0,0.17236565466739354,0.13139262325027393,0.3389224491215376,0.37424862469424863,0.4250869920624793,0.3379491163332685,0.2653604216252975
R15H04,0.7,0.5,2.0,17,12.0,6.0,150,149,135,0.99983122885689,0.9429425651637531,0,0.17241652852363937,0.127792030405489,0.3335893817637995,0.3745347441028407,0.4245731513674107,0.32622605363984664,0.25870646766169153
