scenario_id,rho,qH,tau,method,init_index,selected_idx,alpha_on,alpha_off,n,viol_H,viol_L,upper_H,upper_L,certified,mean_B_H,mean_B_L,mean_W,mean_cloud_fraction,mean_op_cost,p95_B_H,p95_B_L
R15H10,0.9,0.5,2.0,Guarded-GP,3,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,Guarded-GP,4,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H11,0.9,0.8,0.5,Exhaustive-training,-1,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,DR-BGS,0,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,DR-BGS,1,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,DR-BGS,2,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,DR-BGS,3,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,DR-BGS,4,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,Guarded-GP,0,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,Guarded-GP,1,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,Guarded-GP,2,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,Guarded-GP,3,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H11,0.9,0.8,0.5,Guarded-GP,4,45,20.0,2.0,150,150,45,1.0,0.38012123362421896,0,0.3053749984264444,0.0367354491871795,0.48821940980169737,0.752990077269724,0.8262229887399787,0.4472657450076804,0.1245402298850574
R15H12,0.9,0.8,2.0,Exhaustive-training,-1,37,18.0,4.0,150,150,89,1.0,0.6727116862227358,0,0.32330626503095683,0.10783068746119141,0.49197719703541376,0.6155660826770036,0.6893626622323158,0.44273078456019854,0.3008021390374331
R15H12,0.9,0.8,2.0,DR-BGS,0,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
R15H12,0.9,0.8,2.0,DR-BGS,1,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
R15H12,0.9,0.8,2.0,DR-BGS,2,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
R15H12,0.9,0.8,2.0,DR-BGS,3,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
R15H12,0.9,0.8,2.0,DR-BGS,4,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
R15H12,0.9,0.8,2.0,Guarded-GP,0,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
R15H12,0.9,0.8,2.0,Guarded-GP,1,11,10.0,4.0,150,150,108,1.0,0.7901647311422533,0,0.32577962593712306,0.11904825698201424,0.49262276293986207,0.5912317248776489,0.6651251393186282,0.4379092176480236,0.28460847701149417
R15H12,0.9,0.8,2.0,Guarded-GP,2,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
R15H12,0.9,0.8,2.0,Guarded-GP,3,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
R15H12,0.9,0.8,2.0,Guarded-GP,4,0,2.0,2.0,150,150,102,1.0,0.7537304842875724,0,0.32409098892946026,0.121890471002026,0.48892356179048574,0.5887099775027358,0.6620485117713087,0.4612828374593079,0.3454805996472663
