scenario_id,rho,qH,tau,method,init_index,selected_idx,alpha_on,alpha_off,n,viol_H,viol_L,upper_H,upper_L,certified,mean_B_H,mean_B_L,mean_W,mean_cloud_fraction,mean_op_cost,p95_B_H,p95_B_L
R15H05,0.7,0.8,0.5,Exhaustive-training,-1,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,DR-BGS,0,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,DR-BGS,1,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,DR-BGS,2,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,DR-BGS,3,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,DR-BGS,4,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,Guarded-GP,0,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,Guarded-GP,1,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,Guarded-GP,2,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,Guarded-GP,3,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
R15H05,0.7,0.8,0.5,Guarded-GP,4,0,2.0,2.0,150,150,21,1.0,0.20601068913654932,0,0.19938670492503002,0.022219383666226927,0.37651065257255556,0.7323438577896695,0.7888204556755529,0.33269676880817645,0.08431257344300813
