scenario_id,rho,qH,tau,method,init_index,selected_idx,alpha_on,alpha_off,confirmed,A_n,A_viol_H,A_viol_L,A_upper_H,A_upper_L,A_certified,A_mean_B_H,A_mean_B_L,A_mean_W,A_mean_cloud_fraction,A_mean_op_cost,A_p95_B_H,A_p95_B_L,B_n,B_viol_H,B_viol_L,B_upper_H,B_upper_L,B_certified,B_mean_B_H,B_mean_B_L,B_mean_W,B_mean_cloud_fraction,B_mean_op_cost,B_p95_B_H,B_p95_B_L
R15L04,0.05,0.5,2.0,DR-BGS,0,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,1,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,2,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,3,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,4,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,5,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,6,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,7,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,8,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,DR-BGS,9,41,18.0,12.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030179047513249065,5.6123560672702253e-05,0.004582980687660062,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056265061159024,6.842739795056215e-05,0.004576867157124415,0.0,0.0
R15L04,0.05,0.5,2.0,Guarded-GP,0,21,14.0,2.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030177785647322725,0.0002760198509410146,0.004802687698039424,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030055748845885688,0.00022152083870883373,0.004729883165591686,0.0,0.0
R15L04,0.05,0.5,2.0,Guarded-GP,1,21,14.0,2.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030177785647322725,0.0002760198509410146,0.004802687698039424,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030055748845885688,0.00022152083870883373,0.004729883165591686,0.0,0.0
R15L04,0.05,0.5,2.0,Guarded-GP,2,21,14.0,2.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030177785647322725,0.0002760198509410146,0.004802687698039424,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030055748845885688,0.00022152083870883373,0.004729883165591686,0.0,0.0
R15L04,0.05,0.5,2.0,Guarded-GP,3,30,16.0,6.0,1,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030173494142357964,0.00014084272626725737,0.004666866847620952,0.0,0.0,1200,0,0,0.003069346108100284,0.003069346108100284,1,0.0,0.0,0.030056305150860028,0.00010002595387749342,0.004608471726506498,0.0,0.0
