scenario_id,policy_idx,alpha_on,alpha_off,train_score,train_score_se,train_op_cost,train_W,train_B_H,train_B_L,train_cloud_fraction,diffusion_score,diffusion_W,diffusion_B_H,diffusion_B_L,diffusion_cloud_fraction,K,rho,qH,tau
C02,21,14.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,22,14.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,23,14.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,24,14.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647096,0.021772275844313974,1.5120410547656307e-10,1.5120410547656307e-10,0.0,40.0,0.05,0.2,2.0
C02,25,14.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,26,14.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.512041054765628e-10,1.512041054765628e-10,0.0,40.0,0.05,0.2,2.0
C02,27,14.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647089,0.02177227584431393,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,28,16.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,29,16.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,30,16.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,31,16.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656304e-10,1.5120410547656304e-10,0.0,40.0,0.05,0.2,2.0
C02,32,16.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,33,16.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656283e-10,1.5120410547656283e-10,0.0,40.0,0.05,0.2,2.0
C02,34,16.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470896,0.021772275844313932,1.5120410547656278e-10,1.5120410547656278e-10,0.0,40.0,0.05,0.2,2.0
C02,35,16.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647086,0.021772275844313908,1.5120410547656265e-10,1.5120410547656265e-10,0.0,40.0,0.05,0.2,2.0
C02,36,18.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,37,18.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,38,18.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,39,18.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656307e-10,1.5120410547656307e-10,0.0,40.0,0.05,0.2,2.0
C02,40,18.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,41,18.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656283e-10,1.5120410547656283e-10,0.0,40.0,0.05,0.2,2.0
C02,42,18.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470887,0.021772275844313925,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,43,18.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647086,0.021772275844313908,1.5120410547656265e-10,1.5120410547656265e-10,0.0,40.0,0.05,0.2,2.0
C02,44,18.0,18.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647084,0.021772275844313894,1.5120410547656252e-10,1.5120410547656252e-10,0.0,40.0,0.05,0.2,2.0
C02,45,20.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,46,20.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,47,20.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,48,20.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656304e-10,1.5120410547656304e-10,0.0,40.0,0.05,0.2,2.0
C02,49,20.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656294e-10,1.5120410547656294e-10,0.0,40.0,0.05,0.2,2.0
C02,50,20.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656288e-10,1.5120410547656288e-10,0.0,40.0,0.05,0.2,2.0
C02,51,20.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470887,0.021772275844313925,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,52,20.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470866,0.02177227584431391,1.5120410547656265e-10,1.5120410547656265e-10,0.0,40.0,0.05,0.2,2.0
C02,53,20.0,18.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647084,0.021772275844313894,1.5120410547656255e-10,1.5120410547656255e-10,0.0,40.0,0.05,0.2,2.0
C02,54,20.0,20.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647082,0.02177227584431388,1.5120410547656242e-10,1.5120410547656242e-10,0.0,40.0,0.05,0.2,2.0
C02,55,22.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,56,22.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,57,22.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,58,22.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656304e-10,1.5120410547656304e-10,0.0,40.0,0.05,0.2,2.0
C02,59,22.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,60,22.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656283e-10,1.5120410547656283e-10,0.0,40.0,0.05,0.2,2.0
C02,61,22.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647089,0.02177227584431393,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,62,22.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647086,0.021772275844313908,1.5120410547656265e-10,1.5120410547656265e-10,0.0,40.0,0.05,0.2,2.0
C02,63,22.0,18.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647084,0.021772275844313894,1.5120410547656255e-10,1.5120410547656255e-10,0.0,40.0,0.05,0.2,2.0
C02,64,22.0,20.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647082,0.02177227584431388,1.5120410547656247e-10,1.5120410547656247e-10,0.0,40.0,0.05,0.2,2.0
C02,65,22.0,22.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647079,0.021772275844313863,1.5120410547656232e-10,1.5120410547656232e-10,0.0,40.0,0.05,0.2,2.0
C02,66,24.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,67,24.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,68,24.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,69,24.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656304e-10,1.5120410547656304e-10,0.0,40.0,0.05,0.2,2.0
C02,70,24.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,71,24.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656283e-10,1.5120410547656283e-10,0.0,40.0,0.05,0.2,2.0
C02,72,24.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470887,0.021772275844313925,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,73,24.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647086,0.021772275844313908,1.5120410547656268e-10,1.5120410547656268e-10,0.0,40.0,0.05,0.2,2.0
C02,74,24.0,18.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470844,0.021772275844313897,1.5120410547656255e-10,1.5120410547656255e-10,0.0,40.0,0.05,0.2,2.0
C02,75,24.0,20.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647082,0.02177227584431388,1.5120410547656242e-10,1.5120410547656242e-10,0.0,40.0,0.05,0.2,2.0
C02,76,24.0,22.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647079,0.021772275844313863,1.5120410547656232e-10,1.5120410547656232e-10,0.0,40.0,0.05,0.2,2.0
C02,77,24.0,24.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647076,0.02177227584431384,1.512041054765622e-10,1.512041054765622e-10,0.0,40.0,0.05,0.2,2.0
C02,78,26.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,79,26.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,80,26.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,81,26.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656304e-10,1.5120410547656304e-10,0.0,40.0,0.05,0.2,2.0
C02,82,26.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,83,26.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656283e-10,1.5120410547656283e-10,0.0,40.0,0.05,0.2,2.0
C02,84,26.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470887,0.021772275844313925,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,85,26.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647086,0.021772275844313908,1.5120410547656268e-10,1.5120410547656268e-10,0.0,40.0,0.05,0.2,2.0
C02,86,26.0,18.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470844,0.021772275844313897,1.5120410547656255e-10,1.5120410547656255e-10,0.0,40.0,0.05,0.2,2.0
C02,87,26.0,20.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647082,0.02177227584431388,1.5120410547656242e-10,1.5120410547656242e-10,0.0,40.0,0.05,0.2,2.0
C02,88,26.0,22.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647079,0.021772275844313863,1.5120410547656232e-10,1.5120410547656232e-10,0.0,40.0,0.05,0.2,2.0
C02,89,26.0,24.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647076,0.02177227584431384,1.512041054765622e-10,1.512041054765622e-10,0.0,40.0,0.05,0.2,2.0
C02,90,26.0,26.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647073,0.02177227584431382,1.5120410547656208e-10,1.5120410547656208e-10,0.0,40.0,0.05,0.2,2.0
C02,91,28.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,92,28.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,93,28.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,94,28.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656304e-10,1.5120410547656304e-10,0.0,40.0,0.05,0.2,2.0
C02,95,28.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,96,28.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656283e-10,1.5120410547656283e-10,0.0,40.0,0.05,0.2,2.0
C02,97,28.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470887,0.021772275844313925,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,98,28.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647086,0.021772275844313908,1.5120410547656268e-10,1.5120410547656268e-10,0.0,40.0,0.05,0.2,2.0
C02,99,28.0,18.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470844,0.021772275844313897,1.5120410547656255e-10,1.5120410547656255e-10,0.0,40.0,0.05,0.2,2.0
C02,100,28.0,20.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647082,0.02177227584431388,1.5120410547656242e-10,1.5120410547656242e-10,0.0,40.0,0.05,0.2,2.0
C02,101,28.0,22.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647079,0.021772275844313863,1.5120410547656232e-10,1.5120410547656232e-10,0.0,40.0,0.05,0.2,2.0
C02,102,28.0,24.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647076,0.02177227584431384,1.512041054765622e-10,1.512041054765622e-10,0.0,40.0,0.05,0.2,2.0
C02,103,28.0,26.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647073,0.02177227584431382,1.5120410547656208e-10,1.5120410547656208e-10,0.0,40.0,0.05,0.2,2.0
C02,104,28.0,28.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647071,0.021772275844313807,1.51204105476562e-10,1.51204105476562e-10,0.0,40.0,0.05,0.2,2.0
C02,105,30.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,106,30.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,107,30.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,108,30.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656304e-10,1.5120410547656304e-10,0.0,40.0,0.05,0.2,2.0
C02,109,30.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,110,30.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656283e-10,1.5120410547656283e-10,0.0,40.0,0.05,0.2,2.0
C02,111,30.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470887,0.021772275844313925,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,112,30.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647086,0.021772275844313908,1.5120410547656268e-10,1.5120410547656268e-10,0.0,40.0,0.05,0.2,2.0
C02,113,30.0,18.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470844,0.021772275844313897,1.5120410547656255e-10,1.5120410547656255e-10,0.0,40.0,0.05,0.2,2.0
C02,114,30.0,20.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647082,0.02177227584431388,1.5120410547656242e-10,1.5120410547656242e-10,0.0,40.0,0.05,0.2,2.0
C02,115,30.0,22.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647079,0.021772275844313863,1.5120410547656232e-10,1.5120410547656232e-10,0.0,40.0,0.05,0.2,2.0
C02,116,30.0,24.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647076,0.02177227584431384,1.512041054765622e-10,1.512041054765622e-10,0.0,40.0,0.05,0.2,2.0
C02,117,30.0,26.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647073,0.02177227584431382,1.5120410547656208e-10,1.5120410547656208e-10,0.0,40.0,0.05,0.2,2.0
C02,118,30.0,28.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647071,0.021772275844313807,1.51204105476562e-10,1.51204105476562e-10,0.0,40.0,0.05,0.2,2.0
C02,119,30.0,30.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647069,0.021772275844313793,1.5120410547656188e-10,1.5120410547656188e-10,0.0,40.0,0.05,0.2,2.0
C02,120,32.0,2.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,121,32.0,4.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470987,0.02177227584431399,1.5120410547656312e-10,1.5120410547656312e-10,0.0,40.0,0.05,0.2,2.0
C02,122,32.0,6.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647097,0.02177227584431398,1.512041054765631e-10,1.512041054765631e-10,0.0,40.0,0.05,0.2,2.0
C02,123,32.0,8.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647095,0.021772275844313967,1.5120410547656304e-10,1.5120410547656304e-10,0.0,40.0,0.05,0.2,2.0
C02,124,32.0,10.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.0032658413766470927,0.021772275844313953,1.5120410547656296e-10,1.5120410547656296e-10,0.0,40.0,0.05,0.2,2.0
C02,125,32.0,12.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647091,0.02177227584431394,1.5120410547656283e-10,1.5120410547656283e-10,0.0,40.0,0.05,0.2,2.0
C02,126,32.0,14.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647089,0.02177227584431393,1.5120410547656276e-10,1.5120410547656276e-10,0.0,40.0,0.05,0.2,2.0
C02,127,32.0,16.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647086,0.021772275844313908,1.5120410547656268e-10,1.5120410547656268e-10,0.0,40.0,0.05,0.2,2.0
C02,128,32.0,18.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647084,0.021772275844313894,1.5120410547656255e-10,1.5120410547656255e-10,0.0,40.0,0.05,0.2,2.0
C02,129,32.0,20.0,0.0035546614116879205,3.400220911191954e-05,0.0035546614116879205,0.023697742744586137,0.0,0.0,0.0,0.003265841376647082,0.02177227584431388,1.5120410547656242e-10,1.5120410547656242e-10,0.0,40.0,0.05,0.2,2.0
