scenario_id,level_count,policy_count,candidate_count,candidate_fraction,work_reduction,selected_idx,exhaustive_idx,exact_match,holdout_regret,elapsed_seconds
F01,19,190,63,0.33157894736842103,0.662608695652174,39,39,1,0.0,44.39861059188843
F01,31,496,99,0.19959677419354838,0.797722705961152,129,129,1,0.0,119.1051013469696
F01,51,1326,178,0.13423831070889894,0.8646748681898067,337,286,0,0.01005585620457503,182.63656210899353
