scenario_id,level_count,policy_count,candidate_count,candidate_fraction,work_reduction,selected_idx,exhaustive_idx,exact_match,holdout_regret,elapsed_seconds
V01,19,190,49,0.2578947368421053,0.7356521739130435,181,182,0,9.0899136945506e-05,28.80193042755127
V01,31,496,81,0.16330645161290322,0.8338914936369726,405,288,0,0.008194655929165776,79.40039658546448
V01,51,1326,133,0.10030165912518854,0.8985689179010796,1062,1074,0,0.0,210.4019627571106
