scenario_id,level_count,policy_count,candidate_count,candidate_fraction,work_reduction,selected_idx,exhaustive_idx,exact_match,holdout_regret,elapsed_seconds
V12,19,190,47,0.24736842105263157,0.7460869565217392,1,25,0,0.0,36.19855189323425
V12,31,496,81,0.16330645161290322,0.8338914936369726,27,27,1,0.0,96.7040503025055
V12,51,1326,101,0.07616892911010557,0.9226713532513181,22,22,1,0.0,204.5530252456665
