scenario_id,level_count,policy_count,candidate_count,candidate_fraction,work_reduction,selected_idx,exhaustive_idx,exact_match,holdout_regret,elapsed_seconds
R03,19,190,46,0.24210526315789474,0.751304347826087,0,0,1,0.0,43.79734182357788
R03,31,496,77,0.15524193548387097,0.841929002009377,0,0,1,0.0,117.51013541221619
R03,51,1326,101,0.07616892911010557,0.9226713532513181,2,2,1,0.0,184.03841829299927
